행정동_코드,행정동,기준_년분기_코드,연도,분기,연도분기,상권티어,상권유형,FB카페_매출금액,FB식사_매출금액,주류유흥_매출금액,라이프스타일_매출금액,기타_매출금액,FB카페_매출건수,FB식사_매출건수,주류유흥_매출건수,라이프스타일_매출건수,기타_매출건수,총_매출금액,총_매출건수,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,시간대_00~06_매출_건수,시간대_06~11_매출_건수,시간대_11~14_매출_건수,시간대_14~17_매출_건수,시간대_17~21_매출_건수,시간대_21~24_매출_건수,남성_매출_금액,여성_매출_금액,남성_매출_건수,여성_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수
11110515,청운효자동,20201,2020,1,2020Q1,② 라이징스타,신흥 성장,2220163001,3779078713,28602429,1241885197,8341779940,202950,126610,810,130239,292218,15611509280,752827,3592350046,1747080155,3513890011,2060515260,1783739074,1826414901,1087519833,109249,104252,107433,114008,116718,119394,81773,236251401,1299010835,4698009104,4854144935,3602994316,921098689,10244,93531,196625,192143,211742,48542,4828181708,9849656485,337186,396482,40814800,3126475307,2269502831,2443530991,5157363493,1640150768,7158,160001,168799,176732,136844,84120,12697574546,2913934734,551660,201167
11110515,청운효자동,20202,2020,2,2020Q2,② 라이징스타,신흥 성장,2854688630,4633313773,41206128,1459595468,9309638835,249884,155305,1053,164716,345150,18298442834,916108,2803617704,2234613517,2037512489,3081097361,4114473055,2562820882,1464307826,123585,119451,128528,132351,141442,163571,107180,177126816,1140739616,5786599857,5484428196,4693909086,1015639263,10241,105352,234501,241876,269608,54530,6058326418,11241921422,423803,470590,67501820,3806595885,2884515083,3215863921,5415817676,1909931674,9332,214629,215708,190458,160453,103824,14271314126,4027128708,645357,270751
11110515,청운효자동,20203,2020,3,2020Q3,② 라이징스타,신흥 성장,2489528293,4413501862,57669268,1624145213,8983900218,219951,138851,1360,184357,284547,17568744854,829066,1691023918,4277460378,2849840994,2284707701,2688103860,2325182653,1452425350,107101,119682,123562,117964,130713,134516,95528,184674115,1102054379,4111454372,6638456419,4451997926,1080107643,12140,101504,204063,207322,242720,61317,5722353143,10721288323,368425,439016,71644084,3548850098,2637277769,2835328142,5363768194,1986748083,10660,190066,190120,170247,147915,98452,13791136851,3777608003,599022,230044
11110515,청운효자동,20204,2020,4,2020Q4,② 라이징스타,신흥 성장,2413162342,4756697627,137990626,1790029825,8972645910,206447,143833,2512,175630,276222,18070526330,804644,3004293306,2664764150,2481309592,3256971195,2718520690,2420836789,1523830608,112290,107815,116782,121769,123535,135044,87409,200669622,1309663082,5802410681,5335013158,4402966477,1019803310,10589,95321,208210,210313,225535,54676,5712646769,10862839191,355025,420599,68833926,3787111908,2641065845,3402043610,4900971958,1775458699,10386,184409,183866,168266,140611,88083,14125858933,3944667397,582191,222453
11110515,청운효자동,20211,2021,1,2021Q1,② 라이징스타,신흥 성장,2469207266,5664585138,175024755,1901648357,10189325285,174754,155453,3232,205947,342948,20399790801,882334,3793925368,2893363978,2751312303,2214914551,3752061036,3152154241,1842059324,123660,128180,133110,119469,129961,146463,101491,78672583,1199826712,7447804874,4921530141,5631566640,1120389851,10814,107611,222471,227426,257616,56396,6893492080,11884964267,414362,434190,64502157,4113476881,3397332116,3322684640,5463928063,2416532502,8374,179468,210333,181079,157025,112305,15405577236,4994213565,634380,247954
11110515,청운효자동,20212,2021,2,2021Q2,② 라이징스타,신흥 성장,3701120060,7069419486,298578196,2401915920,11162550334,288804,197994,5579,244943,400355,24633583996,1137675,3821398018,3647271861,3100305126,4358945447,3597114622,3685205069,2423343853,147874,150938,171412,162973,177986,187469,139023,98231886,1925050153,8874239440,5235579862,6816109519,1684373136,13054,140329,299312,289643,327092,68245,8344298862,14313355820,513655,582978,90814846,5001054428,4697749337,4292333555,5784410775,2791291738,11790,242438,285774,231116,186530,139000,18525035074,6108548922,811183,326492
11110515,청운효자동,20213,2021,3,2021Q3,② 라이징스타,신흥 성장,4989338293,6116628697,243567815,2255305166,11128632096,445392,179057,4862,243588,400256,24733472067,1273155,2450610700,3558358546,4202417335,4735870354,3720769778,3632702189,2432743165,164966,164774,178573,201488,196001,211196,156157,91479470,1756621427,7735132654,7556748688,6409037571,1184452257,12243,166038,335276,339276,351205,69117,8302870949,14722267777,556918,671111,125969183,5558147123,4656163057,4026072831,5987641374,2671145159,14793,299121,309357,247662,214321,142773,18668026713,6065445354,905802,367353
11110515,청운효자동,20214,2021,4,2021Q4,② 라이징스타,신흥 성장,5890535580,8062519035,386445460,2619357166,11137892941,471775,207869,6169,237012,413181,28096750182,1336006,3452359362,3538733392,4583759780,3664408479,5554036152,4395160260,2908292757,166607,173661,186702,189311,222637,229385,167703,132958212,2307774419,7845620382,8604575356,7093257467,2112564346,15771,172239,373808,363498,342139,68551,9232660047,16231110900,573524,711647,154411052,6122191301,5166206129,4845225841,6296533538,2879189278,19611,317692,322256,260517,214043,151046,20793297165,7303453017,938918,397088
11110515,청운효자동,20221,2022,1,2022Q1,② 라이징스타,신흥 성장,4949843235,5704741341,178439592,2206489168,10148522416,392873,164397,2963,199788,401755,23188035752,1161776,3901521764,4100610489,3523694771,2739864035,3352752160,3335430020,2234162513,162376,155541,166970,175087,170383,190176,141243,71742251,2226631850,8041460545,5678649849,6190297386,979253871,10157,146103,324856,319185,309233,52242,7762713249,13526360248,518207,600724,104351020,4962684116,4132891124,3631609789,5694687516,2762849909,12860,239425,276948,232349,208087,149251,17618443219,5569592533,830357,331419
11110515,청운효자동,20222,2022,2,2022Q2,② 라이징스타,신흥 성장,6066090225,8238389528,221008083,2638747247,10512234274,454248,225935,4209,274285,424945,27676469357,1383622,3704527519,3538955209,4268667808,4430855805,4388353265,4488663127,2856446624,185187,184567,190293,192886,212341,243723,174625,168142102,2532317128,9043116805,6587662023,7418798341,1926432958,16329,185299,386177,362922,360997,71898,9256961218,15601382640,606382,724399,117157598,5424433201,4932204459,4763059518,6269872465,3351616631,16715,271933,329550,286226,242735,183644,20331359606,7345109751,965274,418348
11110515,청운효자동,20223,2022,3,2022Q3,② 라이징스타,신흥 성장,5231709153,6539058869,270811897,2280861706,10532798626,393848,182400,5003,256453,441054,24855240251,1278758,2940551245,4006381863,2975805989,4406481959,4349058817,3480411901,2696548477,169546,167396,179487,182248,215692,203820,160569,177662741,2385002502,9202115668,5052129171,6369370862,1668959307,16250,183907,355242,319658,336550,67151,8175350134,14394625948,565200,656625,101851589,4939737622,4356218338,4514673790,5671969388,2985525368,13989,240324,310189,271269,217312,168728,18678279873,6176960378,914369,364389
11110515,청운효자동,20224,2022,4,2022Q4,② 라이징스타,신흥 성장,5127942962,7950260530,351460651,2274369441,10383619873,386397,196561,6309,218996,394234,26087653457,1202497,3316775822,3961748616,3741894608,3871714374,4191659799,4397178564,2606681674,154093,157180,166256,170424,186580,222111,145853,153270636,1677462070,9426032520,6351632865,6558677419,1920577947,13206,159000,349974,320443,306522,53352,8336287560,14997119102,515533,632153,119209009,5523882960,4435267403,4424135304,5749005870,3081906113,14948,231514,282735,253466,201948,163047,19083793219,7003860238,834533,367964
11110515,청운효자동,20231,2023,1,2023Q1,② 라이징스타,신흥 성장,5740594912,6612598787,328542662,1828960341,10585140840,430738,177263,7260,187156,395995,25095837542,1198412,3328031431,3466419510,4396006108,3199550070,4768437290,3576149648,2361243485,161945,163772,175834,173861,189214,193311,140475,162886592,2231166853,8400076484,6155675922,6380071504,1765960187,12988,145998,346256,324042,313627,55501,8186399644,14726437457,505222,638176,68484535,4880267429,4497119122,4424058412,5604300566,3438607043,10558,221023,288410,245211,211954,166216,19158444409,5937393133,864626,333786
11110515,청운효자동,20232,2023,2,2023Q2,② 라이징스타,신흥 성장,5734731223,7373869056,357113665,2084483201,11214249579,463385,203876,9396,217920,506754,26764446724,1401331,4320368134,4117721089,3842634240,3829016195,3637012709,4154979962,2862714395,201546,187386,197146,199252,218315,230469,167217,146517005,1902735671,9835783376,6239487887,6840041104,1799881681,14422,201574,401197,356650,362244,65244,8766559471,15637204219,590859,750024,132178169,5167252040,4725113745,4564564834,6034245943,3780408950,33709,242831,330784,301158,240193,192181,19746752367,7017694357,1003645,397686
11110515,청운효자동,20233,2023,3,2023Q3,② 라이징스타,신흥 성장,4780056371,6302283118,358313718,1834546702,11222189896,399169,190143,9750,202766,481288,24497389805,1283116,4238564172,2726661291,4415527072,3504153971,3548473361,3798410040,2265599898,188923,170409,186041,183961,185506,224512,143764,173318083,1966351947,9976036139,4796430846,6058234954,1527017836,13488,190511,374723,317342,326403,60649,7912835756,14479807440,545827,674943,121316247,4694019662,4140212580,4212998834,5878574549,3345573621,30584,213956,302096,263358,222612,188151,18433379867,6064009938,914840,368276
11110515,청운효자동,20234,2023,4,2023Q4,② 라이징스타,신흥 성장,5029523952,7660106705,444744429,1821128754,11655325982,411423,212265,11563,182393,478906,26610829822,1296550,3375246995,3775282375,3838379655,3146897904,5429708750,4205103416,2840210727,172764,178431,183754,178160,200249,219947,163245,149076488,1924648573,9910447543,6663139323,6452911196,1510606699,12180,170610,388916,359475,310872,54497,8392212082,15386438171,536419,696642,127368388,5294272970,4555761012,4410246807,5960947056,3430054033,27501,234127,302437,260588,222463,185913,19565515679,7045314143,913358,383192
11110515,청운효자동,20241,2024,1,2024Q1,② 라이징스타,신흥 성장,5110247300,6734397600,346432203,1614092379,10800174730,374892,198743,9861,163769,405177,24605344212,1152442,3601704258,3237316952,3256027873,4154982236,3881945731,3958355379,2515011783,144280,151012,163175,162692,178041,208278,144964,138440650,2906440498,8518303292,5453352698,6230926800,1357880274,11171,142578,335509,327627,287402,48155,7687331541,14626216635,470612,629328,74605364,4785894936,4331988500,3756928129,3578339521,5786312267,12897,196600,284298,210424,203764,191975,18131977050,6473367162,799200,353242
11110515,청운효자동,20242,2024,2,2024Q2,② 라이징스타,신흥 성장,6172948086,7462464277,367574819,2232637198,11035438290,405091,221371,11865,211534,435395,27271062670,1285256,4318821602,3989265673,3217787267,4058480901,4814762872,4050281058,2821663297,162476,176826,183135,187389,202054,216930,156446,160003294,3174075258,6976533402,7996107369,7211630226,1752713121,12449,172076,373513,349671,321243,56304,9044101078,15929938481,522966,700515,110946568,5046274808,4711890492,4440998318,4793496414,5870570626,21459,214362,308686,244216,229703,205055,20399118315,6871944355,911880,373376
11110515,청운효자동,20243,2024,3,2024Q3,② 라이징스타,신흥 성장,5730941141,6215802872,246059040,2047184262,10868806643,370436,191500,7878,207629,407460,25108793958,1184903,3511961996,3137700680,3148022726,3846243973,5123199731,3911949437,2429715415,173000,151276,161881,165193,180884,202866,149803,153204591,1833975900,8536948245,6645800256,6488487227,1450377739,13278,157003,345623,315088,297524,56387,8143556376,15016517331,492455,640857,100180735,4912844825,4175278176,3825536207,4461403040,5684830746,14568,206317,272347,222681,218395,198997,18767129106,6341664852,832234,352669
11110515,청운효자동,20244,2024,4,2024Q4,② 라이징스타,신흥 성장,7325200043,8455810825,235146279,2392054368,10390935562,440749,220872,6203,201663,411387,28799147077,1280874,4737165703,4690083376,3939337751,3543924694,4357788655,4613940726,2916906172,162754,173896,176003,185045,191784,231894,159498,173111110,2558394054,9574935491,7159220125,7363494468,1969991829,12845,152059,375748,383070,305637,51515,9033462407,17000301372,522168,697643,128700647,5645923037,5194799351,4573494877,4377612825,6113233039,15043,231542,307504,237442,231696,196594,21268300179,7530846898,889482,391392
11110530,사직동,20201,2020,1,2020Q1,⑤ 성숙·정체,기존 강세,8073074708,26603569524,2149308186,6177741528,13652809419,782003,868972,42967,614321,424466,56656503365,2732729,8806166369,9083006661,9577947249,9592138341,9547085125,6735471594,3314688026,431328,464022,453761,470860,458434,258421,195903,1362901933,4489458957,18513180282,8812588458,16594583156,6883790579,49501,473449,951923,451218,615659,190979,23454523962,20963011410,1242138,1221896,123358680,7781854069,11355855645,10918468499,8664541772,5573456693,15854,619143,734473,535675,365636,193277,46606343745,10050159620,2278405,454324
11110530,사직동,20202,2020,2,2020Q2,⑤ 성숙·정체,기존 강세,8931709896,29520051467,2111183271,6469202497,16059533751,942260,949173,44912,657342,444314,63091680882,3038001,10386408221,10581469405,10684272531,9834966645,10783954083,6955758388,3864851609,490335,494529,502629,503170,503662,316374,227302,1314086851,4415260778,19882866281,10786986222,19128860494,7563620256,50126,538161,1056212,517225,670456,205821,25818305076,23565228227,1392225,1371285,146325530,9083317194,13007502244,11496722274,10383174037,5266492011,19683,727609,812651,586091,404588,212912,52271070885,10820609997,2494325,543676
11110530,사직동,20203,2020,3,2020Q3,⑤ 성숙·정체,기존 강세,8198943802,29004137442,1913891362,6511792890,14080744198,906006,963249,39911,671829,445961,59709509694,3026956,9038337297,10090975774,10271218624,10288424696,10171692613,6188092639,3660768051,455471,510189,523041,505871,516196,304522,211666,1209822255,4743401440,18601890512,9748764564,18699824369,6705806554,50208,553135,1039474,504095,686244,193800,23544650329,23461496114,1380151,1371400,184202599,9512981273,11850588276,11016096656,8930008723,5512268908,23271,728017,804415,584483,398208,213142,49860649004,9848860690,2510768,516188
11110530,사직동,20204,2020,4,2020Q4,⑤ 성숙·정체,기존 강세,7870694553,29604970595,1760114021,6416122591,15488871129,795607,939477,36473,627600,462264,61140772889,2861421,9664283573,10731013417,10094648365,10441757918,9992148024,6348661030,3868260562,469193,484322,488308,488204,433659,289754,207981,970180597,3921491400,19269396290,12192340547,19153713859,5633650196,38129,518108,1015284,500270,629643,159987,23300192301,23068883966,1310250,1276527,197338035,9117157722,11770019226,10762985809,8557261170,5964314266,22664,689319,757042,543753,372547,201436,50923851297,10216921592,2363686,497735
11110530,사직동,20211,2021,1,2021Q1,⑤ 성숙·정체,기존 강세,7559732771,34370140670,2386683859,4339994429,19381613640,841877,1154544,75972,666637,666232,68038165369,3405262,10242596506,12241547041,11746945107,10691709463,11529543899,6890268118,4695555235,558157,602016,613974,523735,547058,310162,250160,194395306,5211505279,22176823827,12800677195,22080288562,5574475200,19435,633317,1261412,599377,737407,154314,29408502754,24915138495,1652016,1439188,183182342,9367787100,14564824328,12130889617,10133917332,7943040511,21144,703473,928881,690358,491059,256235,56452342016,11585823353,2844940,560322
11110530,사직동,20212,2021,2,2021Q2,⑤ 성숙·정체,기존 강세,9946273197,42693163350,4024827299,5558111417,20140953416,1121250,1405527,122828,855740,743998,82363328679,4249343,13135132191,13353408926,13136589919,13423584220,14342081308,8682254456,6290277659,698465,709021,686434,717064,711387,393046,333926,407511688,6219659683,26806591059,13402103045,25945784856,9581678348,25106,768193,1553061,745189,916013,241781,33599624026,31913681361,2029790,1840768,240606830,12426334835,16972677154,15215875196,12447956455,8209854948,31659,939341,1144764,856117,586410,312251,67390796564,14972532115,3522371,726972
11110530,사직동,20213,2021,3,2021Q3,⑤ 성숙·정체,기존 강세,9963300220,36081947831,3225171038,5290949023,22222804087,1133577,1294115,106780,830848,745053,76784172199,4110373,10643715839,11499306783,11962240660,13839086662,14862408129,8311222962,5666191164,623252,651553,668721,761351,701577,392019,311900,264164926,6926337289,27710135590,14466829317,21978307358,5438397719,27311,767004,1499262,761423,871332,184041,31226377167,29444659371,1979338,1777282,266890898,12236922071,15593375987,13220829244,11002993558,8349328869,32731,965391,1086569,799310,565445,307148,62806758073,13977414126,3406454,703919
11110530,사직동,20214,2021,4,2021Q4,⑤ 성숙·정체,기존 강세,11639225529,48916703695,5426823015,5620667957,25081273611,1226631,1489953,129431,820479,750204,96684693807,4416698,13778068697,15189459438,16191032421,15994744643,16891113283,11349682652,7290592673,649825,724209,733993,744668,773978,442781,347244,1234768112,6992152994,30809394193,18298456948,28988065412,10361856148,41973,800005,1610825,801832,928197,233866,38595242883,34854692445,2062691,1945715,383078665,15425896457,18560152868,14983736646,14671806485,9425264183,40663,1059936,1144143,837976,608876,316795,78044418482,18640275325,3626673,790025
11110530,사직동,20221,2022,1,2022Q1,⑤ 성숙·정체,기존 강세,9553243723,37718865486,3612254262,4625141910,17920811390,1025746,1171076,72147,674975,694605,73430316771,3638549,11068641079,11121624916,11612425239,12783866585,12023150636,8816657781,6003950535,590286,581016,595227,636920,584120,359604,291376,248787284,5578266757,23729064153,13143156337,24834107656,5896934584,20916,640258,1347589,692976,786630,150180,30296165362,28217267331,1722350,1595005,261474945,11046782099,16346545797,12021029931,11305283585,7531856034,30220,763741,1008230,686528,537616,290951,58609708455,14820608316,2987569,650980
11110530,사직동,20222,2022,2,2022Q2,⑤ 성숙·정체,기존 강세,13542306703,56165352888,7177065498,6125744929,23156573143,1419963,1590618,143783,917962,804054,106167043161,4876380,15113623816,17202275299,16472462341,17711641563,17154467902,13245947442,9266624798,743006,799013,787393,785049,806921,541251,413747,1635961796,9014399516,32617713639,17457507004,31985015185,13456446021,55554,862593,1744982,894090,1032349,286812,43254091777,40023619826,2257440,2202088,386972684,14268140873,22113463682,17613052355,16005024353,12891057684,49915,989455,1340424,958844,702680,418199,83654470921,22512572240,3921382,954998
11110530,사직동,20223,2022,3,2022Q3,⑤ 성숙·정체,기존 강세,13396485779,53141866136,6660752983,6193282688,22234493541,1416403,1511568,171356,969510,781908,101626881127,4850745,13385369041,15757041322,16071913846,17214605887,18571894482,11990087679,8635968870,699179,771794,799633,808495,851790,512148,407706,1649296151,7182709592,32923792244,17200006539,30777499400,11893577201,54662,873488,1750772,853111,1041623,277089,41023097541,40112903426,2224977,2220684,317504259,14345989019,22027408737,17035076127,14538362520,12864526108,42520,1012139,1326038,950722,707030,406872,81000824578,20626056549,3930891,919854
11110530,사직동,20224,2022,4,2022Q4,⑤ 성숙·정체,기존 강세,13636036784,59854107675,7001623674,6317166711,20382660333,1372325,1563160,158444,936279,707494,107191595177,4737702,14041388933,16602817282,17075753598,17185919523,18839248491,14573771667,8872695683,670567,759276,778416,782033,802870,566255,378285,1768063878,7110075543,34061325712,18206820440,32797526598,13247783006,54222,850544,1709424,842559,1010798,270155,41808334033,40475412077,2134353,2179871,496390028,15196132378,21352887761,17769918094,15575147615,11893270228,56029,1002067,1244813,920941,697515,392860,83745127827,23446467350,3793162,944540
11110530,사직동,20231,2023,1,2023Q1,⑤ 성숙·정체,기존 강세,13054684450,51683518070,6320996275,5231915707,20591137705,1271995,1364021,144255,814974,646846,96882252207,4242091,14194458981,15825883845,15899847702,16136030430,17041696610,10880175065,6904159574,661058,693902,699500,735773,731971,410875,309012,1729961506,6712039549,32087356131,15503022511,29417780787,11432091723,44179,755142,1581791,740751,897107,223121,39082262162,36022975661,1929692,1913008,258266121,11469345615,20089832490,16236205278,15307671166,11743917137,29318,752389,1180074,846618,651396,382870,79097917568,17784334639,3522204,719887
11110530,사직동,20232,2023,2,2023Q2,⑤ 성숙·정체,기존 강세,13816585183,55458488384,6401249557,5763007334,20388229179,1429465,1503556,158158,900952,677013,101827559637,4669144,14235874393,15249029400,16967335555,16967386423,17966729711,12016225739,8424978416,696812,740244,794208,785649,779554,486871,385806,1652122590,7781372459,33309983478,16996870650,30819657382,11267553078,46865,854913,1712346,818504,987785,248731,39901890065,39273368611,2084227,2160651,370289131,12264023457,20755133848,17157794370,15649912694,12977977268,52513,852020,1268541,941492,708597,421716,81386355482,20441204155,3796467,872677
11110530,사직동,20233,2023,3,2023Q3,⑤ 성숙·정체,기존 강세,13460070630,53202600426,5759242659,5468302471,21094791148,1383707,1473986,148079,829817,699169,98985007334,4534758,14664794829,14797823443,17061532416,15650103421,16461002268,13048830378,7300920579,740736,720473,749299,725042,740966,514855,343387,1607471471,7939195066,33943976055,14814385189,29907892299,10772087254,49761,831139,1691003,767091,958650,237114,37630194900,37901692772,2029733,2077561,337851364,12693882256,20010386210,16777578512,14140664223,11571525095,40277,857383,1214575,914899,686351,393766,78635256377,20349750957,3676516,858242
11110530,사직동,20234,2023,4,2023Q4,⑤ 성숙·정체,기존 강세,13930830679,60581638774,6716312302,5633960820,22268655240,1396049,1583994,156915,790013,669122,109131397815,4596093,15045414342,16657442987,17664372712,18203492668,19058333968,12836928965,9665412173,655499,729022,764516,766892,773631,491411,415122,1802585802,8323362003,34936220833,18012720523,33808540616,12247968038,48886,812072,1676858,821413,992789,244075,41799454961,40362189967,2022846,2137381,511531454,14071890680,20891178322,17634646807,16817071983,12235325719,54058,910154,1198603,905207,690489,401699,86629056677,22502341138,3689560,906533
11110530,사직동,20241,2024,1,2024Q1,⑤ 성숙·정체,기존 강세,12900468906,52663689326,5768451883,5183064874,19491729848,1263789,1428895,126053,716336,613791,96007404837,4148864,12868719142,15885071090,16719846701,15715671402,15928841011,11469080940,7420174551,605786,686505,713258,708336,668657,434907,331415,1643084818,6953467372,32497341842,15328302026,28887167786,10698040993,42693,727414,1576203,726427,870672,205455,37795040647,37259879115,1820812,1932120,198508141,10896032481,20135815806,16329329206,15190300283,12304741994,23898,699339,1148469,825487,657378,398365,77118149346,18889255491,3382542,766322
11110530,사직동,20242,2024,2,2024Q2,⑤ 성숙·정체,기존 강세,14357439868,56394673210,6342869790,5627322553,21275317968,1420471,1532085,149794,820000,647157,103997623389,4569507,15307966173,17136758555,15722371238,16795976159,18271559551,12673836979,8089154734,691855,769384,702453,750232,797709,490175,367699,1656659816,7823286799,35766503205,17062509267,30583008022,11105656280,46528,813225,1723386,796230,955568,234570,40349400561,40931063369,2004629,2144676,307694913,11686840792,21490927878,17798076934,16266190130,13730733285,38341,776902,1248860,918918,723597,442702,83234631676,20762991713,3711633,857874
11110530,사직동,20243,2024,3,2024Q3,⑤ 성숙·정체,기존 강세,13059178772,53175382714,5971900946,5798250364,24274807714,1314013,1456812,146505,835531,646456,102279520510,4399317,17128944162,15881086524,17132104855,16487883909,16851236252,11090451549,7707813259,722674,688733,715988,703666,751993,460994,355269,1762619570,7982262343,35806241003,16726108160,29584820360,10417469074,48865,773092,1666961,754853,932004,223542,40963284465,38987350684,1936625,2050928,327265678,12185312817,21123476737,17967193279,15611326119,12736060531,36059,765969,1195331,889107,688340,412731,83481255702,18798264808,3583054,816263
11110530,사직동,20244,2024,4,2024Q4,⑤ 성숙·정체,기존 강세,12249575923,60966610247,7695844013,6497821038,24902656506,1233446,1564895,173643,783539,637878,112312507727,4393401,16805011235,19479978635,17353479171,18480320872,18736653803,12999556307,8457507704,684022,738635,690412,708529,737538,487765,346500,2060151799,9017291950,36547432180,19168444838,33982225256,11536961704,43917,762232,1640949,793596,937032,215675,42691542044,43415935584,1912224,2057056,433254108,13159092125,20904997967,19211324391,17348260429,15050548604,43462,778389,1146391,866253,702644,432149,90855443716,21457064011,3559136,834265
11110540,삼청동,20201,2020,1,2020Q1,⑤ 성숙·정체,기존 강세,3419923850,6354932790,38656767,2885553133,3796504305,250986,202989,1291,98674,176924,16495570845,730864,1860729409,2096633329,2358436623,2300482192,2414824236,2918292181,2546172875,91624,94698,101474,99060,108129,124334,111545,35239076,561737092,4853897556,4852395151,5639700267,552601703,1393,53555,226267,220470,209400,19779,6974867515,8074760405,287276,411887,64974889,4525345217,4163307939,2684431352,2381661014,1229907505,5702,223688,194100,127369,101229,47074,11031105789,5464465056,494985,235879
11110540,삼청동,20202,2020,2,2020Q2,⑤ 성숙·정체,기존 강세,4657334506,8102021146,45236697,4323016537,4611732770,359204,267880,1769,141181,201142,21739341656,971176,2074257810,2730400915,2717545453,3019796919,3142877776,4495262338,3559200445,109763,119637,125812,131830,134683,192261,157190,31575382,647713357,6298011445,6312756881,7701733452,747551139,1694,56730,296895,302859,287186,25812,8531816724,11237566631,381541,553449,85945759,5950282391,5464722971,3753396256,3108923107,1406112871,6299,295536,268947,167727,136826,59676,13684878873,8054462783,621725,349451
11110540,삼청동,20203,2020,3,2020Q3,⑤ 성숙·정체,기존 강세,4539205942,8248372487,54442767,4616184881,4509874844,346693,230919,1418,145857,185787,21968080921,910674,2054444256,2772628672,2895511484,2674758922,3978997767,4306137984,3285601836,99437,122332,129673,116296,133298,170254,139384,23251418,1322913666,6266983385,6034936239,7497002223,822993990,1634,51023,274089,275514,280688,27726,8610295519,11281999150,339487,529238,118544375,5550303489,4944528669,3770088408,3897167363,1611662343,9423,278669,234875,155197,128424,62135,14376341101,7591739820,601036,309638
11110540,삼청동,20204,2020,4,2020Q4,⑤ 성숙·정체,기존 강세,4301377205,8866125119,117797848,5246498086,5523274348,312401,323443,1804,155622,199026,24055072606,992296,2409635589,2808039390,3041149710,3226209811,3695995649,5146395723,3727646734,107914,118889,122711,136911,151204,198504,156163,25800058,656043583,6685260750,8281585552,7688834242,717548421,1377,56572,308115,325530,275010,25692,9279440344,12459921440,373479,575487,146716429,6588291089,5719578208,4053557595,3392016538,1839201934,12058,306703,246332,174759,140662,68452,15181030149,8874042457,637629,354667
11110540,삼청동,20211,2021,1,2021Q1,⑤ 성숙·정체,기존 강세,6667609669,8505201236,236780247,7776121947,2620426259,410183,340056,5324,170258,78831,25806139358,1004652,2327608766,2725956815,2828169903,3030949697,3841812791,5912015689,5139625697,107737,119907,131904,120598,148491,196260,179755,18568972,665319693,7230601595,9209977651,8197923974,483747473,1771,72213,325192,344628,245705,15143,11406019540,12580633857,420441,541488,120695102,7694560028,6829141388,3866269295,3419653519,2056334065,9816,286554,270274,172333,147532,75410,14754497972,11051641386,628637,376015
11110540,삼청동,20212,2021,2,2021Q2,⑤ 성숙·정체,기존 강세,8669996077,11452294324,310542645,11730972422,3403716255,575564,468141,7033,292876,110142,35567521723,1453756,2914876899,3550335015,5204631546,3857693038,4628344727,7972419088,7439221410,151151,163818,224522,179647,189973,277978,266667,55200391,971459200,10034551783,12230670341,11477063151,798576857,2668,108316,458979,469084,388030,26679,15056359263,18112591804,589228,807960,267972550,10281441156,9522481739,5845108993,4798751900,2453194735,17688,423082,393538,260973,201720,100184,20155881225,15411640498,909111,544645
11110540,삼청동,20213,2021,3,2021Q3,⑤ 성숙·정체,기존 강세,7474877020,9624218572,313351692,11236511128,2457596379,492090,398180,6519,272193,74468,31106554791,1243450,3460645408,3392575227,3622515622,3984311571,4274946102,6169878483,6201682378,143760,140080,158248,175299,177428,235927,212708,38921442,897751784,8829887673,10739275044,10004769504,595949344,2632,88916,390657,392429,344643,24173,13585407297,15491583691,507372,688723,196581919,9906115896,7885511977,4844880681,3914365149,2329535341,15699,355678,319409,238386,179519,87390,18734993930,12371560861,794815,448635
11110540,삼청동,20214,2021,4,2021Q4,⑤ 성숙·정체,기존 강세,9065593464,12563761290,373197712,14394119519,2899091887,612049,429790,8305,281602,93881,39295763872,1425627,3405816883,4203342989,4254334224,5326686936,5694036449,8925668937,7485877454,155173,154956,178983,175874,210733,290302,259606,38718497,994807578,11506713009,13973078051,11877643176,904803561,2957,107331,470057,477449,343916,23917,17423941567,18710543956,556394,813273,285951032,11080320865,10552941145,6107376702,5208193413,2899702383,23131,399306,355526,259912,221412,110366,22884217481,16411546391,875719,549908
