코드,주말_총인구,주말_20대인구,평일_총인구,평일_20대인구,주말집중도,20대주말집중도,행정동,구역유형
11440730,37828.995363942304,6348.83991923077,34337.79251010101,5258.749868876263,1.1016723149228158,1.2072907207102908,성산2동,상권형
11440740,40117.309155929484,5898.856753044872,49585.82043535353,7931.3098746843425,0.8090480061377946,0.743743069713266,상암동,혼합형
11470510,39287.80755224359,4340.82310400641,39597.419150315654,4393.337469760101,0.9921810157147679,0.9880468172283249,목1동,주거형
11470520,23078.40029503205,3097.5149214743587,21435.725765972224,2864.5150780934346,1.076632559447437,1.0813400652567011,목2동,주거형
11470530,18890.473837339745,2408.8158081730767,17924.774335858587,2180.02631875,1.0538751274290394,1.1049480400558933,목3동,주거형
11470540,18337.04522900641,2294.669528525641,17734.363373989898,2157.5599777146463,1.0339838449402945,1.063548430739907,목4동,주거형
11470550,40300.51372355769,3506.8123506410257,39212.391662752525,3353.567665340909,1.0277494438534531,1.0456960170757545,목5동,주거형
11470560,15446.356296153846,1699.766064423077,14345.816279040406,1497.2978921717172,1.076715050277157,1.13522237178715,신월1동,주거형
11470570,12386.356109775641,1288.4789887820511,11667.546851515152,1176.9153191287878,1.061607574189183,1.0947932853281648,신월2동,주거형
11470580,13102.780430929488,1464.1168336538462,12925.835746717172,1392.3999924873735,1.013689225801686,1.0515059189553415,신월3동,주거형
11470590,11996.636226762821,1111.4554451923077,11394.629236237373,1029.4979953282827,1.0528325211855893,1.079609139829253,신월4동,주거형
11470600,10791.259008974359,1307.7422650641024,10752.27600138889,1184.7351094065657,1.0036255586798957,1.103826715930746,신월5동,주거형
11470610,4294.767281570513,405.3640487179487,4194.316550568182,379.86291167929295,1.0239492488922237,1.0671324739915269,신월6동,주거형
11470611,15203.322586538461,1524.2627075320513,14411.146308459596,1366.2636364267676,1.0549696922869933,1.1156431796124675,신월7동,주거형
11470620,16200.866450160256,1697.748383974359,15279.41325820707,1556.6433591540404,1.0603068440117125,1.0906469834535526,신정1동,주거형
11470630,14665.010597115386,1495.8605815705127,13939.037948863637,1374.405146338384,1.0520819765980287,1.0883694560921164,신정2동,주거형
11470640,40528.94199567308,4242.647865224359,39400.038643308086,3941.4741214015153,1.0286523412473032,1.0764114477341162,신정3동,주거형
11470650,34216.03799727564,4852.344930929487,33757.55455012626,4653.121749873738,1.013581654632849,1.0428149512875213,신정4동,주거형
11470670,19298.63031426282,1724.3291831730771,18973.286269065655,1631.3542893939393,1.017147479913778,1.0569924598130542,신정6동,주거형
11470680,21644.923879326925,1962.5011434294872,21161.89187651515,1826.3494142676768,1.022825558585706,1.0745485656239575,신정7동,주거형
11500510,30090.528421794872,3438.186946474359,29828.399955303033,3291.1504403409094,1.0087878822492868,1.0446763248289006,염창동,주거형
11500520,21534.589269871794,3530.7056165064105,21841.29548156566,3529.3379246843433,0.9859575082461235,1.000387520790373,등촌1동,주거형
11500530,15159.143452083334,1856.815982692308,14486.214761931818,1681.18761395202,1.0464530383685804,1.104466846699776,등촌2동,주거형
11500535,37842.25013782051,5080.683762980769,39233.92016616162,5225.560915088384,0.9645289070669673,0.9722752916937024,등촌3동,주거형
11500540,47713.44701314103,8073.936881089744,44860.56352853535,7354.4428219696965,1.0635944638277,1.0978312125795207,화곡1동,주거형
11500550,12063.341219871794,1512.9447185897436,11086.977593118687,1364.7698845959596,1.088064002885611,1.1085712951803968,화곡2동,주거형
11500560,19446.43159423077,2581.4021448717945,18440.019095896467,2402.4788445075756,1.0545776277725365,1.074474454071995,화곡3동,주거형
11500570,18211.889136378206,2216.709339102564,17060.143037815655,1996.2691106060604,1.067510928601805,1.1104261080459132,화곡4동,주거형
11500590,27404.88293477564,4123.890769711538,25245.969834406565,3730.7492333964647,1.0855151580442275,1.1053787085971358,화곡본동,주거형
11500591,21906.823964743588,3793.341110416666,20832.30396287879,3439.3605102272727,1.0515795086217776,1.102920469993418,화곡6동,주거형
11500593,34421.695841346154,4770.7481618589745,34295.452934974746,4834.812818055556,1.0036810391923026,0.9867492995887385,화곡8동,주거형
11500603,37926.111871314104,6879.237714102564,48507.4899542298,8835.653320391415,0.7818609436831309,0.7785771424764113,가양1동,오피스형
11500604,15919.918714423076,1696.497240224359,16026.624750378789,1674.7625087752524,0.9933419520567991,1.0129777991418025,가양2동,주거형
11500605,11282.638499839743,1203.802479647436,12469.397008080809,1448.8876922348484,0.9048263113707916,0.8308459559005718,가양3동,혼합형
11500611,30724.41593974359,3647.057487019231,33715.67850277778,3899.0995261363632,0.9112797755860751,0.9353589110953313,발산1동,혼합형
11500615,33682.219467948715,4403.101706089744,33532.317254040405,4431.377421590909,1.004470380402662,0.9936192039605117,우장산동,주거형
11500620,34798.49949647436,4523.161765384615,37117.29276729798,4776.213428093434,0.9375279526618229,0.9470183511439454,공항동,혼합형
11500630,34034.016832371795,3473.9701264423074,33964.9143133207,3435.383314646465,1.0020345265238602,1.0112321706958671,방화1동,주거형
11500640,28411.458643910253,3872.235181730769,26701.004947032827,3641.6644005050507,1.0640595251104024,1.06331467040009,방화2동,주거형
11500641,14257.158900160255,1363.5052443910256,13703.749340593435,1290.2700034722222,1.0403838063446988,1.056759624514033,방화3동,주거형
11530510,34241.20933509616,4422.5153330128205,32926.53391748737,4056.6497954545453,1.0399275374961516,1.0901890860700438,신도림동,주거형
11530520,15656.422446955126,1649.0176088141025,15712.18535378788,1567.1082719065657,0.9964509770234279,1.0522678224446385,구로1동,주거형
11530530,32663.907940544876,3662.9564229166667,34978.610175946975,4039.290577146465,0.9338252084985983,0.9068316212854245,구로2동,혼합형
11530540,27939.503609455132,5100.099312179487,43645.41386856061,8478.907096275254,0.6401475237145358,0.6015043276532583,구로3동,오피스형
11530550,18041.50075721154,1881.6614501602564,17512.987169444445,1897.569162310606,1.0301783803444573,0.9916167945462502,구로4동,주거형
11530560,33201.408045833334,5544.155645192308,33069.77327323232,5197.705402840909,1.0039805163317392,1.0666544591315312,구로5동,주거형
11530595,10117.290139743589,1992.9081386217947,10755.312982828284,2050.7394906565655,0.940678356445475,0.9717997569665684,가리봉동,혼합형
11530720,24626.579338141026,3240.6034812499997,23961.722777525254,3327.4005878156568,1.027746609323073,0.9739144403341478,고척1동,주거형
11530730,16053.96293926282,1604.3687907051283,15271.861710227273,1480.4584844065657,1.0512119114142966,1.0836972516309578,고척2동,주거형
11530740,30674.720106570516,3388.6599572115383,28755.90077266414,3129.5407373106063,1.0667278465409937,1.082797842127982,개봉1동,주거형
11530750,24947.29159951923,2731.074659455128,22842.679917234847,2480.8851091540405,1.0921350598927078,1.1008468910462361,개봉2동,주거형
11530760,17609.620275480767,1771.6206157051283,16606.43005157828,1623.0766103535354,1.060409746151741,1.091520020930643,개봉3동,주거형
11530770,18100.407431410255,2917.0965224358974,16774.437915972223,2653.303647222222,1.0790470310886229,1.0994205376719108,오류1동,주거형
11530780,51687.80593285256,5006.888448878205,49749.400072348486,4713.450389267677,1.038963401723139,1.0622554679431175,오류2동,주거형
11530790,21243.714722435896,2344.7834472756413,20724.99887392677,2245.324649873737,1.0250285103350092,1.0442959539982324,수궁동,주거형
11545510,40332.0265025641,9119.436037660256,70395.44247708333,15757.42392739899,0.5729351941454713,0.5787390172199017,가산동,오피스형
11545610,39583.916873237176,6793.015198717949,40540.05773585859,6587.7517257575755,0.9764149111762196,1.0311583498445773,독산1동,주거형
11545620,13941.771550000001,1813.6241036858974,12657.474060732324,1589.6645430555557,1.1014655438443277,1.1408847933412796,독산2동,상권형
11545630,17534.38955240385,2577.7115506410255,16849.587819949495,2350.855102651515,1.0406420465457065,1.0964995450947361,독산3동,주거형
11545640,11841.307145192308,1551.5262094551283,10843.179496969697,1364.623035290404,1.0920511966533022,1.1369632267162701,독산4동,주거형
11545670,26712.427522916667,3386.806251602564,26872.33219330808,3300.9976392676767,0.9940494680833384,1.0259947511970726,시흥1동,주거형
11545680,15060.496096955128,1323.7167772435896,14395.593568560605,1194.0187744318182,1.0461879202985171,1.1086230849874945,시흥2동,주거형
11545690,8955.536812179487,937.8109903846154,9548.832959406565,922.0855065656566,0.9378671561488966,1.0170542576658959,시흥3동,혼합형
11545700,10811.69536826923,1129.4599248397435,9829.880813194444,990.9914327651516,1.0998806164319832,1.139727234258953,시흥4동,주거형
11545710,11441.879077403846,1271.761545352564,10742.228048484847,1161.2811617424243,1.0651309044791395,1.0951366363718253,시흥5동,주거형
11560515,19009.594915384616,3399.3591463141024,18196.02626963384,3018.0894643939396,1.0447113360738816,1.12632815773628,영등포본동,주거형
11560535,49002.69390785257,11243.95192676282,48993.22371893939,10121.057656818182,1.0001932958926627,1.1109463366398458,영등포동,주거형
11560540,70066.33785705127,10669.037765224359,113056.22850252526,17586.122679861113,0.6197477024053234,0.6066736801195007,여의동,오피스형
11560550,22500.64076650641,3932.41391875,24787.6606292298,4201.902162436869,0.9077355504848845,0.9358651788478148,당산1동,혼합형
11560560,37826.86412772436,7011.191099999999,40043.908561363634,7074.432357765151,0.9446346644648372,0.9910605890950761,당산2동,혼합형
11560585,16368.39710144231,2219.7324709935897,14952.806884532827,2031.415645770202,1.0946705342910412,1.0927022619007092,도림동,주거형
11560605,35920.227671474364,4835.434157211539,40260.614300631314,5349.1696776515155,0.8921927371314627,0.9039597635897904,문래동,혼합형
11560610,18116.343482371794,2705.3321810897437,20306.957324747473,3047.1772049873734,0.8921249595720554,0.8878158371170126,양평1동,혼합형
11560620,24257.313782852565,3893.3648173076926,27710.436058207073,4283.018087878788,0.8753854949052025,0.9090236691566075,양평2동,혼합형
11560630,17997.463081410257,3216.7109217948714,17455.289226199497,2995.66734760101,1.031060720231263,1.0737877569653644,신길1동,주거형
11560650,13309.977429647435,1574.3173745192307,12781.110850315656,1463.4395732954545,1.041378764766657,1.0757652063310652,신길3동,주거형
11560660,7289.488773717948,822.3097237179487,6765.82537790404,755.7112820707071,1.0773983019904856,1.0881268325977043,신길4동,주거형
11560670,10094.65979551282,1055.0279711538462,9642.325982386365,971.9499279671717,1.0469112757598875,1.0854756410759059,신길5동,주거형
11560680,19933.50119967949,2562.7031161858977,19372.65968125,2388.5480366161614,1.028950155923727,1.0729125296623552,신길6동,주거형
11560690,16870.051061217946,2277.383998397436,16401.630123295454,2102.872191666667,1.0285594135705565,1.0829873576826639,신길7동,주거형
11560700,15932.91062323718,1987.8543424679485,14873.00227885101,1818.1265361742426,1.07126391326473,1.0933531318732372,대림1동,주거형
11560710,18104.895245352564,1977.4383939102565,16831.94867411616,1925.970230239899,1.075626809223457,1.0267232394676977,대림2동,주거형
11560720,23227.57221698718,2882.039627724359,22507.704935795453,2771.9672771464648,1.0319831490258644,1.0397091089369588,대림3동,주거형
11590510,35718.2646713141,9876.65306875,34842.703115214645,9978.671407512627,1.0251289790348421,0.9897763605397587,노량진1동,주거형
11590520,15489.413071955127,3483.005930128205,16072.08222070707,3569.9836333964645,0.9637465052287226,0.975636385989392,노량진2동,주거형
11590530,41850.262148237176,10101.237482532051,41547.93663996212,10672.588912121213,1.0072765468690994,0.946465526378491,상도1동,주거형
11590540,19925.59354679487,2966.2029841346157,19698.092341224747,2859.5922051136363,1.011549402938578,1.0372818120116336,상도2동,주거형
11590550,17309.042130128208,2764.5716834935897,15852.80764419192,2495.1501727272725,1.091859720916365,1.1079780743103858,상도3동,주거형
11590560,21462.602596794874,2947.4972698717947,19754.884561237373,2652.6359198232326,1.0864453563504162,1.1111578667260946,상도4동,주거형
11590605,29817.48588621795,6352.796353365385,32030.351536868686,7922.736463194445,0.9309134759853133,0.8018437042400296,흑석동,혼합형
11590620,22724.356136858973,4864.430833012821,22392.895158017676,4592.03781875,1.014802060050847,1.0593185476719285,사당1동,주거형
11590630,33016.91382099359,4406.518100961538,31725.186643434346,4121.590234280303,1.0407161411555186,1.0691305662342216,사당2동,주거형
11590640,18887.769140865385,2180.7578839743587,17589.9664395202,2066.9625172348483,1.0737808514761773,1.0550543929997067,사당3동,주거형
11590650,14592.672572916666,2355.9481998397437,13367.893690214647,2119.948090719697,1.091620932293811,1.1113235320021102,사당4동,주거형
11590651,12104.922527403847,1599.7287915064103,11462.024446843434,1513.3807581439394,1.0560894005715948,1.0570563837935743,사당5동,주거형
11590660,41494.56099326923,7217.039996634615,41462.132025820705,6895.464130176768,1.0007821345855619,1.046635855163183,대방동,주거형
11590670,19756.920575160257,2914.9740900641027,18833.529731628787,2712.6843105429293,1.0490290910248619,1.0745718101936772,신대방1동,주거형
11590680,22889.547329647437,3741.147855929487,24188.96502935606,3786.5823516414143,0.9462805581747036,0.9880011864281171,신대방2동,혼합형
11620525,15637.173541346154,2907.963533173077,15809.285518371213,2863.640110164141,0.9891132349513799,1.0154780004832364,보라매동,주거형
11620545,11437.416079647435,1250.6481134615385,10833.68819513889,1216.1933656565657,1.0557269023839397,1.0283299915769335,청림동,주거형
11620565,20827.503990544872,2538.085513301282,19354.833241287877,2279.8489207070706,1.0760880102090202,1.113269168956214,성현동,주거형
11620575,24140.012468589743,5815.144376442308,23003.55333087121,5335.324400883838,1.0494036343591049,1.089932671287801,행운동,주거형
11620585,23906.46971554487,7780.603559935897,22895.203454356062,7383.9294417929295,1.0441693502835592,1.0537212768986925,낙성대동,주거형
11620595,39493.370179487174,12336.956244391025,37807.13650738636,11339.814923484848,1.0446009359045578,1.0879327685358506,청룡동,주거형
11620605,28071.29600849359,4635.529366025641,26709.032096275252,4236.822975378788,1.051003866681051,1.094105038837788,은천동,주거형
11620615,15105.460319871796,3920.7633671474355,14112.409468181817,3583.479136426768,1.0703672079476532,1.0941220020767268,중앙동,주거형
11620625,23538.719787179485,5399.6131025641025,22300.590338005048,4901.40911445707,1.055520030205855,1.10164505277422,인헌동,주거형
11620630,23942.93824246795,5067.740272435898,23256.64401635101,4812.810808459596,1.0295095984456928,1.052968935227665,남현동,주거형
11620645,22634.186534615386,6466.029285416666,20552.217767992424,5726.732486489899,1.10130141623282,1.1290957453785144,서원동,상권형
11620655,16394.008650641026,4229.296506089743,14987.36757058081,3742.6279633207073,1.0938551132102317,1.1300339086702145,신원동,주거형
11620665,18186.416037339743,4576.392622916666,16780.105886237372,4262.95882405303,1.083808180987451,1.0735249416661354,서림동,주거형
11620685,20610.68619951923,5131.908407371795,19137.699090530303,4552.383212626262,1.0769678268020104,1.12730149631037,신사동,주거형
11620695,29388.688155769232,9930.323024679486,27041.354058396468,8798.206488573232,1.086805346074891,1.1286758315546017,신림동,주거형
11620715,10380.033088461538,884.6950245192309,9596.32507784091,839.1807674242425,1.0816675137892429,1.0542365350372465,난향동,주거형
11620725,27092.699327083334,5604.413696314102,29627.456965656565,5838.6152552399,0.9144456562197876,0.9598874821019227,조원동,혼합형
11620735,28185.17605160256,8253.785858814103,33675.416719128785,11618.687703472222,0.8369659175024379,0.7103888209636167,대학동,혼합형
11620745,19328.773263141025,2772.4332205128208,18501.28191824495,2648.5001618055553,1.0447261626817355,1.0467936760943133,삼성동,주거형
11620765,19987.731242948717,2976.491653846154,19102.67480441919,2695.9969888888886,1.0463315450632482,1.1040411640344103,미성동,주거형
11620775,17259.711394871792,2272.8057878205127,16185.080655429294,2040.4413130050505,1.0663963783882666,1.113879518775891,난곡동,주거형
11650510,27035.469552403847,3751.773009935898,33745.10083661616,5099.638580808081,0.8011672474562048,0.7356939027121011,서초1동,혼합형
11650520,34448.308318108975,5406.276202403847,50156.77139021465,8295.79796912879,0.6868127146802292,0.6516885081486145,서초2동,오피스형
11650530,51727.740272275645,8221.52199326923,68514.78728863636,10782.445580429294,0.7549865119533844,0.7624913969602337,서초3동,오피스형
11650531,35924.46050961538,6723.311844871794,42514.293034532835,8310.694316856061,0.8449972455248222,0.8089952040752265,서초4동,혼합형
11650540,27966.419971634616,3870.044932852564,31331.653826578284,4391.450233585859,0.8925931623791599,0.8812680838904694,잠원동,혼합형
11650550,4326.757882852564,704.0843142628205,5212.590170833333,733.6600307449496,0.830059095584115,0.9596874366290633,반포본동,혼합형
11650560,30337.788448557694,4492.770217147436,32873.78199356061,4937.967093371212,0.922856653806986,0.9098420731030358,반포1동,혼합형
11650570,23923.362064102563,2464.852699679487,23371.17361742424,2140.405353156566,1.0236269027699423,1.1515821972900797,반포2동,주거형
11650580,27489.168174038463,3005.6514926282052,26205.467902840912,2746.290886868687,1.0489859702546425,1.09444032567695,반포3동,주거형
11650581,43666.708574839744,5677.2621266025635,46570.952375189394,5757.441465025253,0.9376382991493882,0.9860737900837108,반포4동,혼합형
11650590,17238.004408173078,1774.9813983974357,17598.970758080806,1810.4979339015151,0.9794893488449041,0.9803830013616511,방배본동,주거형
11650600,17475.823151923076,2339.724498878205,19465.072099305555,2875.2276115530303,0.8978041829368077,0.8137527928143478,방배1동,혼합형
11650610,17522.11330448718,2755.53535,18694.753302272726,2784.523509469697,0.9372743796708465,0.9895895440023714,방배2동,혼합형
11650620,20246.306121153848,2581.3103745192307,21040.387004861113,2747.162874936869,0.962259207327137,0.9396277148578424,방배3동,주거형
11650621,24296.774361698717,3104.395037660256,26328.017760795457,3482.849290467172,0.9228486011536567,0.8913377464127504,방배4동,혼합형
11650651,45386.412104006406,4856.740289262821,56465.14898743686,6759.239467234848,0.8037951359006348,0.7185335440186253,양재1동,혼합형
11650652,32482.716873878206,4207.674241025641,38854.27711357323,5306.750025063131,0.8360139291468325,0.7928909824569295,양재2동,혼합형
11650660,23462.94635544872,2398.7717249999996,25907.867878724745,2927.427564141414,0.9056301531750605,0.8194128368479497,내곡동,혼합형
11680510,31122.92846474359,5640.650993108974,35991.83392424242,6496.629059217172,0.8647219402671403,0.8682427366091083,신사동,혼합형
11680521,33898.85585657051,7508.627602564103,43882.84288977273,9928.075181313132,0.772485409427996,0.7563024519291541,논현1동,오피스형
11680531,36263.43233605769,5660.571216346153,51090.288229987375,9280.781401010101,0.7097911088857963,0.6099239893453442,논현2동,오피스형
11680545,37636.48549326923,6387.850203205128,42328.95230536616,6745.582210732323,0.8891428547948717,0.9469679567527859,압구정동,혼합형
11680565,34576.50993830128,5248.476604807692,41377.097868749996,6492.471886868688,0.8356436705150156,0.8083941981208989,청담동,혼합형
11680580,33213.93014054487,5711.918508012821,43546.489096401514,7451.273958396464,0.7627234899928941,0.7665693866451319,삼성1동,오피스형
11680590,32162.128554647436,4158.087500320513,42737.699373232324,6267.635676010102,0.7525470258418114,0.6634220167320732,삼성2동,오피스형
11680600,28445.69303301282,2242.3972033653845,28257.801062247476,2273.9991054924244,1.0066492070756479,0.9861029399480803,대치1동,주거형
11680610,45128.99767692308,4575.967652724359,53889.26905025252,6604.2248611742425,0.8374394099656396,0.6928848954895737,대치2동,혼합형
11680630,41167.80160576923,5194.883562339744,43787.24666319444,6012.563229482324,0.9401778997986874,0.8640048119355942,대치4동,혼합형
11680640,73896.65987211539,17780.721970512823,113382.82752777777,26499.930559280307,0.6517447261051182,0.6709723986158143,역삼1동,오피스형
11680650,45275.15252355769,6033.4669817307695,57810.73368301767,8838.697261616162,0.7831617009361291,0.6826194860109448,역삼2동,오피스형
11680655,35722.87568717949,3754.06303525641,39869.86336824495,4474.774389267677,0.8959869101440563,0.8389390634442208,도곡1동,혼합형
11680656,26769.984301282053,2480.8162259615383,29135.816481313133,2848.2730654040406,0.918799866770562,0.8709896028208317,도곡2동,혼합형
11680660,24701.25739198718,1994.024215224359,23507.943327714645,1849.3072212121212,1.0507621635647588,1.0782547066016341,개포1동,주거형
11680670,34030.19629455128,3248.932570673077,32610.611469381314,2990.457040909091,1.0435313770949324,1.08643345355846,개포2동,주거형
11680690,15434.338651602566,1740.5963083333331,16125.494739520202,1890.1182759469698,0.9571389219938935,0.9208927983415617,개포4동,주거형
11680700,46756.1281,4478.344793429487,46210.15812954545,4348.263990214647,1.0118149340438087,1.0299155717103596,세곡동,주거형
11680720,22089.41665929487,1918.0971868589743,23878.236929797982,2235.2009013257575,0.9250857475046318,0.858131895759929,일원본동,혼합형
11680730,13917.464249038463,1732.2287421474357,14544.88763125,1868.5442239267677,0.9568629611917039,0.9270472274437993,일원1동,주거형
11680740,18074.103074358973,1746.749513782051,19141.282844507576,1794.5263450126263,0.9442472179729154,0.9733763556253396,일원2동,혼합형
11680750,20682.121797596155,2079.8423661858974,23918.047601136364,2380.5545613636364,0.8647077780969686,0.8736797719076499,수서동,혼합형
11710510,14930.662795032053,1849.823410897436,13965.6118739899,1733.347429419192,1.0691019433841995,1.0671971351509562,풍납1동,주거형
11710520,26435.56198605769,3159.161932532051,32149.66606306818,3782.102191540404,0.8222655232001136,0.8352925892902336,풍납2동,혼합형
11710531,11603.379806570514,1366.3588091346155,11209.219776262626,1290.472155429293,1.0351639131157537,1.0588053398797108,거여1동,주거형
11710532,18700.401744391027,1893.6068834935897,17939.548201325757,1800.5083263888891,1.0424120794195386,1.051706818424672,거여2동,주거형
11710540,12422.549050320513,1181.5290328525641,11327.836032260102,1092.1237260732323,1.0966392005448191,1.0818637162117075,마천1동,주거형
11710550,14406.710608173078,1493.7751713141026,13384.374097474747,1375.4870007575757,1.076382840411732,1.0859973016766988,마천2동,주거형
11710561,17647.295173557693,2042.1135850961537,17677.849889709596,1929.9737347222222,0.9982715818754808,1.0581043401557335,방이1동,주거형
11710562,35445.98139278846,7378.399253685898,35633.71855416667,6701.685500189394,0.9947314743171463,1.1009766503482414,방이2동,주거형
11710566,21467.19286378205,3303.39020625,18441.62210044192,2251.248411616162,1.164062073653902,1.4673592612902768,오륜동,상권형
11710570,37138.52519583333,3989.390692467949,36776.552317045454,3787.1740643308076,1.0098424908258763,1.0533951238316988,오금동,주거형
11710580,28189.50928221154,5213.615319391026,27306.39421767677,4677.862223989899,1.032340962248435,1.1145294730258573,송파1동,주거형
11710590,17839.422724198717,1996.4055580128206,17731.251680681817,1851.4781688131313,1.0061005870011281,1.0782765855092924,송파2동,주거형
11710600,27019.558412660255,4065.3410657051286,26261.43292954545,3876.704782070707,1.0288683974385067,1.0486589240704738,석촌동,주거형
11710610,28254.135437179488,4249.14117900641,27413.247996969698,3963.2220919823235,1.0306744914102386,1.0721430897356237,삼전동,주거형
11710620,36971.97862548077,4692.928826121794,39523.991157638884,5044.415870075757,0.9354313049514767,0.9303215569439789,가락본동,혼합형
11710631,29864.706322115388,2584.3677408653843,30100.173184848485,2560.5094725378785,0.9921772256495978,1.009317781708442,가락1동,주거형
11710632,25601.251312339744,2883.804874198718,25476.19945909091,2870.367698800505,1.004908575686481,1.0046813428829444,가락2동,주거형
11710641,19626.91828125,2773.0309330128207,20800.562173800507,3076.3637934343437,0.9435763378535615,0.9013988979232872,문정1동,혼합형
11710642,34372.51985624999,4751.894579967949,43242.999101073234,6781.483751830809,0.7948690093374424,0.7007160606534037,문정2동,오피스형
11710646,30574.413081891023,3542.728702724359,30228.55498686869,3416.6789335227277,1.011441436587775,1.0368924829210304,장지동,주거형
11710647,46750.002438942305,3803.6150945512823,45004.17938541667,3621.9100684343434,1.0387924649969589,1.0501682876393132,위례동,주거형
11710650,38326.635161858976,6399.4334525641025,36210.45268699495,5736.009524621211,1.0584412046200147,1.115659488551268,잠실본동,주거형
11710670,33816.11522548077,4244.912388461538,31696.75861306818,3340.212151641414,1.0668635123952013,1.27085113033181,잠실2동,주거형
11710680,49353.40495608975,6108.189109935897,45407.64490599748,5654.920405744949,1.0868963818374802,1.0801547451897755,잠실3동,주거형
11710690,21524.489689583334,2313.3273841346154,20683.304140972225,2127.4858381313134,1.0406697857788,1.087352659497154,잠실4동,주거형
11710710,37139.60682772436,6849.449503685897,42181.420914078284,6791.86636540404,0.880473109319293,1.0084782495979558,잠실6동,혼합형
11710720,10080.117677083334,1406.1713618589745,9968.575492613636,1239.276374810606,1.0111893805240624,1.134671321458762,잠실7동,주거형
11740515,51253.101420833336,4707.101088141026,50841.75492045454,4632.732525568182,1.0080907219080533,1.0160528504856263,강일동,주거형
11740520,40148.25441538461,3408.9899115384615,40286.24084482323,3353.8398671085856,0.9965748497118377,1.0164438514106584,상일동,주거형
11740530,27635.701080929488,2829.9170887820515,25681.986217108588,2490.927938131313,1.0760733553590724,1.1360895052247264,명일1동,주거형
11740540,15069.83775945513,1484.066126923077,15507.53135776515,1421.8212873737373,0.971775417491524,1.0437782442154266,명일2동,주거형
11740550,24899.396607532053,1826.6438987179486,24690.773831439394,1758.0723985479797,1.0084494223436211,1.0390037976971842,고덕1동,주거형
11740560,20816.82246826923,1795.8254876602564,21357.01595625,1875.164491540404,0.9747065091355759,0.9576895764408526,고덕2동,주거형
11740570,29413.42271346154,3289.4033682692307,27589.832800378786,3064.852727335858,1.0660964466974847,1.0732663722894655,암사1동,주거형
11740580,14570.218977083332,1702.443748717949,14012.814544002526,1608.204038510101,1.0397781924059915,1.058599349305922,암사2동,주거형
11740590,14152.08415224359,1308.6247963141025,14100.144876641414,1240.8203740530303,1.0036835987187775,1.054644833111174,암사3동,주거형
11740600,32875.23249342949,3715.9510924679485,32216.855815277777,3537.859318876263,1.0204357831169701,1.050338851135622,천호1동,주거형
11740610,44987.379098878206,5862.379645352565,43286.536329924245,5560.143204040404,1.0392926510911005,1.0543576721355905,천호2동,주거형
11740620,27752.587599038463,4614.987868108974,26308.111715530304,4162.95323895202,1.0549061026928608,1.1085850844845784,천호3동,주거형
11740640,21965.1109161859,2429.0263328525643,23572.655845265155,2609.954084911616,0.9318046748897769,0.9306778026843416,성내1동,혼합형
11740650,24889.952133814102,3800.8147394230773,23600.2815530303,3493.941406881313,1.05464640656451,1.0878301313059737,성내2동,주거형
11740660,27844.167526442307,3754.3873479166664,27507.585274494948,3642.5188984217175,1.0122359795884897,1.0307118377734212,성내3동,주거형
11740685,58101.062665705125,7457.023858974359,56538.75790151515,7019.3341929924245,1.0276324564277013,1.0623548692722014,길동,주거형
11740700,25186.086773557694,2874.8042850961538,25935.543329292927,2912.528422979798,0.9711031094965048,0.9870476327077183,둔촌2동,주거형
