도착_행정동코드,연도,분기,연도분기,연령대,HE_이동인구,WE_이동인구,EE_이동인구,합계_이동인구
1106072,2022,4,2022Q4,10,15936.84,2296.0099999999998,15308.2,33541.05
1106072,2022,4,2022Q4,20,39624.16,5413.25,51865.91,96903.32
1106072,2022,4,2022Q4,30,15440.83,2177.38,14657.15,32275.36
1106072,2022,4,2022Q4,40,23144.53,5509.96,19902.06,48556.55
1106072,2022,4,2022Q4,50,32890.409999999996,7923.63,26670.24,67484.28
1106072,2022,4,2022Q4,60,33919.37,6859.66,22261.22,63040.25
1106072,2022,4,2022Q4,70,19412.3,2304.45,10204.29,31921.04
1106072,2022,4,2022Q4,80,11184.54,654.1999999999999,6065.68,17904.420000000002
1106072,2023,1,2023Q1,0,8703.75,795.72,6822.900000000001,16322.369999999999
1106072,2023,1,2023Q1,10,15807.58,1877.69,15973.4,33658.67
1106072,2023,1,2023Q1,20,34728.83,4628.389999999999,43820.71,83177.93
1106072,2023,1,2023Q1,30,13057.13,1881.17,11994.8,26933.1
1106072,2023,1,2023Q1,40,20214.53,5025.49,17418.95,42658.97
1106072,2023,1,2023Q1,50,27699.5,6741.08,23482.87,57923.45
1106072,2023,1,2023Q1,60,26054.3,5453.51,18612.83,50120.64
1106072,2023,1,2023Q1,70,15443.74,1997.1,8940.69,26381.53
1106072,2023,1,2023Q1,80,10630.8,567.15,4901.57,16099.519999999999
1106072,2023,2,2023Q2,0,9588.49,405.52,7501.21,17495.22
1106072,2023,2,2023Q2,10,16428.39,2910.33,15217.11,34555.83
1106072,2023,2,2023Q2,20,42043.77,4844.02,50615.5,97503.29
1106072,2023,2,2023Q2,30,14655.23,2219.88,14250.44,31125.550000000003
1106072,2023,2,2023Q2,40,21327.92,5266.02,19455.1,46049.03999999999
1106072,2023,2,2023Q2,50,29058.489999999998,7525.83,24342.21,60926.53
1106072,2023,2,2023Q2,60,28907.38,6612.85,21519.39,57039.62
1106072,2023,2,2023Q2,70,19512.34,2414.47,11458.0,33384.81
1106072,2023,2,2023Q2,80,12556.16,653.99,6191.22,19401.37
1106072,2023,3,2023Q3,0,6978.61,429.27,7175.92,14583.8
1106072,2023,3,2023Q3,10,12696.39,1825.25,13283.67,27805.309999999998
1106072,2023,3,2023Q3,20,28722.71,3512.25,37498.25,69733.20999999999
1106072,2023,3,2023Q3,30,11069.71,1831.35,12784.29,25685.35
1106072,2023,3,2023Q3,40,17916.82,4249.36,16759.420000000002,38925.600000000006
1106072,2023,3,2023Q3,50,22566.37,6277.0599999999995,22198.89,51042.32
1106072,2023,3,2023Q3,60,22793.78,5507.67,18097.73,46399.17999999999
1106072,2023,3,2023Q3,70,17002.91,2446.31,10439.1,29888.32
1106072,2023,3,2023Q3,80,11244.34,886.92,6156.83,18288.09
1106072,2023,4,2023Q4,0,7000.36,531.83,6701.31,14233.5
1106072,2023,4,2023Q4,10,13085.38,2090.36,13719.95,28895.690000000002
1106072,2023,4,2023Q4,20,30913.73,3961.75,40054.56,74930.04
1106072,2023,4,2023Q4,30,11855.82,1911.69,13244.15,27011.66
1106072,2023,4,2023Q4,40,18680.02,4524.09,16956.7,40160.81
1106072,2023,4,2023Q4,50,24360.55,6540.0199999999995,22128.0,53028.57
1106072,2023,4,2023Q4,60,26839.66,6066.34,19964.99,52870.990000000005
1106072,2023,4,2023Q4,70,18442.45,2109.25,11315.57,31867.27
1106072,2023,4,2023Q4,80,11759.93,652.21,6326.58,18738.72
1106072,2024,1,2024Q1,0,6047.29,468.65,6405.96,12921.9
1106072,2024,1,2024Q1,10,12620.0,1662.69,14509.76,28792.45
1106072,2024,1,2024Q1,20,23934.0,2832.0,32324.79,59090.79
1106072,2024,1,2024Q1,30,8862.22,1333.75,11178.74,21374.71
1106072,2024,1,2024Q1,40,14809.74,3681.29,15197.15,33688.18
1106072,2024,1,2024Q1,50,20434.03,5660.29,20132.02,46226.34
1106072,2024,1,2024Q1,60,19219.87,4608.64,16556.1,40384.61
1106072,2024,1,2024Q1,70,15302.56,1854.1299999999999,9607.85,26764.54
1106072,2024,1,2024Q1,80,10124.81,519.7,5154.95,15799.46
1106072,2024,2,2024Q2,0,4754.5,421.04,7359.47,12535.01
1106072,2024,2,2024Q2,10,11866.99,2425.9,13168.18,27461.07
1106072,2024,2,2024Q2,20,28273.64,3817.25,35434.92,67525.81
1106072,2024,2,2024Q2,30,9671.99,2069.4,11655.07,23396.46
1106072,2024,2,2024Q2,40,15686.83,4232.32,15972.65,35891.8
1106072,2024,2,2024Q2,50,20757.43,5748.75,20989.14,47495.32
1106072,2024,2,2024Q2,60,22438.04,5375.17,19117.86,46931.07
1106072,2024,2,2024Q2,70,17344.07,2062.31,10411.38,29817.760000000002
1106072,2024,2,2024Q2,80,12565.51,1018.78,6422.37,20006.66
1106072,2024,3,2024Q3,0,4396.49,544.75,5926.2,10867.439999999999
1106072,2024,3,2024Q3,10,10222.4,1705.65,11992.75,23920.8
1106072,2024,3,2024Q3,20,23208.94,2966.3,30363.55,56538.78999999999
1106072,2024,3,2024Q3,30,10116.45,1763.0,11825.47,23704.92
1106072,2024,3,2024Q3,40,15717.03,4170.67,15484.6,35372.3
1106072,2024,3,2024Q3,50,20960.05,6214.75,20082.24,47257.04
1106072,2024,3,2024Q3,60,21004.42,5175.51,17237.96,43417.89
1106072,2024,3,2024Q3,70,16376.79,1993.77,9396.39,27766.95
1106072,2024,3,2024Q3,80,11765.1,1473.71,6417.2,19656.010000000002
1106072,2024,4,2024Q4,0,5545.19,639.72,5374.87,11559.779999999999
1106072,2024,4,2024Q4,10,10350.92,2106.6,12024.95,24482.47
1106072,2024,4,2024Q4,20,26124.04,4148.39,34017.24,64289.67
1106072,2024,4,2024Q4,30,10497.82,1797.77,11696.43,23992.02
1106072,2024,4,2024Q4,40,17384.96,4213.41,16704.35,38302.72
1106072,2024,4,2024Q4,50,23489.12,6319.38,22268.67,52077.17
1106072,2024,4,2024Q4,60,25779.989999999998,6226.12,20617.989999999998,52624.09999999999
1106072,2024,4,2024Q4,70,19288.65,2559.0499999999997,11442.5,33290.2
1106072,2024,4,2024Q4,80,14480.3,1568.6799999999998,7736.58,23785.559999999998
1106073,2020,1,2020Q1,0,4685.64,220.97,4874.65,9781.26
1106073,2020,1,2020Q1,10,11978.6,1075.97,10450.13,23504.699999999997
1106073,2020,1,2020Q1,20,7028.099999999999,868.36,12389.81,20286.269999999997
1106073,2020,1,2020Q1,30,9216.85,1228.59,6521.23,16966.67
1106073,2020,1,2020Q1,40,24974.1,4580.02,14887.11,44441.229999999996
1106073,2020,1,2020Q1,50,33876.01,6541.75,19095.2,59512.96000000001
1106073,2020,1,2020Q1,60,28766.63,4645.55,12998.87,46411.05
1106073,2020,1,2020Q1,70,17702.47,1716.21,6161.54,25580.22
1106073,2020,1,2020Q1,80,7701.11,584.89,2831.53,11117.53
1106073,2020,2,2020Q2,0,6795.57,148.74,5587.04,12531.349999999999
1106073,2020,2,2020Q2,10,13198.07,1180.92,10441.97,24820.96
1106073,2020,2,2020Q2,20,10351.47,745.5799999999999,11687.79,22784.84
1106073,2020,2,2020Q2,30,10877.02,1327.06,6608.73,18812.809999999998
1106073,2020,2,2020Q2,40,27497.82,4948.2,14343.19,46789.21
1106073,2020,2,2020Q2,50,37436.37,6732.68,18863.63,63032.68000000001
1106073,2020,2,2020Q2,60,33465.2,5073.71,13966.78,52505.689999999995
1106073,2020,2,2020Q2,70,20259.98,1905.42,6982.38,29147.780000000002
1106073,2020,2,2020Q2,80,7752.0,665.49,3040.91,11458.4
1106073,2020,3,2020Q3,0,5198.93,100.28,3400.62,8699.83
1106073,2020,3,2020Q3,10,11354.44,1025.54,7890.44,20270.42
1106073,2020,3,2020Q3,20,8928.8,753.47,10336.42,20018.69
1106073,2020,3,2020Q3,30,9253.5,1183.09,5609.5599999999995,16046.15
1106073,2020,3,2020Q3,40,23884.53,3997.45,12440.64,40322.619999999995
1106073,2020,3,2020Q3,50,33870.13,5699.2,17017.81,56587.14
1106073,2020,3,2020Q3,60,30224.12,4507.09,12558.63,47289.84
1106073,2020,3,2020Q3,70,17261.22,1776.32,5743.6,24781.14
1106073,2020,3,2020Q3,80,6973.6,577.43,2205.83,9756.86
1106073,2020,4,2020Q4,0,4270.4,272.63,4903.18,9446.21
1106073,2020,4,2020Q4,10,11155.28,1113.03,8074.79,20343.100000000002
1106073,2020,4,2020Q4,20,8042.9,592.66,10421.93,19057.489999999998
1106073,2020,4,2020Q4,30,8913.19,1032.8899999999999,5064.84,15010.92
1106073,2020,4,2020Q4,40,22886.47,3719.18,12051.58,38657.23
1106073,2020,4,2020Q4,50,31806.219999999998,5602.35,16155.22,53563.79
1106073,2020,4,2020Q4,60,29097.64,4725.17,12468.33,46291.14
1106073,2020,4,2020Q4,70,17971.86,1831.12,6177.91,25980.89
1106073,2020,4,2020Q4,80,7897.45,549.01,2901.12,11347.579999999998
1106073,2021,1,2021Q1,0,5039.66,28.15,3422.48,8490.289999999999
1106073,2021,1,2021Q1,10,10286.63,708.12,7977.65,18972.4
1106073,2021,1,2021Q1,20,7892.07,657.85,9316.43,17866.35
1106073,2021,1,2021Q1,30,7423.67,786.98,4593.76,12804.41
1106073,2021,1,2021Q1,40,21091.53,3324.13,10755.58,35171.24
1106073,2021,1,2021Q1,50,30473.31,4895.38,14312.57,49681.26
1106073,2021,1,2021Q1,60,30616.65,4003.38,11867.49,46487.52
1106073,2021,1,2021Q1,70,19206.29,1718.93,5829.82,26755.04
1106073,2021,1,2021Q1,80,6851.12,482.37,3034.2799999999997,10367.77
1106073,2021,2,2021Q2,0,8352.67,119.75999999999999,6437.29,14909.720000000001
1106073,2021,2,2021Q2,10,13248.5,1312.83,9439.92,24001.25
1106073,2021,2,2021Q2,20,9648.47,918.2,12467.2,23033.870000000003
1106073,2021,2,2021Q2,30,10340.37,1164.07,5999.85,17504.29
1106073,2021,2,2021Q2,40,24432.91,4416.46,12993.369999999999,41842.74
1106073,2021,2,2021Q2,50,35026.01,6543.04,17705.19,59274.240000000005
1106073,2021,2,2021Q2,60,34610.07,5061.0,15157.65,54828.72
1106073,2021,2,2021Q2,70,21086.43,2070.0,7494.94,30651.37
1106073,2021,2,2021Q2,80,9742.1,607.68,3578.59,13928.37
1106073,2021,3,2021Q3,0,5528.06,72.62,4947.73,10548.41
1106073,2021,3,2021Q3,10,10706.8,1031.99,7312.65,19051.44
1106073,2021,3,2021Q3,20,8691.21,1070.17,9638.2,19399.58
1106073,2021,3,2021Q3,30,8763.69,982.21,4942.41,14688.310000000001
1106073,2021,3,2021Q3,40,21903.98,3341.86,10901.95,36147.79
1106073,2021,3,2021Q3,50,29942.829999999998,4940.37,14845.8,49729.0
1106073,2021,3,2021Q3,60,30823.2,4437.76,13031.33,48292.29
1106073,2021,3,2021Q3,70,19101.34,2145.22,6029.27,27275.83
1106073,2021,3,2021Q3,80,8757.34,859.15,3302.88,12919.369999999999
1106073,2021,4,2021Q4,0,4832.69,296.21999999999997,4793.05,9921.96
1106073,2021,4,2021Q4,10,11443.289999999999,1069.54,7952.08,20464.909999999996
1106073,2021,4,2021Q4,20,8757.43,960.38,11226.52,20944.33
1106073,2021,4,2021Q4,30,9674.27,1233.06,5377.73,16285.06
1106073,2021,4,2021Q4,40,23029.9,4223.17,11651.56,38904.63
1106073,2021,4,2021Q4,50,32294.54,6172.969999999999,16342.69,54810.200000000004
1106073,2021,4,2021Q4,60,32519.93,4962.21,14547.91,52030.05
1106073,2021,4,2021Q4,70,20105.46,2188.3,7613.95,29907.71
1106073,2021,4,2021Q4,80,10948.96,588.53,3658.62,15196.11
1106073,2022,1,2022Q1,0,6052.15,192.38,4029.64,10274.17
1106073,2022,1,2022Q1,10,11819.91,976.4300000000001,9029.93,21826.27
1106073,2022,1,2022Q1,20,7330.49,657.61,10011.53,17999.63
1106073,2022,1,2022Q1,30,8166.21,959.24,4418.93,13544.380000000001
1106073,2022,1,2022Q1,40,21167.35,3281.14,10303.08,34751.57
1106073,2022,1,2022Q1,50,30531.16,5179.6,14576.4,50287.16
1106073,2022,1,2022Q1,60,31523.989999999998,4373.15,12314.3,48211.44
1106073,2022,1,2022Q1,70,21342.739999999998,1786.56,6140.0,29269.3
1106073,2022,1,2022Q1,80,10452.19,714.98,4158.28,15325.45
1106073,2022,2,2022Q2,0,9990.06,440.31,8610.33,19040.699999999997
1106073,2022,2,2022Q2,10,12957.76,1681.3700000000001,11337.3,25976.43
1106073,2022,2,2022Q2,20,9494.76,893.47,13609.630000000001,23997.86
1106073,2022,2,2022Q2,30,10308.33,1413.01,7549.04,19270.38
1106073,2022,2,2022Q2,40,25760.41,4618.95,14504.08,44883.44
1106073,2022,2,2022Q2,50,35564.27,6909.68,19003.05,61477.0
1106073,2022,2,2022Q2,60,37274.42,6140.64,17997.13,61412.19
1106073,2022,2,2022Q2,70,24991.87,2241.95,8671.61,35905.43
1106073,2022,2,2022Q2,80,13854.11,1022.9,5007.28,19884.29
1106073,2022,3,2022Q3,0,5672.81,378.0,6677.34,12728.150000000001
1106073,2022,3,2022Q3,10,11674.59,1238.31,9910.4,22823.3
1106073,2022,3,2022Q3,20,9025.55,1232.03,13023.08,23280.66
1106073,2022,3,2022Q3,30,8782.5,1100.15,6405.09,16287.74
1106073,2022,3,2022Q3,40,23085.54,4204.94,14106.13,41396.61
1106073,2022,3,2022Q3,50,33140.32,6520.0199999999995,18490.11,58150.45
1106073,2022,3,2022Q3,60,34597.049999999996,5397.93,15544.88,55539.85999999999
1106073,2022,3,2022Q3,70,20230.85,2483.5099999999998,7319.27,30033.629999999997
1106073,2022,3,2022Q3,80,12605.82,1161.44,5007.94,18775.2
1106073,2022,4,2022Q4,0,6475.2699999999995,630.41,6087.45,13193.13
1106073,2022,4,2022Q4,10,11198.71,1593.01,9072.3,21864.019999999997
1106073,2022,4,2022Q4,20,10535.77,1259.09,14194.87,25989.730000000003
1106073,2022,4,2022Q4,30,9121.0,1189.37,6561.21,16871.579999999998
1106073,2022,4,2022Q4,40,22750.25,4056.7,14551.4,41358.35
1106073,2022,4,2022Q4,50,32791.93,6697.83,19353.52,58843.28
1106073,2022,4,2022Q4,60,32633.4,5480.42,16947.7,55061.520000000004
1106073,2022,4,2022Q4,70,19610.02,2378.63,7926.28,29914.93
1106073,2022,4,2022Q4,80,12836.46,1095.86,5115.73,19048.05
1106073,2023,1,2023Q1,0,6896.79,325.07,6158.85,13380.71
1106073,2023,1,2023Q1,10,10382.26,1381.12,10363.65,22127.03
1106073,2023,1,2023Q1,20,9059.869999999999,1066.19,13340.74,23466.8
1106073,2023,1,2023Q1,30,8018.03,1043.99,6028.41,15090.43
1106073,2023,1,2023Q1,40,20694.42,3948.3,13250.73,37893.45
1106073,2023,1,2023Q1,50,29780.46,6187.88,18240.84,54209.17999999999
1106073,2023,1,2023Q1,60,31437.04,5109.5,15902.49,52449.03
1106073,2023,1,2023Q1,70,18863.32,2028.32,7583.28,28474.92
1106073,2023,1,2023Q1,80,12859.69,645.18,4974.85,18479.72
1106073,2023,2,2023Q2,0,7101.47,662.69,6590.71,14354.869999999999
1106073,2023,2,2023Q2,10,11570.24,1733.86,10310.15,23614.25
1106073,2023,2,2023Q2,20,12056.52,1414.43,15327.21,28798.16
1106073,2023,2,2023Q2,30,9425.42,1365.5,7432.68,18223.6
1106073,2023,2,2023Q2,40,23139.29,4591.69,15159.08,42890.06
1106073,2023,2,2023Q2,50,33628.85,6756.14,20177.07,60562.06
1106073,2023,2,2023Q2,60,36618.81,6772.14,18282.89,61673.84
1106073,2023,2,2023Q2,70,23293.4,2780.72,9591.95,35666.07000000001
1106073,2023,2,2023Q2,80,15836.08,1147.69,6105.8,23089.57
1106073,2023,3,2023Q3,0,7331.58,384.74,6487.09,14203.41
1106073,2023,3,2023Q3,10,11599.67,1381.26,9673.74,22654.67
1106073,2023,3,2023Q3,20,10598.23,1134.78,13257.289999999999,24990.3
1106073,2023,3,2023Q3,30,10023.97,1231.55,7309.42,18564.94
1106073,2023,3,2023Q3,40,23478.32,4380.15,15296.16,43154.630000000005
1106073,2023,3,2023Q3,50,36152.74,7077.7699999999995,20752.18,63982.689999999995
1106073,2023,3,2023Q3,60,41495.83,6833.37,19344.55,67673.75
1106073,2023,3,2023Q3,70,25142.06,3475.94,8964.25,37582.25
1106073,2023,3,2023Q3,80,16414.63,1585.75,5655.7,23656.08
1106073,2023,4,2023Q4,0,7449.13,655.09,6327.59,14431.810000000001
1106073,2023,4,2023Q4,10,12214.0,1639.63,9947.78,23801.410000000003
1106073,2023,4,2023Q4,20,11421.08,1197.82,14347.31,26966.21
1106073,2023,4,2023Q4,30,10190.71,1280.3,7986.26,19457.269999999997
1106073,2023,4,2023Q4,40,25683.34,4965.32,15615.36,46264.020000000004
1106073,2023,4,2023Q4,50,36313.33,7394.43,21519.39,65227.15
1106073,2023,4,2023Q4,60,42575.15,7537.36,21557.01,71669.52
1106073,2023,4,2023Q4,70,26660.809999999998,2765.63,10132.94,39559.38
1106073,2023,4,2023Q4,80,17658.73,1252.03,6265.55,25176.309999999998
1106073,2024,1,2024Q1,0,5762.0,485.57,7183.16,13430.73
1106073,2024,1,2024Q1,10,10679.76,1592.23,10907.5,23179.489999999998
1106073,2024,1,2024Q1,20,8403.37,1022.42,12296.26,21722.050000000003
1106073,2024,1,2024Q1,30,8071.389999999999,1145.6299999999999,6380.94,15597.96
1106073,2024,1,2024Q1,40,20735.74,4444.94,14301.27,39481.95
1106073,2024,1,2024Q1,50,29090.1,6384.46,19271.81,54746.369999999995
1106073,2024,1,2024Q1,60,33348.7,5744.99,17470.78,56564.469999999994
1106073,2024,1,2024Q1,70,21379.43,2227.0299999999997,9168.72,32775.18
1106073,2024,1,2024Q1,80,16190.09,770.91,5536.61,22497.61
1106073,2024,2,2024Q2,0,6640.12,291.02000000000004,6441.26,13372.400000000001
1106073,2024,2,2024Q2,10,10429.97,1935.61,9384.81,21750.39
1106073,2024,2,2024Q2,20,10083.76,1285.24,13026.72,24395.72
1106073,2024,2,2024Q2,30,7966.43,1166.35,6729.88,15862.66
1106073,2024,2,2024Q2,40,20409.86,4416.12,13621.81,38447.79
1106073,2024,2,2024Q2,50,29859.88,6781.38,19261.59,55902.850000000006
1106073,2024,2,2024Q2,60,36491.48,6380.42,18395.81,61267.71000000001
1106073,2024,2,2024Q2,70,24071.21,2763.93,9960.19,36795.33
1106073,2024,2,2024Q2,80,16188.75,1272.73,5913.57,23375.05
1106073,2024,3,2024Q3,0,5800.82,595.3499999999999,5478.24,11874.41
1106073,2024,3,2024Q3,10,9870.19,1490.58,9024.35,20385.120000000003
1106073,2024,3,2024Q3,20,7939.47,985.0,10712.24,19636.71
1106073,2024,3,2024Q3,30,7205.88,1164.8,5859.66,14230.34
1106073,2024,3,2024Q3,40,18639.75,3895.08,12451.73,34986.56
1106073,2024,3,2024Q3,50,28927.38,5979.97,17755.56,52662.91
1106073,2024,3,2024Q3,60,33795.1,5429.14,15348.27,54572.509999999995
1106073,2024,3,2024Q3,70,22168.04,2392.74,8692.39,33253.17
1106073,2024,3,2024Q3,80,15358.86,933.92,5647.37,21940.15
1106073,2024,4,2024Q4,0,5153.79,552.41,6123.3,11829.5
1106073,2024,4,2024Q4,10,10671.56,1614.67,8772.57,21058.8
1106073,2024,4,2024Q4,20,9198.48,1366.43,11371.64,21936.55
1106073,2024,4,2024Q4,30,8067.61,1292.04,6864.099999999999,16223.75
1106073,2024,4,2024Q4,40,20324.62,4312.4800000000005,13808.5,38445.6
1106073,2024,4,2024Q4,50,29615.28,6542.32,19685.07,55842.67
1106073,2024,4,2024Q4,60,31721.53,5741.15,16755.09,54217.770000000004
1106073,2024,4,2024Q4,70,20592.19,2820.14,10351.58,33763.909999999996
1106073,2024,4,2024Q4,80,17181.66,509.38,6246.11,23937.15
1106080,2020,1,2020Q1,0,4003.25,296.68,4004.95,8304.880000000001
1106080,2020,1,2020Q1,10,9272.32,735.13,7538.5,17545.949999999997
1106080,2020,1,2020Q1,20,6005.39,788.87,7450.17,14244.43
1106080,2020,1,2020Q1,30,8354.99,1602.02,7376.009999999999,17333.02
1106080,2020,1,2020Q1,40,22388.24,6258.82,17526.54,46173.600000000006
1106080,2020,1,2020Q1,50,34429.1,9686.68,27565.78,71681.56
1106080,2020,1,2020Q1,60,44125.81,10044.27,29387.57,83557.65
1106080,2020,1,2020Q1,70,35958.479999999996,4519.85,16730.76,57209.09
1106080,2020,1,2020Q1,80,13898.42,1323.72,6563.53,21785.67
1106080,2020,2,2020Q2,0,4328.35,155.91,3519.7599999999998,8004.02
1106080,2020,2,2020Q2,10,8637.57,766.54,6145.13,15549.240000000002
1106080,2020,2,2020Q2,20,7288.03,816.4,7599.41,15703.84
1106080,2020,2,2020Q2,30,9228.57,1568.88,7700.91,18498.36
1106080,2020,2,2020Q2,40,23312.39,5867.8,18201.78,47381.97
1106080,2020,2,2020Q2,50,33612.81,9246.55,26767.17,69626.53
1106080,2020,2,2020Q2,60,40422.979999999996,9177.789999999999,27795.69,77396.45999999999
1106080,2020,2,2020Q2,70,30258.57,4191.33,15351.86,49801.76
1106080,2020,2,2020Q2,80,12191.61,1588.55,7062.46,20842.62
1106080,2020,3,2020Q3,0,3335.06,100.25,3024.05,6459.360000000001
1106080,2020,3,2020Q3,10,7168.7,587.8000000000001,5313.73,13070.23
1106080,2020,3,2020Q3,20,5518.09,724.25,6692.53,12934.869999999999
1106080,2020,3,2020Q3,30,7306.96,1486.1299999999999,6554.48,15347.57
1106080,2020,3,2020Q3,40,20394.62,5219.53,15622.18,41236.33
1106080,2020,3,2020Q3,50,27888.94,8084.139999999999,22841.66,58814.740000000005
1106080,2020,3,2020Q3,60,36162.04,8571.72,23489.84,68223.6
1106080,2020,3,2020Q3,70,27197.99,4125.52,13576.67,44900.18
1106080,2020,3,2020Q3,80,11767.25,1359.34,6390.98,19517.57
1106080,2020,4,2020Q4,0,3406.61,304.78,2698.0099999999998,6409.4
1106080,2020,4,2020Q4,10,6630.85,594.36,5177.22,12402.43
1106080,2020,4,2020Q4,20,5088.23,545.0,5607.63,11240.86
1106080,2020,4,2020Q4,30,7386.33,1145.7,5597.37,14129.400000000001
1106080,2020,4,2020Q4,40,19728.41,4649.19,15230.4,39608.0
1106080,2020,4,2020Q4,50,28202.41,7176.66,22397.649999999998,57776.72
1106080,2020,4,2020Q4,60,35613.04,8173.57,24398.22,68184.83
1106080,2020,4,2020Q4,70,29017.37,3839.99,13879.01,46736.37
1106080,2020,4,2020Q4,80,12281.23,1261.47,5648.0,19190.699999999997
1106080,2021,1,2021Q1,0,3790.75,365.25,3085.16,7241.16
1106080,2021,1,2021Q1,10,6075.19,552.48,4696.85,11324.52
1106080,2021,1,2021Q1,20,5023.24,467.77,4898.68,10389.69
1106080,2021,1,2021Q1,30,6241.92,1099.67,4927.51,12269.1
1106080,2021,1,2021Q1,40,17983.75,4124.04,13289.52,35397.31
1106080,2021,1,2021Q1,50,26066.219999999998,6650.3,19293.79,52010.31
1106080,2021,1,2021Q1,60,35332.61,7036.79,21463.38,63832.78
1106080,2021,1,2021Q1,70,26571.4,3197.69,12092.94,41862.03
1106080,2021,1,2021Q1,80,11417.08,1197.87,5398.29,18013.24
1106080,2021,2,2021Q2,0,5571.36,328.16,3871.2599999999998,9770.779999999999
1106080,2021,2,2021Q2,10,7154.16,847.37,5263.42,13264.95
1106080,2021,2,2021Q2,20,6455.31,676.58,7229.62,14361.51
1106080,2021,2,2021Q2,30,8179.05,1345.71,6888.63,16413.39
1106080,2021,2,2021Q2,40,22111.18,5644.96,16091.33,43847.47
1106080,2021,2,2021Q2,50,30217.49,8678.44,24303.15,63199.08
1106080,2021,2,2021Q2,60,40270.81,9201.47,27637.72,77110.0
1106080,2021,2,2021Q2,70,31148.96,4182.46,16542.11,51873.53
1106080,2021,2,2021Q2,80,14813.31,1916.12,7235.6,23965.03
1106080,2021,3,2021Q3,0,5771.73,148.4,2961.27,8881.4
1106080,2021,3,2021Q3,10,5992.95,474.45,4672.16,11139.56
1106080,2021,3,2021Q3,20,5643.79,852.9,6363.03,12859.72
1106080,2021,3,2021Q3,30,7649.11,1283.79,6332.08,15264.98
1106080,2021,3,2021Q3,40,18729.05,4228.99,13555.7,36513.740000000005
1106080,2021,3,2021Q3,50,26123.86,6817.7,20294.88,53236.44
1106080,2021,3,2021Q3,60,35532.14,7933.93,24100.8,67566.87
1106080,2021,3,2021Q3,70,28412.57,4056.78,15059.08,47528.43
1106080,2021,3,2021Q3,80,15021.789999999999,1348.62,7225.79,23596.2
1106080,2021,4,2021Q4,0,5745.53,276.53999999999996,3766.93,9789.0
1106080,2021,4,2021Q4,10,7155.96,804.47,5519.4,13479.83
1106080,2021,4,2021Q4,20,6888.66,911.1800000000001,7611.62,15411.46
1106080,2021,4,2021Q4,30,8130.03,1372.67,7168.49,16671.190000000002
1106080,2021,4,2021Q4,40,19698.01,4595.5599999999995,15675.66,39969.229999999996
1106080,2021,4,2021Q4,50,30455.71,8010.82,24944.93,63411.46
1106080,2021,4,2021Q4,60,42049.74,9336.82,29443.27,80829.83
1106080,2021,4,2021Q4,70,32584.52,4694.25,16153.9,53432.670000000006
1106080,2021,4,2021Q4,80,17040.09,1696.96,7633.95,26371.0
1106080,2022,1,2022Q1,0,4008.71,192.3,2567.32,6768.33
1106080,2022,1,2022Q1,10,6902.51,504.31,4596.79,12003.61
1106080,2022,1,2022Q1,20,6926.96,533.94,5995.3,13456.2
1106080,2022,1,2022Q1,30,7539.71,1040.18,5669.18,14249.07
1106080,2022,1,2022Q1,40,18502.63,3609.77,13417.53,35529.93
1106080,2022,1,2022Q1,50,28685.07,6767.74,20985.3,56438.11
1106080,2022,1,2022Q1,60,44036.08,8771.289999999999,26115.59,78922.96
1106080,2022,1,2022Q1,70,35026.63,4123.76,14180.48,53330.869999999995
1106080,2022,1,2022Q1,80,17572.57,1534.56,7143.53,26250.66
1106080,2022,2,2022Q2,0,7833.41,631.84,6438.13,14903.380000000001
1106080,2022,2,2022Q2,10,8388.75,1078.48,6651.75,16118.98
1106080,2022,2,2022Q2,20,7327.68,1065.46,8947.01,17340.15
1106080,2022,2,2022Q2,30,9049.61,1378.81,8959.34,19387.760000000002
1106080,2022,2,2022Q2,40,23195.3,5126.67,18777.15,47099.12
1106080,2022,2,2022Q2,50,33248.3,9857.619999999999,27936.17,71042.09
1106080,2022,2,2022Q2,60,55449.79,12158.77,38360.69,105969.25
1106080,2022,2,2022Q2,70,43317.75,5988.45,23011.71,72317.91
1106080,2022,2,2022Q2,80,24976.01,2032.27,11117.27,38125.55
1106080,2022,3,2022Q3,0,7432.7,324.21,6065.4,13822.31
1106080,2022,3,2022Q3,10,8423.53,874.75,7078.01,16376.29
1106080,2022,3,2022Q3,20,7225.87,1024.88,9400.27,17651.02
1106080,2022,3,2022Q3,30,9162.31,1570.2,9442.539999999999,20175.05
1106080,2022,3,2022Q3,40,21443.35,4903.28,18418.45,44765.08
1106080,2022,3,2022Q3,50,31350.739999999998,9451.26,27642.82,68444.82
1106080,2022,3,2022Q3,60,52446.81,12638.289999999999,36858.69,101943.79000000001
1106080,2022,3,2022Q3,70,40698.57,6106.63,22904.24,69709.44
1106080,2022,3,2022Q3,80,23320.13,1876.94,11124.710000000001,36321.78
1106080,2022,4,2022Q4,0,8443.97,348.51,6984.88,15777.36
1106080,2022,4,2022Q4,10,9041.789999999999,978.39,7555.24,17575.42
1106080,2022,4,2022Q4,20,7908.55,1324.4,10786.2,20019.15
1106080,2022,4,2022Q4,30,10212.78,1824.1399999999999,10561.71,22598.629999999997
1106080,2022,4,2022Q4,40,24191.78,5865.79,20885.88,50943.45
1106080,2022,4,2022Q4,50,34854.3,10061.96,31663.93,76580.19
