행정동_코드,행정동,연도,분기,상권티어,분기_티어,FB카페_비중,FB식사_비중,주류유흥_비중,라이프스타일_비중,기타업종_비중,월요일_비중,화요일_비중,수요일_비중,목요일_비중,금요일_비중,토요일_비중,일요일_비중,주말_비중,시간대_00~06_비중,시간대_06~11_비중,시간대_11~14_비중,시간대_14~17_비중,시간대_17~21_비중,시간대_21~24_비중,야간_비중,여성_비중,연령대20_비중,연령대30_비중,연령대40_비중,2030소비_비중,금요효과,총_매출금액,평일_비중,트렌드시간대_비중,방문형_강도,FB카페_비중_변화,FB식사_비중_변화,주류유흥_비중_변화,라이프스타일_비중_변화,주말_비중_변화,야간_비중_변화,금요일_비중_변화,여성_비중_변화,연령대20_비중_변화,연령대30_비중_변화,2030소비_비중_변화,금요효과_변화,평일_비중_변화,트렌드시간대_비중_변화,방문형_강도_변화,트렌드시간대_비중_lag1,방문형_강도_lag1,2030소비_비중_lag1,주말_비중_lag1,금요효과_lag1,야간_비중_lag1,평일_비중_lag1,FB카페_비중_lag1,주류유흥_비중_lag1,트렌드시간대_비중_동편차,방문형_강도_동편차,2030소비_비중_동편차,주말_비중_동편차,금요효과_동편차,야간_비중_동편차,평일_비중_동편차,FB카페_비중_동편차,주류유흥_비중_동편차,트렌드시간대_비중_모멘텀,방문형_강도_모멘텀,2030소비_비중_모멘텀,주말_비중_모멘텀,금요효과_모멘텀,20대_이동비율,30대_이동비율,2030_이동비율,HE_비율,WE_비율,EE_비율,총_이동인구,20대_이동비율_변화,30대_이동비율_변화,2030_이동비율_변화,HE_비율_변화,WE_비율_변화,EE_비율_변화,2030_이동비율_lag1,20대_이동비율_lag1,30대_이동비율_lag1,2030_이동비율_동편차,20대_이동비율_동편차,30대_이동비율_동편차,2030_이동비율_모멘텀,20대_이동비율_모멘텀,30대_이동비율_모멘텀,분위변화_next,타겟,타겟_레이블
11110515,청운효자동,2020,1,② 라이징스타,④ 하위권,0.14221321982265125,0.24207004237837534,0.0018321373345140143,0.0795493359883523,0.5343352644761071,0.23010908052318693,0.11190975348156729,0.2250832989928569,0.13198693496212688,0.11425795174622604,0.11699156489243684,0.06966141540159915,0.18665298029403599,0.015133155722660533,0.08320853619605958,0.30093240952805556,0.31093373791979706,0.23079090249242065,0.059001258141006596,0.2897921606334272,0.6309227575849091,0.2002673316797977,0.14537369771848221,0.15652112471472712,0.34564102939827995,0.8656762260523128,15611509280,0.699089067959738,0.2197640390001247,0.3143577107299028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.661519853510917,11.797349157978054,23.45886901148897,41.180268757328506,7.512277335717034,51.30745390695446,269742.97000000003,,,,,,,,,,,,,0.0,0.0,0.0,68.57910700744904,2.0,상승
11110515,청운효자동,2021,1,② 라이징스타,① 상위권,0.12104081311848351,0.27767858961192493,0.008579732836839693,0.09321901266295246,0.4994818517697994,0.18597864090910293,0.1418330220258027,0.13486963321531367,0.10857535612038849,0.18392644672689848,0.1545189493240039,0.09029795167848986,0.24481690100249376,0.00385653871490405,0.05881563804767961,0.3650922181826937,0.24125395152379436,0.27606001919019385,0.05492163434073443,0.3309816535309283,0.5826022620985603,0.20164309139868028,0.1665375958577704,0.16287836833293023,0.36818068725645064,1.693998097717134,20399790801,0.5712566522706077,0.3056931804682308,0.5351240624562952,-0.021172406704167743,0.03560854723354959,0.006747595502325678,0.013669676674600159,0.05816392070845777,0.04118949289750107,0.06966849498067244,-0.04832049548634887,0.0013757597188825688,0.02116389813928818,0.022539657858170692,0.8283218716648213,-0.12783241568913029,0.0859291414681061,0.22076635172639236,0.2197640390001247,0.3143577107299028,0.34564102939827995,0.18665298029403599,0.8656762260523128,0.2897921606334272,0.699089067959738,0.14221321982265125,0.0018321373345140143,0.0859291414681061,0.22076635172639236,0.022539657858170692,0.05816392070845777,0.8283218716648213,0.04118949289750107,-0.12783241568913029,-0.021172406704167743,0.006747595502325678,1.0,1.0,1.0,1.0,1.0,13.548792659233163,14.045014092357084,27.593806751590247,46.33534355592829,6.334546506523734,47.330109937547974,275014.32,1.8872728057222456,2.2476649343790296,4.134937740101275,5.1550747985997845,-1.1777308291933002,-3.9773439694064834,23.45886901148897,11.661519853510917,11.797349157978054,4.134937740101275,1.8872728057222456,2.2476649343790296,1.0,1.0,1.0,-8.490566037735848,0.0,하락
11110515,청운효자동,2022,1,② 라이징스타,② 중상위,0.21346539603179063,0.2460208963800635,0.007695330208580058,0.0951563638938105,0.4376620134857553,0.16825581113154392,0.17684164941165043,0.1519617620348061,0.11815852210611168,0.1445897442913344,0.1438427150825966,0.09634979594195685,0.24019251102455347,0.003093933947976259,0.09602503091741826,0.34679352020174514,0.2448956828311863,0.26696083498431206,0.04223099711736204,0.3091918321016741,0.5833335946462535,0.21401916786211447,0.17823377401182128,0.15661567145405011,0.3922529418739357,1.2236928975930004,23188035752,0.6152177446841122,0.28489847896510373,0.463085600873536,0.09242458291330712,-0.03165769323186143,-0.0008844026282596347,0.0019373512308580448,-0.004624389977940291,-0.021789821429254175,-0.039336702435564086,0.0007313325476931976,0.012376076463434194,0.011696178154050885,0.024072254617485078,-0.4703052001241337,0.04396109241350443,-0.020794701503127067,-0.07203846158275917,0.3056931804682308,0.5351240624562952,0.36818068725645064,0.24481690100249376,1.693998097717134,0.3309816535309283,0.5712566522706077,0.12104081311848351,0.008579732836839693,0.022169869230925954,0.03834471428043701,0.035342083546570424,0.024457570376288595,-0.056144264291723145,-0.001195074980503641,-0.019955115431060766,0.08183837956122325,0.0024893951229032043,-1.0,-1.0,2.0,-1.0,-1.0,16.094411821561533,13.888872510168692,29.983284331730225,44.800700255299404,5.063634049357561,50.13566569534304,330713.67,2.5456191623283697,-0.15614158218839158,2.389477580139978,-1.5346433006288862,-1.2709124571661725,2.8055557577950694,27.593806751590247,13.548792659233163,14.045014092357084,4.456946450190614,3.4892555651894916,0.9676908850011223,2.0,2.0,-1.0,4.481132075471694,1.0,유지
11110515,청운효자동,2023,1,② 라이징스타,② 중상위,0.22874689487420496,0.2634938473734243,0.01309152011564293,0.07287903174935209,0.4217887058873757,0.13261288552056727,0.13812726928115687,0.1751687346813157,0.12749325718439494,0.19000909142879244,0.1424997130306973,0.09408904887307547,0.23658876190377276,0.0064905820229109925,0.08890585338169942,0.33471991002259893,0.24528672978927113,0.2542282756382373,0.07036864914528224,0.32459692478351954,0.5868079689452111,0.1944652144337666,0.17919780977517455,0.17628654172613148,0.37366302420894115,1.4903462004581163,25095837542,0.5734021466674348,0.2982651286624694,0.5201674433832544,0.015281498842414337,0.017472950993360797,0.005396189907062872,-0.022277332144458414,-0.003603749120780708,0.015405092681845423,0.045419347137458044,0.0034743742989576942,-0.01955395342834787,0.0009640357633532715,-0.01858991766499457,0.2666533028651159,-0.041815598016677336,0.013366649697365673,0.05708184250971837,0.28489847896510373,0.463085600873536,0.3922529418739357,0.24019251102455347,1.2236928975930004,0.3091918321016741,0.6152177446841122,0.21346539603179063,0.007695330208580058,0.028146562517982976,0.08264498536334308,0.004971471366052416,0.012701297796745031,0.22922379333730047,0.014608376028176329,-0.05511900830405114,0.0698404185498965,0.007055786655665008,1.0,1.0,-1.0,-2.0,1.0,12.461631352410981,11.51660974295667,23.97824109536765,39.617781715078095,4.143046697038094,56.23917158788382,632785.53,-3.6327804691505516,-2.372262767212023,-6.0050432363625745,-5.1829185402213085,-0.9205873523194672,6.103505892540774,29.983284331730225,16.094411821561533,13.888872510168692,-3.0337456029021617,-1.3066100923575554,-1.7271355105446062,-1.0,-1.0,-2.0,-16.981132075471695,0.0,하락
11110515,청운효자동,2020,2,② 라이징스타,③ 중위권,0.15600718902133878,0.25320809071200995,0.002251892599485878,0.07976610257174192,0.5087667250954235,0.15321619054877442,0.12212041960466197,0.11134895507141927,0.16838030366578896,0.2248537262064165,0.14005677451624843,0.08002363038669043,0.22008040490293887,0.009679884655042008,0.06234080278571096,0.3162345511853077,0.2997210334099842,0.2565195917806915,0.0555041361832636,0.3120237279639551,0.6143649229600888,0.20802840545136628,0.15763718853936223,0.17574522325061795,0.3656655939907285,1.335392093440568,18298442834,0.5550658688906447,0.29024010280045137,0.522893081825632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14.935804193936745,14.732730007715517,29.668534201652264,45.06099724550526,7.211422571402572,47.72758018309216,267370.27,,,,,,,,,,,,,0.0,0.0,0.0,-10.522882376555598,0.0,하락
11110515,청운효자동,2021,2,② 라이징스타,③ 중위권,0.15024691740353283,0.28698298579483733,0.01212077771746422,0.09750574339446598,0.45314357568969965,0.15512959943711474,0.1480609505134228,0.12585684350695486,0.1769513298474069,0.14602481809322182,0.14960084856504857,0.0983756100368303,0.24797645860187886,0.00398772204710248,0.07814738420980843,0.36024962674700517,0.2125382917422878,0.27669987120456363,0.06837710404923247,0.3450769752537961,0.5810504806090824,0.20301773500811213,0.19070506905380963,0.174247221017331,0.3937228040619218,0.8252258867969264,24633583996,0.6059987233048993,0.29836626114147363,0.49235460351185434,-0.0057602716178059565,0.03377489508282738,0.009868885117978341,0.017739640822724057,0.027896053698939993,0.03305324728984099,-0.07882890811319468,-0.033314442351006446,-0.0050106704432541505,0.033067880514447395,0.028057210071193273,-0.5101662066436417,0.05093285441425466,0.00812615834102226,-0.03053847831377765,0.29024010280045137,0.522893081825632,0.3656655939907285,0.22008040490293887,1.335392093440568,0.3120237279639551,0.5550658688906447,0.15600718902133878,0.002251892599485878,0.00812615834102226,-0.03053847831377765,0.028057210071193273,0.027896053698939993,-0.5101662066436417,0.03305324728984099,0.05093285441425466,-0.0057602716178059565,0.009868885117978341,1.0,-1.0,1.0,1.0,-1.0,15.416642875752068,15.535546672958937,30.952189548711004,43.518445812682735,5.838862898782001,50.64269128853526,407018.12,0.48083868181532274,0.8028166652434194,1.2836553470587404,-1.5425514328225276,-1.3725596726205715,2.9151111054431027,29.668534201652264,14.935804193936745,14.732730007715517,1.2836553470587404,0.48083868181532274,0.8028166652434194,1.0,1.0,1.0,17.21698113207547,2.0,상승
11110515,청운효자동,2022,2,② 라이징스타,③ 중위권,0.2191786151171681,0.29766764762270254,0.00798541461879429,0.09534262528080019,0.3798256973605349,0.13385115966979516,0.12786873800089385,0.1542345504023026,0.1600946908309075,0.15855899856280212,0.16218337205878885,0.10320849047450992,0.2653918625332988,0.006075272818621754,0.09149711602789827,0.32674387358995965,0.2380239306547904,0.26805436218415696,0.06960544472457293,0.3376598069087299,0.5637056677554162,0.19599440705496055,0.17820930825313291,0.17209780108008305,0.37420371530809343,0.990407600276218,27676469357,0.5760491389038991,0.31893086337165616,0.5536521831774887,0.06893169771363528,0.010684661827865205,-0.004135363098669929,-0.0021631181136657907,0.01741540393141991,-0.007417168345066227,0.012534180469580297,-0.01734481285366618,-0.007023327953151581,-0.012495760800676714,-0.01951908875382835,0.16518171347929156,-0.029949584401000262,0.020564602230182527,0.061297579665634316,0.29836626114147363,0.49235460351185434,0.3937228040619218,0.24797645860187886,0.8252258867969264,0.3450769752537961,0.6059987233048993,0.15024691740353283,0.01212077771746422,0.024627681400693657,0.04602834050874549,-0.005490483718231742,0.031363430780889906,-0.08990138984252927,0.009109455299854297,-0.004483157193872933,0.0660515619047323,0.0007990794603192413,2.0,1.0,-1.0,2.0,1.0,10.532753155244007,11.403885816040026,21.936638971284033,45.06435191797086,4.433245792312449,50.502402289716684,971662.5700000001,-4.88388972050806,-4.131660856918911,-9.015550577426971,1.5459061052881253,-1.4056171064695517,-0.14028899881857626,30.952189548711004,15.416642875752068,15.535546672958937,-8.373722903897601,-4.6434703796004,-3.7302525242972013,-1.0,-1.0,-1.0,-0.9433962264150941,1.0,유지
11110515,청운효자동,2023,2,② 라이징스타,③ 중위권,0.21426675776778145,0.27550986321670395,0.01334283755919273,0.07788254405165114,0.41899799740467075,0.16142191088620092,0.15385040951762288,0.14357233981430537,0.14306352881064696,0.13588970272785975,0.15524251275757475,0.10695959548578936,0.2622021082433641,0.00547431473218598,0.0710919112440981,0.36749436584392886,0.2331259805720167,0.25556444990385146,0.06724897770391886,0.3228134276077703,0.5842528478265883,0.1930640335399298,0.17654442080295027,0.17054583197891776,0.3696084543428801,0.9498556610309662,26764446724,0.6019081890287761,0.3060691289575455,0.5084980309894287,-0.00491185734938665,-0.022157784405998582,0.00535742294039844,-0.01746008122914905,-0.0031897542899346765,-0.014846379300959556,-0.02266929583494237,0.020547180071172066,-0.002930373515030754,-0.001664887450182645,-0.004595260965213344,-0.0405519392452518,0.025859050124876992,-0.012861734414110648,-0.04515415218805996,0.31893086337165616,0.5536521831774887,0.37420371530809343,0.2653918625332988,0.990407600276218,0.3376598069087299,0.5760491389038991,0.2191786151171681,0.00798541461879429,0.003556719853018475,-0.014468591848896373,-0.008255583444034431,0.017719199563991928,-0.10048619914027135,-0.008773409101056728,0.022870278662295074,0.039122517253768224,0.005890142580611268,-1.0,-1.0,-2.0,-1.0,-1.0,11.546495809665448,11.72948197630386,23.27597778596931,38.149161563103924,4.228519660210865,57.62231877668521,848681.64,1.0137426544214403,0.3255961602638351,1.3393388146852772,-6.915190354866937,-0.20472613210158386,7.119916486968528,21.936638971284033,10.532753155244007,11.403885816040026,-4.243143121246458,-2.0819042653121578,-2.1612388559342985,1.0,1.0,1.0,12.5,2.0,상승
11110515,청운효자동,2020,3,② 라이징스타,③ 중위권,0.141702114390556,0.25121327099215895,0.0032824922030141516,0.09244514770389071,0.5113569747103802,0.09625183426891151,0.24346989005456018,0.1622108475979806,0.13004387735073883,0.153004889213129,0.1323476817679784,0.08267097974670148,0.21501866151467988,0.010511514427164895,0.06272812247877159,0.23402095062379577,0.3778560434548388,0.2534044385638842,0.061478930451544705,0.3148833690154289,0.6102478243093734,0.20199793027286228,0.15011190559805712,0.1613847867654849,0.35210983587091943,1.1765635747730165,17568744854,0.6319764492721911,0.2631973565059424,0.41646703260707074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,13.710274754737425,14.558361870048323,28.26863662478575,45.56937099488049,7.615885889319355,46.81474311580017,238073.41999999998,,,,,,,,,,,,,0.0,0.0,0.0,-2.4989963869931686,1.0,유지
11110515,청운효자동,2021,3,② 라이징스타,③ 중위권,0.2017241364044839,0.24730165988951283,0.009847700085948471,0.09118433351737475,0.44994217010268006,0.09908073938675453,0.14386813692638198,0.16990810362637954,0.19147616400847794,0.15043459195380585,0.14687392773483024,0.09835833636336991,0.24523226409820015,0.003698610116371576,0.07102203128786463,0.3127394582146193,0.3055272089389503,0.2591240547885347,0.047888636653659514,0.3070126914421942,0.5952365982875008,0.22472166899752885,0.18825351509027988,0.1627783119205364,0.4129751840878087,0.7856570175865081,24733472067,0.604333143947994,0.29141759305994636,0.4822134876736537,0.060022022013927895,-0.003911611102646123,0.006565207882934319,-0.0012608141865159683,0.030213602583520266,-0.00787067757323473,-0.0025702972593231455,-0.015011226021872659,0.02272373872466657,0.038141609492222756,0.06086534821688927,-0.39090655718650846,-0.02764330532419712,0.028220236554003963,0.06574645506658294,0.2631973565059424,0.41646703260707074,0.35210983587091943,0.21501866151467988,1.1765635747730165,0.3148833690154289,0.6319764492721911,0.141702114390556,0.0032824922030141516,0.028220236554003963,0.06574645506658294,0.06086534821688927,0.030213602583520266,-0.39090655718650846,-0.00787067757323473,-0.02764330532419712,0.060022022013927895,0.006565207882934319,1.0,1.0,1.0,1.0,-1.0,15.601358202289669,15.264876459926594,30.866234662216264,45.80766223682767,6.013504657433142,48.17883310573918,310215.94,1.8910834475522442,0.706514589878271,2.597598037430515,0.23829124194718077,-1.6023812318862127,1.3640899899390106,28.26863662478575,13.710274754737425,14.558361870048323,2.597598037430515,1.8910834475522442,0.706514589878271,1.0,1.0,1.0,10.14150943396226,2.0,상승
