행정동_코드,행정동,연도,상권티어,FB카페_비중,FB식사_비중,주류유흥_비중,라이프스타일_비중,기타업종_비중,월요일_비중,화요일_비중,수요일_비중,목요일_비중,금요일_비중,토요일_비중,일요일_비중,주말_비중,시간대_00~06_비중,시간대_06~11_비중,시간대_11~14_비중,시간대_14~17_비중,시간대_17~21_비중,시간대_21~24_비중,야간_비중,여성_비중,연령대20_비중,연령대30_비중,연령대40_비중,2030소비_비중,금요효과,총_매출금액,FB카페_비중_변화,FB식사_비중_변화,주류유흥_비중_변화,라이프스타일_비중_변화,주말_비중_변화,야간_비중_변화,금요일_비중_변화,여성_비중_변화,연령대20_비중_변화,연령대30_비중_변화,2030소비_비중_변화,금요효과_변화,20대_이동비율,30대_이동비율,2030_이동비율,HE_비율,WE_비율,EE_비율,트렌드_유동인구,20대_이동비율_변화,30대_이동비율_변화,2030_이동비율_변화,HE_비율_변화,WE_비율_변화,EE_비율_변화,분위변화_next,타겟,타겟_레이블
11110515,청운효자동,2020,② 라이징스타,0.14346015372808513,0.2528078839883409,0.003816986565939608,0.08793276780095782,0.5119822079166766,0.15947388695452114,0.15706743629894906,0.15647267604084006,0.15360763226966498,0.16254439867087758,0.13134949309006444,0.07948447667508271,0.21083396976514715,0.011484268495389057,0.06975588916662297,0.29329549701220875,0.32080937284373123,0.24661480016115767,0.05804017232089032,0.304654972482048,0.6136043423252321,0.2051645226411943,0.1499996841560702,0.17105534900117442,0.3551642067972645,1.0581791820443123,69549223298,,,,,,,,,,,,,13.234533812992739,13.636210881101885,26.870744694094626,44.22767196696564,7.0399189954151815,48.73240903761918,1084027.53,,,,,,,24.93473608730239,2.0,상승
11110515,청운효자동,2021,② 라이징스타,0.1742241416998569,0.2750067764559041,0.011277086264070736,0.093785911064416,0.4457060845157523,0.13813403406422753,0.1393544503641093,0.14957343676136922,0.15301030498563756,0.16986890007921976,0.1518973572166239,0.09816151652881275,0.2500588737454366,0.0041010361678342185,0.07346217519084998,0.32599248661383606,0.2689297638899297,0.2651646984200103,0.06234983971753979,0.3275145381375501,0.5839934407595533,0.21248830372774402,0.1830859602532088,0.16846220008907642,0.39557426398095286,1.11017947513512,97863597046,0.030763987971771767,0.02219889246756318,0.007460099698131128,0.005853143263458177,0.039224903980289466,0.022859565655502123,0.007324501408342177,-0.029610901565678804,0.007323781086549713,0.0330862760971386,0.04041005718368834,0.05200029309080767,15.513336855365742,15.018953843761661,30.5322906991274,43.81243775174068,5.675520573570811,50.51204167468851,1477631.68,2.278803042373003,1.3827429626597763,3.6615460050327755,-0.41523421522495596,-1.3643984218443705,1.7796326370693336,-5.6737588652482245,0.0,하락
11110515,청운효자동,2022,② 라이징스타,0.2099610227093894,0.27927685608693004,0.01003581502790926,0.09233579947266359,0.4083905067031077,0.13617258186627068,0.15330610897008592,0.14252464304762377,0.15174649733237572,0.1599277088914409,0.15422929761936027,0.10209316227284275,0.25632245989220304,0.0056068393518829765,0.08664805949768538,0.35078713288995866,0.232498562806297,0.2606602694535083,0.06379913600066771,0.324459405454176,0.5748058453314329,0.20480572277933795,0.17539571319465116,0.1702575510465318,0.3802014359739891,1.0539136764464856,101807398817,0.03573688100953251,0.004270079631025936,-0.0012412712361614762,-0.0014501115917524149,0.00626358614676642,-0.0030551326833740955,-0.009941191187778864,-0.00918759542812042,-0.00768258094840607,-0.007690247058557642,-0.015372828006963768,-0.05626579868863435,11.091016295937031,11.233947399001822,22.32496369493885,42.208161124863366,4.276063469193224,53.51577540594341,3137420.69,-4.4223205594287105,-3.785006444759839,-8.20732700418855,-1.604276626877315,-1.3994571043775865,3.003733731254897,11.347517730496449,2.0,상승
11110515,청운효자동,2023,② 라이징스타,0.20671278743758642,0.2714311329126733,0.014457959645087217,0.07350907036452108,0.433889049640132,0.14822212768925697,0.13679993136190066,0.16017079448040028,0.1328524512137732,0.16882475177132075,0.15281025236950804,0.10031969111384008,0.2531299434833481,0.006135839058675018,0.07793551173996953,0.3702330528334658,0.23167020084888007,0.24989446078325764,0.06413093473575192,0.31402539551900954,0.584935053048727,0.19458194829964964,0.1740163815298293,0.17104132060908084,0.36859832982947893,1.2707688132879418,102968503893,-0.003248235271802985,-0.007845723174256747,0.004422144617177957,-0.01882672910814251,-0.0031925164088549285,-0.010434009935166466,0.008897042879879857,0.010129207717294086,-0.010223774479688308,-0.0013793316648218756,-0.011603106144510156,0.2168551368414562,11.798203437972674,12.145948058307447,23.94415149628012,39.058596350646354,4.374562435915447,56.5668412134382,2836584.5,0.707187142035643,0.9120006593056242,1.619187801341269,-3.149564774217012,0.09849896672222247,3.051065807494794,-0.47281323877068626,1.0,유지
11110530,사직동,2020,⑤ 성숙·정체,0.1374673055683661,0.47686392411247935,0.03297816874953858,0.10629685152595118,0.24639375004366482,0.15750389418223376,0.16827399521879155,0.1688626170577664,0.16690583331262038,0.1683089687916113,0.10901143301770058,0.06113325841927602,0.1701446914369766,0.020187126293833832,0.07302462399901404,0.3169901054227761,0.17265562968176126,0.30580819091414824,0.11133432368846655,0.41714251460261476,0.3784671653013459,0.14752924540903234,0.1994358734833672,0.1836847666582448,0.34696511889239956,1.008406749189903,240598466830,,,,,,,,,,,,,13.296223428727702,14.106066531617692,27.402289960345392,44.35440605514946,9.815796657908264,45.829797286942274,2265123.94,,,,,,,0.7372301211163723,1.0,유지
11110530,사직동,2021,⑤ 성숙·정체,0.12075366115775245,0.500391439089946,0.046510910132339406,0.06425324880773382,0.2680907408122284,0.1475884153925979,0.16143410647174555,0.16375937612246144,0.1665762960803356,0.17792658336932088,0.10878867761200936,0.07392654495152927,0.18271522256353862,0.006486669640437982,0.07827099473003138,0.3319320256755687,0.18207305693292852,0.30565454082150234,0.09558271219953111,0.40123725302103347,0.37400202862591037,0.15270597919103768,0.20283125114026215,0.17152335488106332,0.3555372303312998,1.0681386701233369,323870360054,-0.01671364441061364,0.023527514977466635,0.013532741382800827,-0.04204360271821736,0.012570531126562007,-0.015905261581581287,0.009617614577709571,-0.0044651366754355215,0.005176733782005338,0.00339537765689496,0.008572111438900243,0.059731920933433935,15.210701445213006,15.284710048323744,30.49541149353675,45.40544502528492,8.628659302709304,45.965895672005786,2487967.51,1.9144780164853046,1.1786435167060514,3.0931215331913577,1.0510389701354583,-1.18713735519896,0.13609838506351224,1.8912529550827561,1.0,유지
11110530,사직동,2022,⑤ 성숙·정체,0.12905774768293013,0.5326255339890426,0.06295236737500899,0.05988771329052222,0.2154766376624961,0.1380196631231775,0.15623399758121287,0.15764690651489124,0.16707875298516256,0.17143678320711137,0.12519176622720074,0.08439213036124371,0.20958389658844445,0.01365059972935413,0.07436733704763085,0.3175254050997653,0.16994026546305413,0.30996199847487416,0.11455439418532143,0.4245163926601956,0.3831697597663653,0.14123276975676416,0.2107028044224081,0.16590228949328178,0.35193557417917226,1.0260836889435954,388415836236,0.008304086525177681,0.032234094899096566,0.016441457242669585,-0.004365535517211604,0.026868674024905836,0.023279139639162116,-0.006489800162209514,0.009167731140454938,-0.011473209434273518,0.007871553282145949,-0.0036016561521275414,-0.04205498117974149,13.15909039254097,13.38296189204788,26.54205228458885,42.31914658764129,7.282246659667732,50.39860675269097,4423140.07,-2.051611052672037,-1.901748156275863,-3.9533592089479015,-3.0862984376436273,-1.346412643041572,4.432711080685181,0.23640661938532093,1.0,유지
11110530,사직동,2023,⑤ 성숙·정체,0.13337923829754966,0.5430482019741647,0.0619375048620172,0.054316033256972256,0.20731902160929622,0.14291247740801422,0.15370243377426168,0.16614732670034152,0.16458382017978965,0.1733609084446333,0.11990908675347087,0.07938394673948873,0.1992930334929596,0.016695436737590753,0.07559977157895209,0.3300611683521626,0.16057716082275997,0.3046850618433295,0.11238140066520509,0.41706646250853463,0.377459024509333,0.12412951746634585,0.20093722443508738,0.1666712275039214,0.32506674190143325,1.0533289861376147,406826216993,0.004321490614619533,0.010422667985122147,-0.0010148625129917932,-0.005571680033549964,-0.010290863095484853,-0.007449930151660955,0.0019241252375219453,-0.005710735257032307,-0.017103252290418314,-0.009765579987320722,-0.026868832277739008,0.027245297194019358,12.245960231046729,13.488190351545496,25.734150582592225,43.42363293820589,7.4511864740165175,49.12518058777759,4968442.56,-0.9131301614942409,0.10522845949761539,-0.8079017019966237,1.1044863505645992,0.1689398143487857,-1.2734261649133742,-2.127659574468077,1.0,유지
11110540,삼청동,2020,⑤ 성숙·정체,0.2007860172980708,0.3746994564473912,0.0030398760744743828,0.20260674665054632,0.21886790352951727,0.09968264713325946,0.12352173265573638,0.13070135346259149,0.13317713511571747,0.15704959835658477,0.20017179388374745,0.15569573939236298,0.3558675332761104,0.0013751316575613818,0.03784097889145061,0.286075319222137,0.3024241479092592,0.33857019901833535,0.033714223301256424,0.37228442231959175,0.5109807245242555,0.2683923718173761,0.2408331776836258,0.16925944640434468,0.5092255495010019,1.179253467347263,84258066028,,,,,,,,,,,,,16.496436484182762,16.45304823184033,32.94948471602309,38.76034182871972,6.070991386211657,55.16866678506862,758039.29,,,,,,,0.7120208844520692,1.0,유지
11110540,삼청동,2021,⑤ 성숙·정체,0.24191113048014706,0.3198266899921794,0.009363408250859014,0.34253378425786435,0.08636498701895017,0.09189040354337674,0.10527115846870891,0.12073255934736767,0.12293318762243996,0.13992792999772455,0.2199185485344078,0.19932621248597437,0.41924476102038216,0.0011489901444416614,0.026782864842715748,0.2853460405534346,0.3502383452330312,0.31536399794357955,0.021119761282797207,0.3364837592263768,0.4924672420123274,0.2956717758478592,0.2640092398977899,0.15680881835326177,0.5596810157456491,1.1382437298175323,131775979744,0.04112511318207626,-0.05487276645521183,0.0063235321763846315,0.13992703760731803,0.06337722774427174,-0.035800663093214946,-0.017121668358860226,-0.01851348251192808,0.027279404030483123,0.0231760622141641,0.05045546624464725,-0.041009737529730694,16.29960475565379,16.229061293804005,32.5286660494578,38.15271323762751,5.409490870830695,56.43779589154179,915605.76,-0.19683172852897357,-0.22398693803632597,-0.420818666565296,-0.6076285910922081,-0.6615005153809621,1.2691291064731658,-0.23640661938536534,1.0,유지
