행정동,YQ,연도,분기,총매출,20대매출,20대비중,QoQ_총매출,QoQ_20대매출
역삼1동,13,2023,1,564967581951,103392061828,0.18300530000492535,0.025899542172393764,-0.07591398955965845
역삼1동,14,2023,2,528855378327,99221576603,0.18761570869692407,-0.06391907213382741,-0.04033660951590168
역삼1동,15,2023,3,534452767280,103184988526,0.19306661849865836,0.010583969044064556,0.03994506093022676
역삼1동,16,2023,4,536697592798,97647104747,0.18194064228596607,0.00420023181734952,-0.053669471287527415
역삼1동,17,2024,1,542849334589,90593379886,0.16688494231017104,0.011462212377232328,-0.07223690737452926
역삼1동,18,2024,2,513945086886,87616089798,0.17047753161503504,-0.05324543268508175,-0.03286432288702035
역삼1동,19,2024,3,518959476275,92437597007,0.17812103108801644,0.00975666373110462,0.05502992909311577
역삼1동,20,2024,4,522602512643,89839959374,0.1719087780876619,0.007019886011426335,-0.028101527052929454
청운효자동,1,2020,1,15611509280,3126475307,0.2002673316797977,,
청운효자동,2,2020,2,18298442834,3806595885,0.20802840545136628,0.17211235030569694,0.21753588665077528
청운효자동,3,2020,3,17568744854,3548850098,0.20199793027286228,-0.03987759978374561,-0.06771030989017102
청운효자동,4,2020,4,18070526330,3787111908,0.20957396806493572,0.028561031546072924,0.067137749812052
청운효자동,5,2021,1,20399790801,4113476881,0.20164309139868028,0.12889854055512728,0.08617780010951814
청운효자동,6,2021,2,24633583996,5001054428,0.20301773500811213,0.20754101041038409,0.21577307292030468
청운효자동,7,2021,3,24733472067,5558147123,0.22472166899752885,0.004054954854162407,0.11139504738859451
청운효자동,8,2021,4,28096750182,6122191301,0.2178967767212502,0.13598083220541324,0.10148061314641099
청운효자동,9,2022,1,23188035752,4962684116,0.21401916786211447,-0.1747075515211982,-0.18939414467669535
청운효자동,10,2022,2,27676469357,5424433201,0.19599440705496055,0.19356678819217654,0.09304422248260624
청운효자동,11,2022,3,24855240251,4939737622,0.1987402886520584,-0.10193601899175941,-0.0893541428274287
청운효자동,12,2022,4,26087653457,5523882960,0.21174318990034718,0.04958363683289746,0.11825432496625021
청운효자동,13,2023,1,25095837542,4880267429,0.1944652144337666,-0.03801859437587207,-0.11651505574260035
청운효자동,14,2023,2,26764446724,5167252040,0.1930640335399298,0.06648947974768493,0.058805099346534107
청운효자동,15,2023,3,24497389805,4694019662,0.19161305344628735,-0.08470404572073975,-0.09158298730866632
청운효자동,16,2023,4,26610829822,5294272970,0.19895181794079417,0.08627204913760411,0.1278761810180078
청운효자동,17,2024,1,24605344212,4785894936,0.1945063192274272,-0.07536351265310792,-0.09602414474673371
