행정동,YQ,연도,분기,총매출,20대매출,20대비중,QoQ_총매출,QoQ_20대매출
청운효자동,18,2024,2,27271062670,5046274808,0.18504137037355867,0.10833900290246423,0.05440568075186847
청운효자동,19,2024,3,25108793958,4912844825,0.19566231788025412,-0.07928802548566027,-0.026441283536217552
청운효자동,20,2024,4,28799147077,5645923037,0.19604480028191634,0.1469745271386962,0.14921664292541537
합정동,1,2020,1,53610062853,16004813611,0.29854122079441614,,
합정동,2,2020,2,58427016074,18012619500,0.30829264799671346,0.08985166151004509,0.12545012630575392
합정동,3,2020,3,62939286311,18549877922,0.2947265374179816,0.07722917479278824,0.029826779053429675
합정동,4,2020,4,57715499813,16225595051,0.28113063394705806,-0.0829972312076731,-0.12529909257480454
합정동,5,2021,1,47129025826,9733056315,0.2065193613577834,-0.18342514612713223,-0.40014179545297224
합정동,6,2021,2,54056055439,12778357282,0.23639085719859532,0.14698011451742166,0.31288229189702377
합정동,7,2021,3,47927339394,11623470810,0.2425227637705075,-0.11337704897679779,-0.09037832066464524
합정동,8,2021,4,55395263084,14163265412,0.255676471660098,0.15581761442269637,0.21850569795511876
합정동,9,2022,1,49747839140,11096084430,0.2230465608520901,-0.10194777729345539,-0.21655888615921104
합정동,10,2022,2,69978058332,14337366700,0.20488374558748967,0.4066552345131669,0.29211045485889486
합정동,11,2022,3,62014687790,14117120965,0.22764157118398676,-0.1137981066039162,-0.015361658776572917
합정동,12,2022,4,65877024191,14102656911,0.21407550028537384,0.06228099404578158,-0.0010245753391120438
합정동,13,2023,1,55728475043,11526124397,0.20682648122178943,-0.15405293837462797,-0.1826983759344183
합정동,14,2023,2,60479705605,12157032647,0.20101011612720135,0.08525678404682635,0.05473724109417133
합정동,15,2023,3,60467010013,12631337845,0.20889635261085918,-0.00020991491067956503,0.03901488231316419
합정동,16,2023,4,69331169209,13715211468,0.1978217246943472,0.14659496466080046,0.0858082996670888
합정동,17,2024,1,67851198862,11294835751,0.16646479267038658,-0.021346392450682705,-0.17647381687458208
합정동,18,2024,2,74450327874,11835535004,0.15897223480372716,0.09725884174016919,0.04787136926290669
합정동,19,2024,3,70131336511,11671925398,0.16642953034510152,-0.058011717158713894,-0.013823591915760991
합정동,20,2024,4,63614677133,12701676777,0.19966582162233482,-0.09292079264706254,0.08822463680040737
휘경1동,1,2020,1,16426001871,4065893305,0.24752787299862106,,
휘경1동,2,2020,2,19173836863,4630213024,0.24148599245334051,0.16728568604702798,0.1387935385087533
휘경1동,3,2020,3,17212554390,4492754962,0.26101616646801484,-0.10228951497885708,-0.029687200413351822
휘경1동,4,2020,4,16610323077,4298790522,0.2588023424994336,-0.03498791053057637,-0.043172717328357146
휘경1동,5,2021,1,15429677305,3491415894,0.22627925555310244,-0.07107903720637543,-0.18781436868535084
휘경1동,6,2021,2,17656114685,3983391213,0.22560972694542736,0.14429578376720298,0.14090997289823304
휘경1동,7,2021,3,15937972740,3947021057,0.2476488773941773,-0.09731144001118608,-0.009130450426587333
휘경1동,8,2021,4,17160305611,4363905327,0.2543023082411,0.0766931209470747,0.1056199761743506
휘경1동,9,2022,1,16193230187,3561927945,0.2199640160651537,-0.05635537302902638,-0.18377515594531135
휘경1동,10,2022,2,18763052479,4436449625,0.23644604895527352,0.15869732365461364,0.24551919452149384
휘경1동,11,2022,3,18879845385,4524308920,0.23963696882785673,0.006224621826897092,0.019803965428774495
휘경1동,12,2022,4,19887896102,4617937286,0.23219838148368058,0.05339295404404609,0.020694512168722534
휘경1동,13,2023,1,19400317078,3737093150,0.19263051912887916,-0.02451637023339881,-0.19074406633247643
휘경1동,14,2023,2,21595764025,4132666669,0.19136468912217613,0.11316551879915626,0.10585059112053452
휘경1동,15,2023,3,20775947409,3836737120,0.18467206546441062,-0.03796191767288026,-0.07160740817057176
휘경1동,16,2023,4,19677425058,3944049456,0.200435242130246,-0.05287471754593143,0.027969686909381064
휘경1동,17,2024,1,19345054163,3189265735,0.16486207317526652,-0.01689097501427772,-0.19137278308003047
휘경1동,18,2024,2,19911797827,3429971477,0.17225825145477458,0.029296566410445868,0.07547371777723622
휘경1동,19,2024,3,19228503870,3201822490,0.16651438466803606,-0.03431603529408411,-0.0665162927825711
휘경1동,20,2024,4,19529455370,3318032156,0.1698988575532406,0.015651321706289467,0.03629484968731034
