행정동코드,연도,분기,연도분기,총_유동인구,남성_유동인구,여성_유동인구,10대미만,10대,20대,30대,40대,50대,60대,70이상,2030_유동인구,2030_유동인구_비중
11140650,2021,3,2021Q3,23477688.5135,10865693.3468,12611995.174,1343829.6428999999,1439726.1930999998,3498767.2298000003,3979096.4995999997,3785202.1912000002,4041453.8336,2854676.1927,2534936.7379,7477863.7294,0.318509
11140650,2021,4,2021Q4,23532279.8606,10945060.0911,12587219.7534,1305436.4832000001,1417016.723,3572044.7144,3962684.7396,3807143.3682,4081887.8477,2846663.8564999998,2539402.1119,7534729.454,0.320187
11140650,2022,1,2022Q1,22497802.7852,10491940.4532,12005862.3104,1246473.4846,1363625.7425000002,3381806.0356,3796443.2994,3704611.0201000003,3872927.0902,2720589.3882,2411326.7029999997,7178249.335,0.319064
11140650,2022,2,2022Q2,22136972.8846,10210747.8326,11926225.0635,1089194.4109,1345706.7823,3343418.3064,3756691.3589000003,3602348.8447000002,3916209.8991,2671363.2624,2412040.0313999997,7100109.6653,0.320735
11140650,2022,3,2022Q3,19254024.6958,8863384.7565,10390639.9538,993182.7829,1168817.8353,2899405.6969,3265611.8152,3069725.7528,3348834.7155,2311514.304,2196931.8077,6165017.5121,0.320194
11140650,2022,4,2022Q4,18095831.2086,8378230.9408,9717600.2797,917169.0992999999,1063926.6341,2738770.5415,3136841.5845999997,2897576.6268,3115158.1611,2184038.0296,2042350.5435000001,5875612.1261,0.324694
11140650,2023,1,2023Q1,18027654.5623,8395463.262699999,9632191.298700001,985686.8918999999,1077281.0988,2647463.5077,3126342.1456,2878434.5892,3075656.2086,2204494.0672,2032296.0524,5773805.6533,0.320275
11140650,2023,2,2023Q2,17576776.4271,8194233.0781,9382543.3556,976635.3969,1170235.1614,2577263.6615999998,3007166.6155,2771185.5328,2948298.8199,2144264.2248,1981727.0208,5584430.2771,0.317716
11140650,2023,3,2023Q3,16984581.862,7907911.4726,9076670.3835,963494.8147,1103826.2245999998,2477143.0614,2959297.3608,2659708.4581,2835146.6272,2091519.9504,1894445.3588999999,5436440.4222,0.320081
11140650,2023,4,2023Q4,17154403.9714,8048615.8647,9105788.0723,948332.737,1119387.9511,2464420.9682,2945520.6718,2743086.7019,2922175.1349,2131232.2702,1880247.5019,5409941.640000001,0.315368
11140650,2024,1,2024Q1,15976160.545699999,7473874.9522,8502285.6132,912787.382,991400.3107,2245966.1868000003,2715397.5156,2512663.0279,2710592.8183,2025992.3155999999,1861361.0085,4961363.702400001,0.310548
11140650,2024,2,2024Q2,14263555.1243,6607801.075300001,7655754.0507000005,657398.7909,849790.6766,2150728.2778,2538292.9044000003,2203546.8032,2386097.5465,1816765.6375,1660934.4891,4689021.1822,0.328741
11140650,2024,3,2024Q3,15703161.9354,7308250.9411,8394910.966699999,751941.3801,886410.4053999999,2353196.7873,2790094.8942,2396693.6489,2644195.0143999998,2047182.5409,1833447.2366,5143291.6815,0.327532
11140650,2024,4,2024Q4,15536760.1516,7219475.1437,8317284.9842,749726.2856000001,885658.3862000001,2358681.5645000003,2750998.4315,2384873.3204,2550022.95,2033004.0183,1823795.1713999999,5109679.996,0.328877
11140665,2020,1,2020Q1,23356963.5633,10716070.3226,12640893.247699998,1480912.5239,1808272.5770999999,3055202.5326,3673312.1917,3634542.4398999996,3969146.5699,2836552.969,2899021.7662,6728514.7243,0.288073
11140665,2020,2,2020Q2,23382222.3086,10817637.6526,12564584.7195,1434989.2503,1813891.8612000002,3075389.8169,3756328.9747,3638339.8981,3992471.4479,2810390.12,2860421.003,6831718.7916,0.292176
11140665,2020,3,2020Q3,23260972.8733,10822862.8015,12438110.125500001,1382791.6822,1775229.4405,2990225.3514,3705778.711,3680689.185,3979221.3211000003,2822916.7428,2924120.493,6696004.0624,0.287864
11140665,2020,4,2020Q4,22170620.3926,10380839.6934,11789780.6629,1307893.1403,1687376.918,2851415.9341,3543004.4559000004,3501198.8247999996,3785386.4310999997,2659078.0911,2835266.5609999998,6394420.390000001,0.288419
11140665,2021,1,2021Q1,21374166.1926,10039425.2978,11334740.8149,1298679.1305,1622596.8473999999,2743744.8669,3411566.63,3362977.3284,3679904.402,2566148.1384,2688548.7691,6155311.4969,0.287979
11140665,2021,2,2021Q2,20880124.4138,9710880.0456,11169244.341,1205586.6952,1508125.9955,2714110.2495999997,3302011.3523,3273324.4042999996,3650929.6152999997,2559430.8491,2666605.2253,6016121.6019,0.288127
11140665,2021,3,2021Q3,20134263.8463,9403063.626699999,10731200.2038,1185782.6251,1482087.4079,2580313.9244,3254861.8048,3172675.7999,3484359.4619,2439778.7456,2534404.0609,5835175.7292,0.289813
11140665,2021,4,2021Q4,19812119.917099997,9300758.4698,10511361.4768,1157061.2198,1438935.5975,2466237.1856,3237546.9796,3172210.9476,3400951.9635,2418928.8562000003,2520247.1968,5703784.165200001,0.287894
11140665,2022,1,2022Q1,19697625.6676,9256008.1677,10441617.5299,1138408.2357,1463008.1542,2485808.2597,3141054.5443,3164006.2068000003,3327188.8641,2454200.4463,2523950.9865,5626862.804,0.285662
11140665,2022,2,2022Q2,20301783.3314,9467794.9384,10833988.355,1099071.1533,1411546.6398,2636821.9699999997,3197601.5999,3282472.6541999998,3449624.3358,2562139.2,2662505.7404,5834423.5699,0.287385
11140665,2022,3,2022Q3,21753655.7984,10143454.0184,11610201.800999999,1095763.4061,1474392.2188,2844743.3125,3589187.1936999997,3472823.8006,3676400.7877,2753790.2826,2846554.8174,6433930.5062,0.295763
11140665,2022,4,2022Q4,23696916.1276,11100849.9147,12596066.185800001,1272647.2560999999,1670176.8846999998,3044989.2106,3834077.5498,3733268.9039000003,4025457.0958000002,2979214.6473000003,3137084.5523,6879066.7604,0.290294
11140665,2023,1,2023Q1,23850979.9426,11151705.8993,12699274.0781,1300711.9248,1669654.1357,3008060.0476,3802036.3575999998,3755096.4581000004,4009494.6408,3047532.8090000004,3258393.6038,6810096.4052,0.285527
11140665,2023,2,2023Q2,22953349.7388,10665228.680599999,12288120.9903,1233190.1229,1577911.061,2804704.8696,3737566.3851,3676307.4686000003,3898366.62,2936923.629,3088379.5147,6542271.2546999995,0.285025
11140665,2023,3,2023Q3,22077493.7435,10191123.1538,11886370.5484,1228378.1625,1585053.4424,2672969.7731999997,3506545.022,3524243.6857000003,3770942.4894000003,2860016.841,2929344.286,6179514.7952,0.279901
11140665,2023,4,2023Q4,23803593.6228,11097988.0051,12705605.5745,1362536.6243,1737869.3532,2998961.26,3764867.8981999997,3852527.3964,4039981.0811,3008761.3784,3038088.588,6763829.1581999995,0.284152
11140665,2024,1,2024Q1,25940477.146,12025616.999,13914860.198800001,1566391.4618000002,1901985.2895,3236572.9024,4018407.4084,4152169.2806,4350736.4529,3276304.866,3437909.5362,7254980.3108,0.279678
11140665,2024,2,2024Q2,28727223.3731,13318236.6919,15408986.7135,1554270.6721,1920092.4512,3595407.6173,4590347.5985,4677828.0906,4925088.7582,3691352.3986,3772835.8189,8185755.2158,0.284948
11140665,2024,3,2024Q3,27943869.4479,12984271.186999999,14959598.1805,1591275.3685,1948592.956,3416912.8963,4403812.1692,4509165.092499999,4723353.2375,3542236.8987,3808520.7488,7820725.0655000005,0.279873
11140665,2024,4,2024Q4,27255512.3155,12583794.7312,14671717.6293,1614970.6857,1936614.0342,3211866.1072,4356398.1800999995,4364711.8266,4589525.1252,3490112.5419,3691313.8596,7568264.2873,0.277678
11140670,2020,1,2020Q1,29963292.1217,13840173.2069,16123118.9054,1534487.4435,1130571.9156,4584712.7971,6481032.8519,4661567.3212,4528731.7713,3580251.3738,3461936.6379000004,11065745.649,0.36931
11140670,2020,2,2020Q2,30701507.4396,14155997.367899999,16545510.071400002,1648529.0478,1300592.5354,4796189.7813,6693097.3458,4825618.9699,4508229.3785,3475810.6144,3453439.7662,11489287.1271,0.374226
11140670,2020,3,2020Q3,29985281.2965,13961649.9625,16023631.3705,1713040.4238,1319311.5136,4707652.7382,6602235.7908,4781707.5786,4329784.144,3373501.2693,3158047.8746999996,11309888.529,0.377181
11140670,2020,4,2020Q4,29698307.0117,13942686.9597,15755620.0568,1723727.7983,1242172.0137999998,4623262.9961,6531070.2279,4729077.554099999,4263673.1309,3360000.6333999997,3225322.662,11154333.224,0.375588
11140670,2021,1,2021Q1,29190306.098899998,13714652.5358,15475653.4572,1758980.8077,1205634.7933,4569002.104900001,6339154.9496,4608030.5544,4163605.2186000003,3281964.5598,3263933.0047,10908157.0545,0.373691
11140670,2021,2,2021Q2,29327924.347900003,13699217.1672,15628707.207,1746231.774,1290092.4542,4534308.8016,6273829.895599999,4629571.0572999995,4247941.0877,3318631.5492000002,3287317.7546,10808138.6972,0.368527
11140670,2021,3,2021Q3,27702656.704800002,12877854.7727,14824801.9134,1786847.0255,1173730.1031,4322624.8921,6001459.0951,4366616.9381,4005265.315,3018757.8316,3027355.4856000002,10324083.9872,0.372675
11140670,2021,4,2021Q4,28050524.5712,13082691.603,14967832.943799999,1792052.2179999999,1125484.8196,4479581.0136,6096996.988399999,4431119.8323,4067608.7833000002,3050396.0609999998,3007284.8306,10576578.002,0.377055
11140670,2022,1,2022Q1,28565230.8852,13237858.538600001,15327372.2309,1873196.3926,1133765.2943,4562842.7037,6278709.2325,4572870.1367,4068686.5432,3092217.7221,2982942.7444,10841551.9362,0.379537
11140670,2022,2,2022Q2,29507032.7862,13749647.503899999,15757385.2526,1818777.234,1266108.7843,4674138.9386,6365276.9568,4796527.8489,4250354.5381,3231810.7991,3104037.6567,11039415.895399999,0.374128
11140670,2022,3,2022Q3,28582828.530100003,13265001.799800001,15317826.715300001,1858071.2866,1195501.8536,4520179.5494,6124153.6570999995,4618803.2905,4099315.0188999996,3084047.0637999997,3082756.7952,10644333.2065,0.372403
11140670,2022,4,2022Q4,28413194.685599998,13224542.8503,15188651.8583,1749930.5564000001,1130835.3352,4595831.2452,6153749.6491,4622613.2368,4066487.0974000003,3037420.421,3056327.1675,10749580.894299999,0.378331
11140670,2023,1,2023Q1,28207167.8864,13127950.0203,15079217.860199999,1973502.8283000002,1122105.1385,4510160.3925,6133838.6205,4558035.0956,3939769.8251,2970722.704,2999033.276,10643999.013,0.377351
11140670,2023,2,2023Q2,29248519.115099996,13701184.813099999,15547334.293499999,1957728.2963,1210825.7429,4750591.8063,6251796.8267,4711035.3048,4114800.9225,3036281.3141,3215458.893,11002388.633000001,0.376169
11140670,2023,3,2023Q3,29799420.9582,14006940.8574,15792480.1515,2044629.5395,1212548.3953,4796715.6246,6379275.507,4849182.9599,4125761.6588,3116441.3362,3274865.9875999996,11175991.1316,0.375041
11140670,2023,4,2023Q4,29043828.030100003,13621099.0511,15422728.9035,1895437.1310999999,1187025.7541,4619617.1182,6209194.108200001,4679922.5419,4100480.4009000002,3114683.3006,3237467.5996,10828811.226400001,0.372844
11140670,2024,1,2024Q1,28692783.0726,13437239.5315,15255543.5264,1999994.8695999999,1172721.0734,4492080.9471,6033475.1399,4633167.0896000005,4026550.8192999996,3127580.0698,3207213.0492000002,10525556.087000001,0.366836
11140670,2024,2,2024Q2,26830199.9358,12476455.6511,14353744.2586,1661305.3023,1081849.6224,4504861.3207,5669731.9321,4382097.9209,3704453.8745,2870447.7309,2955452.2059,10174593.252799999,0.379222
11140670,2024,3,2024Q3,26559536.2801,12505848.2893,14053688.0091,1818309.4805,1057782.9965,4314889.6525,5766459.452,4349833.2663,3630323.3926999997,2751196.3628000002,2870741.6951,10081349.1045,0.379575
11140670,2024,4,2024Q4,27671014.4134,12951537.5334,14719476.832899999,1809492.2428000001,1083073.6383,4535932.6779000005,6057956.847999999,4652732.3651,3699496.2133,2858990.5845999997,2973339.7963,10593889.525899999,0.382852
11140680,2020,1,2020Q1,19254376.3211,9700227.1963,9554149.094,1065915.1561,898859.51,2654668.8975,3969862.0168,3653135.5662000002,3023225.4552,2058834.7332000001,1929874.9553,6624530.9143,0.344053
11140680,2020,2,2020Q2,19271095.2462,9712768.7153,9558326.5405,1010304.2668,943725.1536000001,2625655.3926,4014211.2929000002,3770079.6295999996,2982944.449,2020060.6645,1904114.4068,6639866.6855,0.344551
11140680,2020,3,2020Q3,20360192.264399998,10212695.547899999,10147496.7422,1105972.9022,960428.5652000001,2792050.8983,4267611.647700001,4029513.7854000004,3153845.3196,2095319.8051999998,1955449.3665,7059662.546,0.346739
11140680,2020,4,2020Q4,20088366.0099,10052846.739599999,10035519.2315,1037768.6211,897172.9759,2659670.5165999997,4296737.0018,4110681.2461,3107648.4796,2021747.9393,1956939.1907000002,6956407.5183999995,0.34629
11140680,2021,1,2021Q1,19711105.2021,9748281.0801,9962824.1441,1042853.5172,871328.0128,2563418.476,4258378.5178,4066753.3397999997,3107225.6922,1923859.4834,1877288.185,6821796.993799999,0.346089
11140680,2021,2,2021Q2,20896700.220399998,10442929.8094,10453770.4365,1009699.8286,954071.2479999999,2770957.6699,4551274.2731,4311338.232799999,3368046.4453,2021882.2922999999,1909430.2559000002,7322231.943,0.350401
11140680,2021,3,2021Q3,19727645.637000002,9836201.0678,9891444.5244,996759.8228,892360.8703999999,2555093.7822,4202949.9922,4075416.6891,3235304.5294000003,1906850.7519,1862909.1542,6758043.7743999995,0.342567
11140680,2021,4,2021Q4,20452595.6116,10201706.315299999,10250889.321899999,943228.81,940638.1434,2721125.2205999997,4419463.964,4247112.891,3382530.9868,1969981.9978,1828513.6236,7140589.184599999,0.349129
11140680,2022,1,2022Q1,19790690.793700002,9906159.3069,9884531.5273,981250.4749,888013.3844000001,2580057.7678,4289324.7172,4095338.0836,3225754.0275,1960224.8848,1770727.494,6869382.484999999,0.347102
11140680,2022,2,2022Q2,20912450.9971,10363751.8666,10548699.1079,1064957.9002999999,1022232.7944,2805042.0258,4428074.4339000005,4298463.1212,3357541.3795999996,2103553.207,1832586.1123,7233116.4597000005,0.345876
11140680,2022,3,2022Q3,19167551.6611,9474955.4276,9692596.2327,959079.6135,895426.3193999999,2576673.8453,4029883.8216,3901437.0738,3094950.7277,1945084.1315,1765016.1275,6606557.6669,0.344674
11140680,2022,4,2022Q4,18755994.5727,9330294.4367,9425700.2045,872299.327,837958.9838,2510486.2175000003,3867635.1251,3806112.9464,3104612.4529,1938201.1312000002,1818688.4573,6378121.3426,0.340058
11140680,2023,1,2023Q1,18552471.6951,9212599.4367,9339872.2343,913942.54,821360.7889,2472008.6064999998,3789128.755,3796549.8334,3029406.1853,1899663.3062999998,1830411.6556000002,6261137.3615,0.337483
11140680,2023,2,2023Q2,18583014.1176,9196865.4661,9386148.618900001,867719.2741,855019.3251,2378567.3098,3904806.1920999996,3825236.7301,3025654.3356,1862658.7933999998,1863352.1247999999,6283373.5019,0.338125
11140680,2023,3,2023Q3,18351618.9054,8953166.2065,9398452.7162,794249.5147,806802.0332,2335167.8681,3864374.5719,3754013.1409,3030387.1926,1855836.2650000001,1910788.3363,6199542.4399999995,0.33782
11140680,2023,4,2023Q4,19141634.596699998,9315729.2681,9825905.3331,840486.7829999999,842412.2041,2418201.198,3979559.041,3889116.9483000003,3160999.3749,1962227.7425000002,2048631.3094000001,6397760.239,0.334233
11140680,2024,1,2024Q1,19682657.6487,9625518.8735,10057138.746,899415.321,905588.3147,2521024.7076,3957200.0930999997,4003908.8373,3222996.2248,2003360.9451000001,2169163.1759,6478224.8007,0.329134
11140680,2024,2,2024Q2,17629493.1439,8550502.4682,9078990.6431,704820.4802,805142.6152000001,2306626.3429,3708929.6924,3718395.2874,2887371.7321,1698506.6192,1799700.3419,6015556.0353,0.341221
11140680,2024,3,2024Q3,17427519.5243,8481819.3022,8945700.1459,701213.3957,780698.6454,2303612.2024,3575039.3929000003,3631664.7833000002,2896776.6998,1691465.9278,1847048.4008,5878651.5953,0.33732
11140680,2024,4,2024Q4,17591736.9142,8512111.3417,9079625.5687,682491.7098,764564.6327,2276300.8172,3675440.2327,3619581.4317,2951766.745,1726281.2524,1895310.0888999999,5951741.0499,0.338326
11170510,2020,1,2020Q1,32360173.868,15416248.464899998,16943925.4344,1486556.8334,2123651.7173,4893153.4468,6022717.2793000005,5497338.7914,4788875.0454,3742110.4975,3805770.2882,10915870.726100001,0.337324
11170510,2020,2,2020Q2,32331267.9479,15324604.5002,17006663.449699998,1425606.8813999998,2203272.1233,4853072.8991,6098769.7828,5519510.1449,4828685.563200001,3738957.8830000004,3663392.6722,10951842.6819,0.338738
11170510,2020,3,2020Q3,32392347.5734,15410295.375500001,16982052.1852,1509209.241,2263534.7753,4862143.7588,6139721.7062,5503886.6172,4823792.5651,3695926.4167,3594132.4804,11001865.465,0.339644
11170510,2020,4,2020Q4,32400571.797799997,15652838.8388,16747732.9145,1545725.7127,2247927.7285,4648033.7659,6103889.506899999,5644740.2073,4889381.3234,3671059.7843,3649813.7243,10751923.272799999,0.331844
11170510,2021,1,2021Q1,31350590.7046,15228321.6221,16122269.022400001,1541436.637,2140733.3423,4526042.4651,5829541.1125,5530377.2841,4726253.8079,3539990.9993000003,3516214.9962999998,10355583.577599999,0.330315
11170510,2021,2,2021Q2,31719398.7901,15274626.593600001,16444772.315299999,1770972.6148,2252832.4716,4486436.0678,5947691.3012,5543077.514,4703598.908,3508505.1742000002,3506284.8573000003,10434127.368999999,0.328951
11170510,2021,3,2021Q3,30541831.5844,14709724.707199998,15832106.8101,1768217.922,2271357.1821,4233066.3898,5730814.0285,5266138.9183,4495411.4722,3378222.1033,3398603.5011,9963880.4183,0.326237
11170510,2021,4,2021Q4,30322285.3883,14507794.946600001,15814490.4602,1686872.8639,2190077.1318,4048714.7632,5796611.4629,5213994.004,4538167.7079,3433210.1793,3414637.2938,9845326.2261,0.324689
11170510,2022,1,2022Q1,29798267.4344,14229590.8849,15568676.509,1693738.4432,2172804.1104,4001207.4962,5619852.801,5018990.5656,4481103.2563000005,3392944.8264999995,3417625.8947,9621060.2972,0.322873
11170510,2022,2,2022Q2,29849125.789499998,14286655.1541,15562470.6266,1716771.0225,2180847.759,3989675.9787,5609201.7972,5099083.9515,4439801.29,3399026.7174,3414717.2643999998,9598877.775899999,0.32158
11170510,2022,3,2022Q3,29737785.6721,14281221.2427,15456564.4444,1775916.2918000002,2168654.7942,4028680.1357,5530200.989899999,5158548.5774,4362362.6253,3342935.0343,3370487.2385,9558881.125599999,0.321439
11170510,2022,4,2022Q4,30049451.9703,14351806.8211,15697645.067,1771799.9813,2200031.9188,4004283.8508,5655747.4895,5091536.0327,4493037.4125,3470504.9214,3362510.2811000003,9660031.340300001,0.321471
11170510,2023,1,2023Q1,29108255.4252,13844958.6733,15263296.793499999,1739786.8676,2139212.5974,3846511.5376,5438250.8627,4853166.6633,4342048.9074,3383138.7972999997,3366139.2335,9284762.4003,0.318974
11170510,2023,2,2023Q2,27066989.5089,12932753.855099998,14134235.6848,1566984.4525000001,1961645.425,3432417.0954,5125876.3877,4600408.5425,4151160.5339,3142859.6437,3085637.4592,8558293.4831,0.316189
11170510,2023,3,2023Q3,27016588.346100003,12936098.781,14080489.4866,1500281.7887,1961966.4902,3435158.2464,5118185.0415,4628372.279200001,4138431.6890000002,3167832.9049,3066359.8277,8553343.2879,0.316596
11170510,2023,4,2023Q4,27307090.4558,13074400.9483,14232689.5209,1555750.3155,2046694.7484,3426663.0762,5120914.1646,4717396.722,4222914.6658,3172003.7314,3044753.0453,8547577.2408,0.313017
11170510,2024,1,2024Q1,28444237.6383,13611803.216699999,14832434.4093,1612244.5898,2156973.5217,3617299.8362,5276466.8394,4783737.0472,4382827.8848,3379534.993,3235152.9139,8893766.6756,0.312674
11170510,2024,2,2024Q2,27751897.014200002,13405724.417399999,14346172.662099998,1710630.1648,2182148.427,3491616.3381,5357888.9721,4568052.2938,4182443.4385,3238236.4408,3020881.0044,8849505.3102,0.318879
11170510,2024,3,2024Q3,27808483.2028,13353190.8587,14455292.361,1656312.0236,2215324.5467999997,3514542.6062000003,5449925.3521,4530915.6458,4133526.0549,3262549.2894,3045387.7009,8964467.9583,0.322365
11170510,2024,4,2024Q4,27965699.57,13406417.3901,14559282.191,1727949.4653,2165212.4737,3470672.2464,5524893.281,4616253.2415,4133322.6543,3260853.5425000004,3066542.6764,8995565.5274,0.321664
11170520,2020,1,2020Q1,26007278.0928,12607846.2364,13399431.8684,1071204.9293,1560980.2231,4662963.1746000005,5644010.686,4139877.9082,3050712.2119,2689328.1134,3188200.8583,10306973.8606,0.396311
11170520,2020,2,2020Q2,25237650.2526,12176587.149,13061063.0788,1008755.1989,1606374.0507,4295027.8974,5529555.9368,4163412.3176,2973179.552,2601845.9619,3059499.3125,9824583.8342,0.389283
11170520,2020,3,2020Q3,26029271.4301,12778265.552900001,13251005.8727,1070034.7806,1728693.6159,4611936.8745,5565877.2272,4283062.2969,2987693.2764,2628967.625,3153005.7291,10177814.1017,0.391014
11170520,2020,4,2020Q4,25886324.736500002,12717681.4516,13168643.3152,1048737.6003,1630927.1258999999,4510386.396,5580972.2866,4368469.1517,3016132.9383,2640904.1929,3089795.0751,10091358.682599999,0.389834
11170520,2021,1,2021Q1,25820201.3661,12676067.4067,13144133.9351,974128.0823,1517540.6723,4557785.4388999995,5592821.201400001,4398470.4413,3041461.6941,2679620.9087,3058372.9028,10150606.6403,0.393127
11170520,2021,2,2021Q2,26302480.8623,12808584.995000001,13493895.942,1064930.9138,1766528.8780999999,4711909.2714,5717622.2158,4326946.4561,3116247.8397,2646018.3672,2952276.9949,10429531.4872,0.396523
11170520,2021,3,2021Q3,26716534.077299997,12981813.3974,13734720.7297,1016475.0469,1740046.9063,4746884.3153,5836256.3654,4292462.7206999995,3242520.4313000003,2777191.9108,3064696.4304,10583140.6807,0.396127
11170520,2021,4,2021Q4,27440039.264,13260840.2165,14179198.9791,1126754.9592,1879409.0136,4871384.5754,5938953.9838,4381848.809,3319805.0724,2824872.0032,3097010.779,10810338.5592,0.393962
11170520,2022,1,2022Q1,26490668.9112,12820339.1267,13670329.851300001,1031504.8006,1639507.0827000001,4747863.4342,5842667.4957,4312156.9721,3225552.6935,2741062.0519,2950354.4473,10590530.9299,0.399783
11170520,2022,2,2022Q2,27846113.732,13570363.9626,14275749.772,1324993.1310999999,2234774.5084,4862543.0677000005,5997602.8282,4477984.670299999,3234429.0571,2725789.537,2987996.9348,10860145.8959,0.390006
11170520,2022,3,2022Q3,26895914.8724,13282548.0218,13613366.8585,1184008.2729,1963184.8041,4927915.8389,5745109.3658,4436361.769400001,3155358.5429,2643282.6639,2840693.6223999998,10673025.2047,0.396827
11170520,2022,4,2022Q4,25510595.1439,12651080.6793,12859514.4972,1125473.4745,1750635.6634,4590085.313200001,5405477.1217,4431122.9015999995,3051224.0612,2535212.7199,2621363.921,9995562.4349,0.39182
11170520,2023,1,2023Q1,24718671.722400002,12128051.8393,12590619.865,1026992.9867,1572244.2244,4444430.1621,5390130.2151,4320070.8174,2961119.5415,2433342.0608,2570341.6963,9834560.3772,0.39786
11170520,2023,2,2023Q2,27030004.4221,13193792.3411,13836212.0396,1351968.0263,2186094.1714,4659703.130799999,5753330.2028,4523418.7206999995,3236836.2997000003,2579162.3445,2739491.4845000003,10413033.3336,0.38524
11170520,2023,3,2023Q3,27238684.6936,13217196.037500001,14021488.6745,1287473.4443,2167364.1278,4810690.2666,5673062.3075,4596633.6239,3235687.2994,2578269.2481,2889504.3944,10483752.574099999,0.384885
11170520,2023,4,2023Q4,27106521.575999998,13208127.702,13898393.8443,1362026.1567,2124438.734,4777311.4435,5592089.5613,4648038.0527,3279189.8835000005,2532103.0127,2791324.7018999998,10369401.0048,0.382543
11170520,2024,1,2024Q1,25158290.7181,12286542.1243,12871748.642900001,1246206.8571000001,1801213.2539,4447606.1698,5178295.9018,4408497.1208999995,3077322.2419,2372084.7841,2627064.4377,9625902.071600001,0.382614
11170520,2024,2,2024Q2,27012817.0696,13052088.504999999,13960728.591200002,1491767.6608,2245352.7108,4781403.1267,5592272.2461,4691784.3291,3225732.5116,2325844.4133,2658660.0978,10373675.3728,0.384028
11170520,2024,3,2024Q3,26305632.0409,12764169.2173,13541462.8502,1410763.1729000001,2167964.6333,4596376.2917,5428456.0141,4592827.8234,3143715.9839,2338399.0355,2627129.1127,10024832.3058,0.381091
11170520,2024,4,2024Q4,27323273.0806,13233965.7652,14089307.318599999,1462874.3418999999,2279124.3368,4917267.6328,5561843.4802,4789568.651000001,3252872.8536,2337182.7939999998,2722538.9935,10479111.113,0.383523
11170530,2020,1,2020Q1,33851810.022300005,17915491.8334,15936318.2248,679249.3482,1383153.53,6810624.7917,7094742.286800001,6397178.1262,5106504.771,3407445.9041,2972911.3002000004,13905367.0785,0.410772
11170530,2020,2,2020Q2,31417809.2153,16737617.520399999,14680191.6866,505014.5738,1297401.2736,6293631.0071,6569429.4738,5922270.268999999,4868679.5808999995,3217717.4554000003,2743665.5734,12863060.4809,0.409419
11170530,2020,3,2020Q3,31499398.3926,16716863.4805,14782534.855700001,561867.3011,1340503.3712,6328998.9201,6485156.306299999,5858435.4595,4945698.8228,3245559.5475000003,2733178.6077,12814155.2264,0.406806
11170530,2020,4,2020Q4,30608670.3101,16421492.8118,14187177.4943,596674.8674999999,1298664.8385,5880932.2697,6377795.3684,5739887.939300001,4827670.6606,3191527.1103,2695517.2518,12258727.6381,0.400499
11170530,2021,1,2021Q1,29362036.6676,15790336.7259,13571699.9579,648183.0973,1265164.7388,5523194.8393,6076902.1505,5557180.3843,4674727.565400001,3055839.4243,2560844.4839,11600096.9898,0.395071
11170530,2021,2,2021Q2,31838504.7056,16812507.8515,15025996.828,688685.6718,1362746.1450999998,6030384.0778,6566241.51,6012390.7436999995,5068330.8398,3345075.5702,2764650.1211,12596625.5878,0.395641
11170530,2021,3,2021Q3,31019340.701899998,16486067.4503,14533273.2474,701908.9566,1268572.376,5757451.8572,6284102.625899999,5751287.6615,5066557.380799999,3340446.4605,2849013.3792,12041554.4831,0.388195
11170530,2021,4,2021Q4,33572674.1183,17803614.6449,15769059.4965,716181.0149000001,1425216.6767,6485837.1699,6881311.7869,6172880.1746000005,5380200.0211,3531040.345,2980006.9523,13367148.956799999,0.398156
11170530,2022,1,2022Q1,32003715.0423,17240303.0636,14763411.989799999,774654.1411,1481055.9638999999,6192258.6175999995,6459973.096,5851929.1973,5014711.909,3378307.3726999997,2850824.7558,12652231.713599999,0.395336
11170530,2022,2,2022Q2,36623623.1134,19319623.9588,17303999.1884,913979.1555,1840170.3741000001,6987176.211999999,7465210.0481,6684503.9531,5727517.5758,3850262.1678,3154803.6607999997,14452386.2601,0.394619
11170530,2022,3,2022Q3,36455884.7838,19291189.6041,17164695.2115,954157.7963,1737080.1949,7150931.036400001,7541229.015699999,6560542.207,5631423.103,3775274.9845000003,3105246.4778,14692160.052099999,0.403012
11170530,2022,4,2022Q4,37717850.0624,19825970.006,17891880.0721,920910.2366,1726932.0892,7230670.1827,7893208.7544,6814558.188399999,5958311.7162,3949134.8277,3224124.0829,15123878.9371,0.400974
11170530,2023,1,2023Q1,36985780.4277,19568055.2817,17417725.0939,950824.8123999999,1738927.2642,7067029.211999999,7824275.262599999,6639719.7402,5740955.241,3859554.9206999997,3164493.9225,14891304.474599998,0.402622
11170530,2023,2,2023Q2,37263673.546399996,19405294.6079,17858378.9016,969965.6762999999,1773066.9448,6999892.9945,7903543.2999,6660236.3642,5775185.550799999,3958438.2022,3223344.4768,14903436.2944,0.399945
11170530,2023,3,2023Q3,37375943.4159,19518508.1229,17857435.3108,986057.0828,1713555.5444,7141227.9568,7902035.1053,6673874.9059999995,5836998.3509,3856358.4553,3265836.0322,15043263.0621,0.402485
11170530,2023,4,2023Q4,37471445.206,19563216.9278,17908228.2452,981140.7331000001,1750818.6178,6999963.6829,7828823.7389,6732315.3619,5998446.5405,3952110.7789000003,3227825.719,14828787.4218,0.395736
