행정동,업종,연도,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수,연령대_20_매출_금액,연령대_20_매출_건수,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액
송파1동,PC방,2020,307700198,61891,205289063,102411135,41712,20179,170181594,37706,40114602,41706410,39970264,40602894,42894893,50796611,51614524
송파1동,PC방,2021,255296844,46822,160374998,94921846,29082,17740,161772154,30732,33992325,31754349,34066979,24961176,35600169,46805060,48116786
송파1동,가구,2020,4674435939,6007,2462088562,2212347377,3910,2097,260045679,276,502739424,638558474,565382963,415453654,339954047,980189217,1232158160
송파1동,가구,2021,3762955977,4016,1792630015,1970325962,2414,1602,242510554,187,384803562,298953139,363148422,351426097,394298795,949146738,1021179224
송파1동,가구,2022,1300636751,2039,746257521,554379230,1289,750,114290069,183,112777140,147795769,165166959,196799328,123718325,315297602,239081628
송파1동,가구,2023,1533604747,1606,862164357,671440390,970,636,162856667,140,239239966,228980674,105150247,119036550,169756920,360782068,310658322
송파1동,가구,2024,1549587586,1514,817365783,732221803,911,603,77589306,86,150689929,141752731,123333577,84863757,316725789,297441688,434780115
송파1동,가방,2020,582334286,520,286859523,295474763,399,121,0,0,23677512,73697748,20853588,5647847,162982828,268517351,26957412
송파1동,가전제품,2020,15523239152,43992,14068487734,1454751418,39480,4512,432402205,1880,2680893669,2052970468,3273472692,2767374110,3293776795,1454751418,0
송파1동,가전제품,2021,8488619285,26696,8105097330,383521955,25192,1504,992645062,1880,1725848799,1376167019,2068010546,1618688254,1316382712,383521955,0
송파1동,가전제품수리,2020,569977854,6528,551838514,18139340,6015,513,31965874,605,75995369,118365390,122066149,95344856,140066750,18139340,0
송파1동,가전제품수리,2021,981977596,7311,923240021,58737575,6581,730,26201216,364,121585327,131383810,381213444,158425618,130631822,58737575,0
송파1동,가전제품수리,2022,675757539,6565,617020714,58736825,5911,654,46219470,374,101769158,108624406,126162249,131767879,148697022,58736825,0
송파1동,가전제품수리,2023,1111036953,7485,1059327616,51709337,7004,481,28294903,443,112905034,211239575,335242434,226390076,173550497,51709337,0
송파1동,가전제품수리,2024,777488422,6457,739025364,38463058,6101,356,10659031,138,183019522,96744024,173160224,119122089,166979505,38463058,0
송파1동,골프연습장,2020,422693355,9906,297868565,124824790,6649,3257,9066953,302,75083609,64141011,48931568,49949494,59762883,72729367,52095423
송파1동,골프연습장,2021,813965188,20150,542288608,271676580,13209,6941,39944898,1213,137018983,95857760,107535819,104500529,97375517,162213520,109463060
송파1동,골프연습장,2022,965275521,22967,646727533,318547988,14988,7979,55159840,1522,146741113,122239658,134349239,127702605,115694918,173096184,145451804
송파1동,골프연습장,2023,919314794,21142,616722103,302592691,13151,7991,42789958,1180,149754934,126507261,129951904,92663652,117844352,171528017,131064674
송파1동,골프연습장,2024,859510940,16733,635061176,224449764,11379,5354,14419058,453,132032184,128867122,138409086,86248860,149503924,110918142,113531622
송파1동,네일숍,2020,150361586,1263,118509597,31851989,910,353,5758469,126,6499256,31549981,42564353,11045778,26850229,21236512,10615477
송파1동,네일숍,2021,190978370,1915,144719472,46258898,1453,462,18150483,312,9678441,20055452,19857538,28617906,66510135,43237586,3021312
송파1동,네일숍,2022,92330828,1392,66287109,26043719,997,395,19869072,392,11990580,15805999,14888670,12298297,11303563,21198298,4845421
송파1동,네일숍,2023,53987212,986,41804719,12182493,733,253,6171575,196,9151784,7300410,10878343,9642973,4831209,9590303,2592190
송파1동,네일숍,2024,181946462,836,117464734,64481728,625,211,2281098,58,5909327,18486299,4725984,47282656,41060468,63941991,539737
송파1동,노래방,2020,1281996397,11945,848919190,433077207,8015,3930,97272980,1921,95056180,177648668,201549256,179787917,194877169,257180745,175896462
송파1동,노래방,2021,1792169385,15582,1255540220,536629165,10268,5314,194267146,3250,203419718,248477903,275040205,230398254,298204140,241829816,294799349
송파1동,노래방,2022,1944257570,21450,1275055147,669202423,13572,7878,171884138,4195,195087906,261121104,266738417,245901990,306205730,358048453,311153970
송파1동,노래방,2023,2623220464,78773,1701292627,921927837,44128,34645,290331174,38445,247685618,292678059,416800210,306099813,438028927,528814924,393112913
송파1동,노래방,2024,2510783183,126476,1599164875,911618308,72841,53635,383955894,64337,204893536,343235063,328087091,369835002,353114183,524858233,386760075
송파1동,당구장,2020,688466744,9590,515814817,172651927,6615,2975,119495731,1680,67047377,125162950,164690155,97937984,60976351,93831659,78820268
송파1동,당구장,2021,515612319,16301,344417569,171194750,10753,5548,72047325,2992,49102723,135017436,67189103,45971219,47137088,121682111,49512639
송파1동,당구장,2022,626982850,19980,466371476,160611374,13403,6577,105710511,3360,73466360,84866213,106687407,102406503,98944993,97313969,63297405
송파1동,당구장,2023,849163178,25168,698613714,150549464,17446,7722,129841846,2944,111475102,115522951,136200973,216090182,119324506,78718792,71830672
송파1동,당구장,2024,877477851,22343,729559616,147918235,15792,6551,71481800,2076,99120013,83786896,266934414,192686454,87031839,88846362,59071873
송파1동,문구,2020,5826842737,202732,5580292790,246549947,184772,17960,192874419,29671,1058546662,1120066710,1114032261,1175307089,1112340068,241479183,5070764
송파1동,문구,2021,6786197684,228589,6506525207,279672477,207329,21260,176097084,25688,1249665303,1256119528,1422420103,1364842837,1213477436,262131304,17541173
송파1동,문구,2022,5884208457,177508,5620868656,263339801,158463,19045,114770353,14455,1055087507,1099038866,991220852,1428994377,1046527054,235488739,27851062
송파1동,문구,2023,5060985196,163162,4846102816,214882380,146531,16631,101200758,13286,1086782730,962269469,874006996,964928888,958114733,211378388,3503992
송파1동,문구,2024,3983465733,131078,3825971451,157494282,119861,11217,117677774,10522,760218256,978962373,772339229,686983925,627467668,155290690,2203592
송파1동,미용실,2020,3477157414,85628,2117612768,1359544646,54977,30651,811695758,20332,387449898,388686544,392440082,446785396,502250848,912345801,447198845
송파1동,미용실,2021,4703235042,108676,2803613566,1899621476,68290,40386,1106413091,22609,433726859,492193740,547708915,628891567,701092485,1202661816,696959660
송파1동,미용실,2022,4829740099,110673,2958254941,1871485158,71268,39405,1005125569,22620,400560435,491433513,602014699,700934821,763311473,1145323741,726161417
송파1동,미용실,2023,4910993390,117708,2992205272,1918788118,75977,41731,881723378,21248,452900128,574754908,553395969,675416984,735737283,1198845002,719943116
송파1동,미용실,2024,4982994850,117607,3089290142,1893704708,76336,41271,759122133,17160,472199584,581035957,581297089,710648816,744108696,1124911544,768793164
송파1동,반찬가게,2020,87440655,2945,62441752,24998903,2110,835,21176945,730,13549167,10210647,12658622,13026758,12996558,13449583,11549320
송파1동,반찬가게,2024,1372910890,316037,890460431,482450459,204952,111085,301806714,92945,185658355,155520605,158718105,181438019,209125347,254838930,227611529
송파1동,분식전문점,2020,736820503,42169,444097341,292723162,27127,15042,320196619,16079,28985161,79664674,106544231,101922512,126980763,141917080,150806082
송파1동,분식전문점,2021,1632071634,85684,975088722,656982912,55999,29685,695785929,28688,198944834,132933424,205899094,203802902,233508468,345891013,311091899
송파1동,분식전문점,2022,2006196278,93586,1190645218,815551060,60111,33475,831684807,30249,246277785,176193734,246596822,239122499,282454378,408949559,406601501
송파1동,분식전문점,2023,1973627325,83117,1159284978,814342347,52244,30873,774244256,27403,227517577,158135515,238838573,240591081,294202232,434051518,380290829
송파1동,분식전문점,2024,2179734868,96149,1326223072,853511796,61184,34965,707838232,27351,259899420,189149106,280567656,283783825,312823065,456051811,397459985
송파1동,서적,2020,190546372,3228,174978355,15568017,2615,613,2802595,106,57099991,12189279,14183982,13404442,78100661,15568017,0
송파1동,서적,2021,140159555,3370,110477247,29682308,2685,685,4419972,210,8317194,31028777,24427993,33337397,13365886,29682308,0
송파1동,서적,2022,91729931,368,87846305,3883626,335,33,0,0,410465,22952522,33311688,7427831,23743799,3883626,0
송파1동,서적,2023,44070411,1166,31331718,12738693,885,281,568197,30,2054861,5988688,10694859,5698067,6895243,12738693,0
송파1동,서적,2024,38034995,462,37592956,442039,459,3,0,0,6062704,12617307,2210195,14018944,2683806,442039,0
송파1동,섬유제품,2021,1327815166,1643,947552996,380262170,1188,455,37083981,74,210394832,129981421,201010314,283562246,122604183,294439243,85822927
송파1동,섬유제품,2022,1012821745,1077,779135902,233685843,812,265,49949852,38,294779810,69172977,214360773,165195232,35627110,90325983,143359860
송파1동,섬유제품,2023,1373034995,1137,853313364,519721631,828,309,56761196,38,400932625,196022018,127694492,104169750,24494479,254455369,265266262
송파1동,섬유제품,2024,422976679,531,351183299,71793380,411,120,2648856,38,2377927,218165366,95487071,4123481,31029454,33471805,38321575
송파1동,세탁소,2020,223724199,15278,176801314,46922885,12394,2884,37592537,2675,30658809,28457353,60900756,29638441,27145955,46922885,0
송파1동,세탁소,2021,430617938,31877,343824338,86793600,25445,6432,57984615,4886,59931845,53593262,103833154,67598405,58867672,82326704,4466896
송파1동,세탁소,2022,508880529,35208,397367511,111513018,27484,7724,62387512,5456,86159545,67769928,108543082,60077737,74817219,95527852,15985166
송파1동,세탁소,2023,505870574,31526,360520341,145350233,22497,9029,68956342,4930,71719629,59049895,93222350,60880911,75647556,111354435,33995798
송파1동,세탁소,2024,459147769,29625,335891238,123256531,21099,8526,49450535,4313,59852312,70544767,79447651,69857967,56188541,94462608,28793923
송파1동,수산물판매,2020,912825447,5464,775482490,137342957,4868,596,3368083,37,176075915,130681636,99732691,197407111,171585137,117321572,20021385
송파1동,수산물판매,2021,6619790964,131020,3517291395,3102499569,66511,64509,52776269,1149,659917608,637543133,698518719,605669090,915642845,1985943211,1116556358
송파1동,수산물판매,2022,3600398823,62106,1983373222,1617025601,31010,31096,18445814,477,285266333,315618415,240157920,485437041,656893513,992004756,625020845
송파1동,수산물판매,2023,658647421,3969,598770383,59877038,3669,300,0,0,146324512,125928895,105533281,121812350,99171345,22079657,37797381
송파1동,수산물판매,2024,614488104,3143,548997593,65490511,2694,449,0,0,159422613,37048917,52392409,125180432,174953222,22079658,43410853
송파1동,슈퍼마켓,2020,11269325696,858228,8108193168,3161132528,619510,238718,1172573434,145322,1626759983,1618074894,1626055959,1623977675,1613324657,1868665209,1292467319
송파1동,슈퍼마켓,2021,13738967856,1185302,9909329455,3829638401,854439,330863,1627148022,215205,1970993189,1883834551,1960500862,1924632295,2169368558,2370045483,1459592918
송파1동,슈퍼마켓,2022,6574725577,797441,4563532369,2011193208,556803,240638,1001239161,149892,949761123,882001950,903928433,849281136,978559727,1082237607,928955601
송파1동,슈퍼마켓,2023,8336012975,785200,5928514455,2407498520,559936,225264,814650175,114007,1233368995,1111939153,1170565110,1166278096,1246363101,1386063821,1021434699
송파1동,슈퍼마켓,2024,10079524482,755028,7311982810,2767541672,551037,203991,634037795,72050,1498074031,1455990490,1380771365,1401970709,1575176215,1725944745,1041596927
송파1동,스포츠 강습,2020,563406753,1641,436957067,126449686,1432,209,178143905,508,42042894,86489503,150101381,86835764,71487525,79327936,47121750
송파1동,스포츠 강습,2021,2040403909,7383,1777865028,262538881,6528,855,306988758,972,394831667,312654286,274781481,378625965,416971629,194453962,68084919
송파1동,스포츠 강습,2022,1310272743,2961,1155801260,154471483,2592,369,218597818,675,278979302,342184147,312146732,198288985,24202094,31723293,122748190
송파1동,스포츠 강습,2023,1939087038,5833,1597745832,341341206,4713,1120,318468417,1104,382814615,309416013,251676339,461736476,192102389,187513043,153828163
송파1동,스포츠 강습,2024,2565591701,6058,2402296927,163294774,5743,315,361636190,669,387696334,330961550,721198468,528383623,434056952,121271637,42023137
송파1동,스포츠클럽,2020,711969188,2468,666843322,45125866,2314,154,200096220,1001,186184304,139860156,133404952,83163106,124230804,45125866,0
송파1동,스포츠클럽,2021,1674580021,9503,1357148343,317431678,6612,2891,620814985,4411,368920154,273390326,216279364,217042281,281516218,221419790,96011888
송파1동,스포츠클럽,2022,1854849215,9101,1559562130,295287085,6515,2586,642549567,3895,320840607,472364777,180197559,283880749,302278438,210208291,85078794
송파1동,스포츠클럽,2023,2016732176,9119,1750287568,266444608,6860,2259,478066268,2986,432949206,381495113,294874409,374914452,266054388,210831314,55613294
송파1동,스포츠클럽,2024,1689154678,7511,1410292123,278862555,5770,1741,398133740,2229,318765184,282334865,265505163,295361121,248325790,184365492,94497063
송파1동,시계및귀금속,2020,92904162,761,71736436,21167726,644,117,2449036,70,2628497,12203237,33483254,7920907,15500541,21167726,0
송파1동,시계및귀금속,2021,79141337,593,77590048,1551289,530,63,223069,44,28446954,4484903,16007325,16287275,12363591,1551289,0
송파1동,시계및귀금속,2022,102859490,550,86916214,15943276,442,108,2688792,14,9921341,31192700,11977463,16161408,17663302,15943276,0
송파1동,시계및귀금속,2023,104524398,459,95304740,9219658,406,53,332590,37,6203412,25938934,44341818,11549043,7271533,9219658,0
송파1동,시계및귀금속,2024,49243003,372,48735559,507444,339,33,131804,19,13912434,8092737,1391071,1899512,23439805,507444,0
송파1동,안경,2020,755356893,8213,574540893,180816000,6222,1991,125782325,1916,126126477,118598307,108022465,118395739,103397905,111564050,69251950
송파1동,안경,2021,730204474,8028,484627890,245576584,5698,2330,136257575,2080,101741945,89554720,82841369,88785224,121704632,155112699,90463885
송파1동,안경,2022,745108929,8415,527530544,217578385,6162,2253,122952078,2118,98863489,118486387,99786194,111049947,99344527,141616556,75961829
송파1동,안경,2023,807487233,8460,589094892,218392341,6346,2114,129346990,2031,125980884,101810696,127360296,107755645,126187371,127635757,90756584
송파1동,안경,2024,726194092,7673,535764624,190429468,5631,2042,115285690,1720,102679299,111265110,86951294,116451198,118417723,127760047,62669421
송파1동,애완동물,2020,248969020,6827,157720865,91248155,4675,2152,41235833,1432,29678625,31453840,30681960,40056877,25849563,55410776,35837379
송파1동,애완동물,2021,230428167,6100,153385641,77042526,4202,1898,33870516,1278,37002500,22689010,37222155,26629870,29842106,52644594,24397932
송파1동,애완동물,2022,152698026,4409,109408126,43289900,2990,1419,14796992,797,22009261,19368915,24379394,23632793,20017763,26917501,16372399
송파1동,애완동물,2023,33933519,900,24005250,9928269,630,270,2796981,136,5247551,4794757,2868990,4404324,6689628,7150848,2777421
송파1동,양식음식점,2020,3826362149,61278,2287087776,1539274373,36504,24774,1467488333,24645,284919753,428003979,477388623,479412229,617363192,823450581,715823792
송파1동,양식음식점,2021,4999919090,82910,2868306403,2131612687,50506,32404,1612605315,27017,391272437,500150021,593598306,595048136,788237503,1138935974,992676713
송파1동,양식음식점,2022,7101971588,148400,4257479346,2844492242,92244,56156,2401551502,57899,648317233,822178388,851321101,852061575,1083601049,1543956527,1300535715
송파1동,양식음식점,2023,7359830358,155655,4334591835,3025238523,92646,63009,2271647765,56304,794926527,791340696,833358827,817040283,1097925502,1600487502,1424751021
송파1동,양식음식점,2024,6767495193,137577,4058074205,2709420988,84523,53054,1965576293,46830,668937595,729576884,824776493,806251655,1028531578,1499157719,1210263269
송파1동,예술학원,2020,1961781891,5595,1718345966,243435925,5127,468,175339989,798,460891525,329589862,370002700,296903680,260958199,114939386,128496539
송파1동,예술학원,2021,3527661404,11231,2958705680,568955724,9782,1449,438919769,2013,547487444,665336015,507842146,729315529,508724546,420957161,147998563
송파1동,예술학원,2022,3511493825,11206,2946049620,565444205,9430,1776,439840029,1938,757441862,609892602,591617965,559843232,427253959,382582026,182862179
송파1동,예술학원,2023,3521778389,11837,2959633899,562144490,10279,1558,447190725,1634,777572224,495763910,589823044,531473207,565001514,444976587,117167903
송파1동,예술학원,2024,3065906349,10657,2503688155,562218194,9141,1516,257353340,858,683895617,410029853,528919392,309428577,571414716,448478871,113739323
송파1동,외국어학원,2020,105456088,493,105456088,0,493,0,0,0,17790511,41750920,9463037,22067803,14383817,0,0
송파1동,운동/경기용품,2020,732998294,1965,639223127,93775167,1593,372,354337,17,105308818,213576353,137092810,85359676,97885470,34866716,58908451
송파1동,운동/경기용품,2021,705140185,3189,504940037,200200148,2783,406,318903,36,109678171,115160375,143878355,78519430,57703706,142478724,57721424
송파1동,운동/경기용품,2022,725205569,4136,606839446,118366123,3746,390,117270799,1717,130732028,96067943,120367526,115522367,144149582,77989473,40376650
송파1동,운동/경기용품,2023,557637139,1648,472614084,85023055,1361,287,0,0,133762046,154667900,46364937,31376503,106442698,72001187,13021868
송파1동,운동/경기용품,2024,552782729,1630,411544184,141238545,1398,232,31004448,18,24378354,83091920,48880728,104812752,150380430,88991623,52246922
송파1동,육류판매,2020,1533028507,45512,1099685667,433342840,32173,13339,103140553,5375,214164264,179646341,250513863,225225127,230136072,213365821,219977019
송파1동,육류판매,2021,1985624736,51661,1425758702,559866034,37318,14343,130230138,5104,253168577,249820087,321475919,269375131,331918988,314026815,245839219
송파1동,육류판매,2022,1327081145,33745,1000505658,326575487,24392,9353,71545292,3329,181907782,142248041,199946995,186262041,290140799,209051556,117523931
송파1동,육류판매,2023,1279887742,31548,899435624,380452118,22669,8879,51067979,2466,151029673,163338432,195312181,160730569,229024769,258624352,121827766
송파1동,육류판매,2024,1265645812,32031,947056849,318588963,23114,8917,53603411,2378,174525061,180040407,153648009,216412450,222430922,219253366,99335597
송파1동,의료기기,2021,661413795,1191,570764740,90649055,1069,122,68720322,31,37062645,172186876,142073474,86865575,132576170,89722489,926566
송파1동,의료기기,2022,873350354,1283,823856280,49494074,1190,93,23164153,15,69909415,190023272,132962242,130491397,300469954,49494074,0
송파1동,의료기기,2023,671266280,1204,651808391,19457889,1127,77,23164153,15,95544410,155817537,129194207,102308345,168943892,19457889,0
송파1동,의료기기,2024,708112727,1113,706491237,1621490,1037,76,0,0,128561052,139139348,136900148,117905541,183985148,1621490,0
송파1동,의약품,2020,10445211717,572662,9359358077,1085853640,468030,104632,841160365,103133,2045477537,2001298138,1868139581,1667849150,1776593671,900603611,185250029
송파1동,의약품,2021,11343360408,529795,10359970308,983390100,444859,84936,692549899,85283,1886494789,1726511983,1810401790,2943367757,1993193989,846308004,137082096
송파1동,의약품,2022,28880660299,627363,26886292864,1994367435,520225,107138,782266199,86450,4737538089,5040599162,3713471870,8133766609,5260917134,1636210010,358157425
송파1동,의약품,2023,25615774587,625910,24071143802,1544630785,521643,104267,685635681,77751,3551649128,4263192108,5147692856,5562259846,5546349864,1340172896,204457889
송파1동,의약품,2024,24746023032,630263,22831818990,1914204042,520244,110019,672218147,76474,3213362817,4231748690,3468471451,6009123213,5909112819,1712871786,201332256
송파1동,인테리어,2020,132160503,2246,119724655,12435848,1887,359,0,0,14607814,3554125,47574119,4033394,49955203,12435848,0
송파1동,인테리어,2021,2303837790,33326,2073051973,230785817,27850,5476,2930850,611,607240941,335369551,271905623,223383162,635152696,188568403,42217414
송파1동,인테리어,2022,1895324896,31938,1684789353,210535543,27720,4218,30537923,517,210435108,270920069,437001992,618152698,148279486,144884727,65650816
송파1동,인테리어,2023,2601205940,34116,2211840138,389365802,27418,6698,0,0,338444828,320881318,396269685,810755373,345488934,389365802,0
송파1동,인테리어,2024,2798393665,28569,2161377889,637015776,23237,5332,0,0,448471279,243102248,240158094,775787400,453858868,555820994,81194782
송파1동,일반교습학원,2020,6707937448,18286,6254890340,453047108,16860,1426,194247277,695,1450301384,1271087236,1445550015,1190730116,897221589,445439624,7607484
송파1동,일반교습학원,2021,8606405411,23693,7651811381,954594030,21143,2550,97247153,638,1171437260,1611545231,1721324986,1642099014,1505404890,801940864,152653166
송파1동,일반교습학원,2022,8471285244,20992,7460065119,1011220125,18476,2516,73703517,207,1585069158,1472284598,1463507421,1268855805,1670348137,911809424,99410701
송파1동,일반교습학원,2023,8344176561,20015,7201737048,1142439513,17444,2571,242858263,593,1500337151,1338116783,1553605403,1250437855,1559239856,854124100,288315413
송파1동,일반교습학원,2024,9211298104,20230,8107514248,1103783856,18018,2212,4690736,18,1974247190,1789141976,1259971854,1599820156,1484333072,846486432,257297424
송파1동,일반의류,2020,1675531687,4767,1300222527,375309160,4005,762,42411837,152,213454528,291644966,284523371,284115074,226484588,208188878,167120282
송파1동,일반의류,2021,3005267809,56604,2237746057,767521752,43101,13503,153226939,4501,301879655,411733122,519796584,421229139,583107557,373351381,394170371
송파1동,일반의류,2022,1415565549,7808,1136635087,278930462,6969,839,28442983,157,319004996,264950513,240462870,177183824,135032884,196287693,82642769
송파1동,일반의류,2023,1378025080,8210,1059542727,318482353,7414,796,27832466,128,312888514,236601552,151563384,197956760,160532517,93293729,225188624
송파1동,일반의류,2024,1505791810,9594,1142140262,363651548,9008,586,12568952,50,186170247,286945185,214430849,273487169,181106812,60892774,302758774
송파1동,일반의원,2020,27894183270,609698,23751678378,4142504892,511351,98347,2932599194,74854,5404480586,4130051156,4740159970,4440198627,5036788039,3996686456,145818436
송파1동,일반의원,2021,39796171377,846691,33738626857,6057544520,713468,133223,4244963223,111078,6868666744,5942724515,6511970502,6691145708,7724119388,5852606809,204937711
송파1동,일반의원,2022,41146475009,1018943,34366186580,6780288429,848631,170312,4108556206,114270,7086273332,6353467444,6600646907,6141217182,8184581715,6495086572,285201857
송파1동,일반의원,2023,42171728090,934941,35941989528,6229738562,788616,146325,3749375807,84911,7081867910,6947381408,6354036270,7207391210,8351312730,5902089122,327649440
송파1동,일반의원,2024,40445633753,927023,33845667181,6599966572,772845,154178,2975357909,78571,7489360975,7023432772,5507949561,6075874906,7749048967,6228860342,371106230
송파1동,일식음식점,2020,709462984,24627,563031527,146431457,21236,3391,143957172,5892,96238185,106279240,109038375,118998111,132477616,96845817,49585640
송파1동,일식음식점,2021,2169333112,50846,1552938563,616394549,37940,12906,520538080,14990,269665303,230225020,311939891,343052185,398056164,412861533,203533016
송파1동,일식음식점,2022,2093677810,48100,1441120663,652557147,35147,12953,484384497,12753,283268611,207906998,282439155,275347599,392158300,428681097,223876050
송파1동,일식음식점,2023,1792470161,43346,1130538851,661931310,29846,13500,489361431,12530,227290798,208503166,226245131,209563749,258936007,391234707,270696603
송파1동,일식음식점,2024,2600195031,55443,1662352332,937842699,36666,18777,781388839,18686,300148874,298587766,341392411,316925004,405298277,500656711,437185988
송파1동,자동차미용,2020,653851129,13752,497012765,156838364,10747,3005,14198156,490,74563629,75159580,94664618,137320406,115304532,132025560,24812804
송파1동,자동차미용,2021,674059238,15805,545392452,128666786,12302,3503,25517628,768,77922024,86923988,110018329,149314548,121213563,94898697,33768089
송파1동,자동차미용,2022,520685123,11806,411099916,109585207,9143,2663,9487276,258,57287697,62964508,98451098,69171056,123225557,76740186,32845021
송파1동,자동차미용,2023,286510170,7255,217596793,68913377,5501,1754,10147977,246,48717913,37912550,54497344,36421264,40047722,50262445,18650932
송파1동,자동차미용,2024,136872434,2815,124204714,12667720,2546,269,0,0,28719148,27094424,19103727,31469248,17818167,12667720,0
송파1동,자동차수리,2020,3649385321,21939,3004369346,645015975,17147,4792,184780189,2153,562394126,610702419,581698549,694464020,555110232,645015975,0
송파1동,자동차수리,2021,4023157125,24912,3337904117,685253008,20054,4858,233227306,2080,661105911,626683969,571143084,619375601,859595552,675567736,9685272
송파1동,자동차수리,2022,4396281224,23203,3919848226,476432998,20366,2837,165868507,1455,691463705,783462987,879554183,613486291,951881060,465986573,10446425
송파1동,자동차수리,2023,4627437902,26353,4140802375,486635527,23724,2629,146139116,1159,911981888,731067250,1036030802,779933584,681788851,477775241,8860286
송파1동,자동차수리,2024,4418714752,23887,4245633101,173081651,22507,1380,242710805,906,887762088,879992300,783341674,848044905,846492134,165368992,7712659
송파1동,자전거 및 기타운송장비,2020,1000929631,11079,643917691,357011940,7320,3759,90844039,1544,180457238,195910562,74670757,129184245,63694889,197600499,159411441
송파1동,자전거 및 기타운송장비,2021,898906310,9443,487032442,411873868,5698,3745,149970487,1284,75332795,88399305,63381292,103469351,156449699,220266543,191607325
송파1동,자전거 및 기타운송장비,2022,681261779,6099,418642320,262619459,4235,1864,58586571,688,136292425,68468521,73851924,86517728,53511722,91012609,171606850
송파1동,자전거 및 기타운송장비,2023,955511830,10627,553565374,401946456,6448,4179,49363959,967,125316557,117389541,150315407,50924549,109619320,224534762,177411694
송파1동,자전거 및 기타운송장비,2024,824678071,9932,426767949,397910122,6444,3488,39519155,616,89880180,61848153,92528324,107685478,74825814,227940939,169969183
송파1동,전자상거래업,2020,421581601,12143,340684623,80896978,9926,2217,27392269,1188,81776588,81249367,56186817,67869533,53602318,79195901,1701077
송파1동,전자상거래업,2021,17074182,231,10527604,6546578,178,53,3450224,54,2654018,707738,4777232,0,2388616,3007887,3538691
송파1동,전자상거래업,2022,10934555,318,4635686,6298869,157,161,955446,35,0,1415477,1539331,265402,1415476,2034747,4264122
송파1동,전자상거래업,2023,28238753,583,15764868,12473885,298,285,7590492,157,0,1769346,5254957,3574077,5166488,5131102,7342783
송파1동,전자상거래업,2024,6104242,72,6104242,0,72,0,0,0,0,2211682,0,1680878,2211682,0,0
송파1동,제과점,2020,1852870752,196911,1354695386,498175366,145177,51734,346931873,44477,254048362,270025115,263344381,289854740,277422788,271799525,226375841
송파1동,제과점,2021,2293860742,226483,1613069503,680791239,164199,62284,559246444,54565,272135823,293699715,332076498,323538936,391618531,376156057,304635182
송파1동,제과점,2022,2258958137,218379,1545609704,713348433,155957,62422,446318342,43821,287896063,269213371,299754062,319820958,368925250,403614918,309733515
송파1동,제과점,2023,2202660015,199149,1488925331,713734684,142158,56991,363696794,34527,283350558,276496640,291013590,302011200,336053343,370570881,343163803
송파1동,제과점,2024,2097974586,188460,1467738136,630236450,134680,53780,289902371,30223,275277070,288416695,284008508,288394077,331641786,344037386,286199064
송파1동,조명용품,2020,25573818441,314804,22722444703,2851373738,265450,49354,273073838,12367,4271055342,3561540929,5544934864,4148049772,5196863796,2851373738,0
송파1동,조명용품,2021,27600475391,338778,22182912523,5417562868,291792,46986,326632724,11836,4604109369,3951116485,4957347585,3554983947,5115355137,5417562868,0
송파1동,조명용품,2022,25891102691,373808,23004392380,2886710311,322922,50886,398189859,13208,4336580404,5099367888,3628421913,3465291694,6474730481,2886710311,0
송파1동,조명용품,2023,22423104019,297497,18544616854,3878487165,259252,38245,229454776,7944,3744139561,3272531871,5660118431,3456079454,2411747537,3878487165,0
송파1동,조명용품,2024,19142443356,325831,16407621900,2734821456,283852,41979,853834666,12323,3455900977,2837617474,4068779553,3473928402,2571395494,2734821456,0
송파1동,중식음식점,2020,679277755,28932,480578737,198699018,20895,8037,120158755,5649,89107155,89273640,97272406,96595145,108330391,123446549,75252469
송파1동,중식음식점,2021,1068013373,43499,731023430,336989943,31012,12487,131362212,5848,115264703,156238457,155561740,142677884,161280646,193765958,143223985
송파1동,중식음식점,2022,1032399699,34453,708726771,323672928,24371,10082,157939387,4726,85709600,147993583,138617518,152811663,183594407,193411631,130261297
송파1동,중식음식점,2023,1365309187,33439,888647312,476661875,23222,10217,272482628,5391,90052783,159735239,174383788,200768201,263707301,287250882,189410993
송파1동,중식음식점,2024,1396804692,29251,898722786,498081906,19468,9783,232717965,4325,48214615,177722053,203353314,193985961,275446843,295744452,202337454
송파1동,철물점,2021,136810493,4824,121286838,15523655,3901,923,7086969,218,16645895,20531843,23745481,25423700,34939919,12608044,2915611
송파1동,철물점,2022,160793921,3850,139214067,21579854,3052,798,7924931,186,14757425,19975370,63805136,21717278,18958858,17777772,3802082
송파1동,철물점,2023,175473453,3359,138965128,36508325,2672,687,224761,32,12728599,32863265,12523483,46827504,34022277,24362408,12145917
송파1동,철물점,2024,89901768,2175,65274222,24627546,1641,534,674284,16,15382113,8386394,11504499,8094244,21906972,19129537,5498009
송파1동,청과상,2020,29102028,1962,19999463,9102565,1311,651,2327810,291,4426263,2722517,5013828,5095724,2741131,5302332,3800233
송파1동,청과상,2021,42026730,1900,28511674,13515056,1238,662,2719816,343,3680487,4621084,2793869,10346869,7069365,8233322,5281734
송파1동,청과상,2022,39113797,2108,26444596,12669201,1432,676,2622882,354,3649341,3389375,3950877,11915357,3539646,8854697,3814504
