행정동,업종,연도,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수,연령대_20_매출_금액,연령대_20_매출_건수,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액
독산2동,일반의류,2023,566612981,5315,369281090,197331891,3708,1607,8321090,131,81202861,72798505,65758935,64495027,85025762,112623589,84708302
독산2동,일반의류,2024,472853887,5555,312210332,160643555,3998,1557,3669552,66,58303458,68471834,75686998,57705114,52042928,92468696,68174859
독산2동,일반의원,2020,5617459892,315542,4639521619,977938273,264048,51494,402990428,27191,910458946,894098008,875139138,1008559576,951265951,914477746,63460527
독산2동,일반의원,2021,7518303982,428233,6181476100,1336827882,360058,68175,304790987,24012,1242252578,1185804815,1105795741,1290483155,1357139811,1278626549,58201333
독산2동,일반의원,2022,7449758699,497698,6140960631,1308798068,422078,75620,328229013,33264,1240418768,1125061085,1082138976,1200875913,1492465889,1261904593,46893475
독산2동,일반의원,2023,7229815856,531137,5953604190,1276211666,446535,84602,356232121,27541,1289460646,1058913919,974813737,1279710005,1350705883,1216518944,59692722
독산2동,일반의원,2024,7272305243,519372,5913668438,1358636805,439928,79444,261578710,20886,1357294712,1222869258,866718854,1196959591,1269826023,1284130345,74506460
독산2동,자동차수리,2020,2508357561,13112,1965518182,542839379,10336,2776,79405309,648,402366266,479575612,370170149,409042591,304363564,508558770,34280609
독산2동,자동차수리,2021,3621075558,16333,2861835499,759240059,13136,3197,136751260,770,463842227,700656519,482291823,583297458,631747472,732342629,26897430
독산2동,자동차수리,2022,3233489457,14420,2510502532,722986925,11342,3078,229387419,1042,475767907,509160302,445381390,524180958,556011975,709916160,13070765
독산2동,자동차수리,2023,3486237790,16639,2928817335,557420455,13421,3218,70377649,865,580302132,481471583,699542641,535718998,631781981,502388149,55032306
독산2동,자동차수리,2024,3721426078,15663,3001683479,719742599,12782,2881,89343310,766,574070138,630492589,649115268,585950612,562054872,719742599,0
독산2동,전자상거래업,2020,34801556,306,20505722,14295834,175,131,5948114,57,145431,0,159974,11401763,8798554,14295834,0
독산2동,제과점,2020,781787768,78984,561540133,220247635,57432,21552,103855737,11876,101308053,101309163,111052429,123447118,124423370,116813837,103433798
독산2동,제과점,2021,1067686774,112126,760081598,307605176,81139,30987,135521641,15429,140746147,143699089,148993233,141686637,184956492,165719859,141885317
독산2동,제과점,2022,1319703390,137814,923678435,396024955,97007,40807,127009912,15287,177390679,185332094,186747759,167540796,206667107,216854593,179170362
독산2동,제과점,2023,1330025526,131013,934888337,395137189,92429,38584,103333527,11383,185547550,185704880,181442456,160301201,221892250,204296702,190840487
독산2동,제과점,2024,1462014967,137930,1033737720,428277247,98346,39584,110199456,12319,196757078,210440259,213301504,181709938,231528941,225409319,202867928
독산2동,조명용품,2020,192485993,5571,176024086,16461907,4697,874,5675802,787,56328181,37077862,14118326,38304330,30195387,16461907,0
독산2동,조명용품,2021,136216692,5601,112996552,23220140,4436,1165,4854756,409,16906923,37175855,19423377,19369098,20121299,22349610,870530
독산2동,조명용품,2022,117254167,5447,98566467,18687700,4610,837,1906412,176,23289705,21289057,21098152,11665772,21223781,17625555,1062145
독산2동,조명용품,2023,102809636,5141,88000902,14808734,4391,750,1195397,127,18282279,18862320,19474103,12599726,18782474,14526663,282071
독산2동,조명용품,2024,108128819,4862,91933069,16195750,4074,788,782990,106,20154560,14007959,23411367,13121171,21238012,14070489,2125261
독산2동,중식음식점,2020,502668626,22549,289956121,212712505,13436,9113,68205557,3716,6226073,66065246,70443997,67017393,80203412,97426205,115286300
독산2동,중식음식점,2021,412617397,17440,212397214,200220183,9637,7803,40444079,2236,4292366,40434821,52107881,50557732,65004414,102010226,98209957
독산2동,중식음식점,2022,356959768,14057,183252174,173707594,7453,6604,30384492,1487,6373693,8425536,55096562,54315313,59041070,79788211,93919383
독산2동,중식음식점,2023,431621600,15935,226194897,205426703,8488,7447,37938866,1597,16113350,22377821,61363359,60911017,65429350,95719794,109706909
독산2동,중식음식점,2024,485291228,17893,249534315,235756913,9296,8597,36800197,1453,12975563,14285086,74942784,71323208,76007674,109176237,126580676
독산2동,철물점,2020,84456829,5637,68806098,15650731,4722,915,6383825,566,5485615,16211209,12394695,22137040,12577539,13849764,1800967
독산2동,철물점,2021,84728825,5745,74562652,10166173,4808,937,722889,72,13243581,28724802,12595907,9187910,10810452,7950125,2216048
독산2동,철물점,2022,89419907,5840,73771140,15648767,4875,965,2390641,186,21630225,13076034,7924632,12995323,18144926,14488500,1160267
독산2동,철물점,2023,120237206,7838,101641965,18595241,6279,1559,10219847,631,16552840,17853520,19361331,30500152,17374122,17453199,1142042
독산2동,철물점,2024,90281442,5104,64192925,26088517,3981,1123,3967133,114,17327849,20134394,12110544,4658002,9962136,11603736,14484781
독산2동,청과상,2020,732187646,43079,552590380,179597266,31223,11856,100397972,4302,85261050,107406898,102743492,128328292,128850648,113400294,66196972
독산2동,청과상,2021,880045346,50408,650856896,229188450,35679,14729,34270545,2636,100271774,133613165,117929058,173486941,125555958,136615658,92572792
독산2동,청과상,2022,700497674,45501,536774742,163722932,33315,12186,17766688,1487,109185592,84874716,122238474,93520794,126955166,96405724,67317208
독산2동,청과상,2023,578681623,37522,427205416,151476207,26898,10624,7703878,662,83113701,71935269,105166984,85827712,81161750,94003622,57472585
독산2동,청과상,2024,556752061,32863,432558957,124193104,24493,8370,5402396,452,57960337,95714840,83235578,89538779,106109423,80000785,44192319
독산2동,치과의원,2020,2206137655,18183,1901766907,304370748,15375,2808,98069613,1865,457593360,366594096,218433374,488590683,370555394,304370748,0
독산2동,치과의원,2021,2820532619,22430,2484138227,336394392,19383,3047,127382297,2621,569176668,703412408,281734458,413551847,516262846,336394392,0
독산2동,치과의원,2022,3150336879,20819,2715525467,434811412,17420,3399,95370497,2013,576829044,790518673,340528799,517096883,490552068,434811412,0
독산2동,치과의원,2023,2673094655,19414,2300964807,372129848,16454,2960,131594358,1294,478849318,507101979,323350063,460019854,531643593,372129848,0
독산2동,치과의원,2024,2665800814,19448,2305490843,360309971,16688,2760,145924748,1387,513594252,629886218,333067261,352240037,476703075,360309971,0
독산2동,치킨전문점,2020,694989912,28350,447257963,247731949,18155,10195,99507066,4492,75138982,77599591,84056191,93064006,117399193,126660611,121071338
독산2동,치킨전문점,2021,573489618,33628,394809025,178680593,24333,9295,78986567,6237,62384162,70108771,77917075,78037584,106361433,104732210,73948383
독산2동,치킨전문점,2022,478726794,23917,321206948,157519846,16926,6991,59949222,3983,60271017,65678168,57689136,66594313,70974314,92353122,65166724
독산2동,치킨전문점,2023,459577748,22874,322771669,136806079,16918,5956,51430017,3127,58818635,66581184,62834498,62252599,72284753,72487758,64318321
독산2동,치킨전문점,2024,391681332,16303,284144728,107536604,12303,4000,39170653,1861,58287961,58728443,63158969,53006766,50962589,62920569,44616035
독산2동,커피-음료,2020,275848122,44333,188295605,87552517,31254,13079,90192751,17628,37094152,35621186,38633814,38481940,38464513,50872216,36680301
독산2동,커피-음료,2021,630262885,141693,423446235,206816650,97680,44013,190895854,45348,81641458,81257464,84646959,83312150,92588204,110153063,96663587
독산2동,커피-음료,2022,542078400,118238,339567585,202510815,76541,41697,135175054,30343,66771047,67463529,66307919,66418590,72606500,102003973,100506842
독산2동,커피-음료,2023,534567922,117933,329086496,205481426,76614,41319,108347690,27902,64486926,61832249,64857009,66710773,71199539,100898138,104583288
독산2동,커피-음료,2024,513098368,115220,317599342,195499026,75420,39800,91434095,21399,57344450,64583971,60876703,68546390,66247828,93286296,102212730
독산2동,패스트푸드점,2020,435219320,16568,288796561,146422759,10528,6040,90984874,3686,40259131,54276362,64330808,63245060,66685200,70341060,76081699
독산2동,패스트푸드점,2021,440519240,18448,300469147,140050093,11994,6454,61242917,2945,48389785,54127185,65198839,58565699,74187639,66047765,74002328
독산2동,패스트푸드점,2022,316586091,12184,212389937,104196154,7779,4405,31749047,1407,33783910,45664477,37371562,36943782,58626206,51635676,52560478
독산2동,패스트푸드점,2023,231283999,7400,147155752,84128247,4545,2855,18796571,775,24414750,28844077,24835257,28201346,40860322,38288900,45839347
독산2동,패스트푸드점,2024,141238660,4909,99852263,41386397,3286,1623,8270861,361,11236682,20984774,18930611,20725601,27974595,21584212,19802185
독산2동,편의점,2020,2571117111,369169,1793220764,777896347,259733,109436,712863697,124856,361689525,327670329,348761859,396916899,358182152,400196668,377699679
독산2동,편의점,2021,4141400271,555331,2920976658,1220423613,398046,157285,926280423,161051,559458402,559627013,579993045,583372773,638525425,646898061,573525552
독산2동,편의점,2022,4177930996,557984,2862384498,1315546498,388148,169836,771461570,128792,576855407,545529659,569803391,554015118,616180923,704416874,611129624
독산2동,편의점,2023,4511324649,609528,3149949776,1361374873,431276,178252,706912334,119304,639226403,614453479,629867960,615240211,651161723,714977601,646397272
독산2동,편의점,2024,4715450903,613837,3304455890,1410995013,431014,182823,649361409,110180,688817473,668164801,655677937,641008374,650787305,754707684,656287329
독산2동,피부관리실,2020,65031000,400,43054102,21976898,302,98,23205819,92,16707792,9473580,5362727,6742787,4767216,21976898,0
독산2동,피부관리실,2021,65137576,291,40880105,24257471,126,165,17861636,63,6042692,0,5763889,4402516,24671008,9627577,14629894
독산2동,피부관리실,2022,52146688,360,33394881,18751807,296,64,7044026,24,8622321,0,4739040,17758151,2275369,387027,18364780
독산2동,피부관리실,2023,50809236,351,49136153,1673083,343,8,5656718,87,5000000,11034343,4487462,21899587,6714761,1673083,0
독산2동,피부관리실,2024,70433031,328,66691766,3741265,309,19,4966852,19,6599452,13034758,21233572,9219409,16604575,3741265,0
독산2동,한식음식점,2020,9688538695,348774,6506781737,3181756958,241625,107149,1292339740,46448,1145093938,1224621551,1320027021,1375021955,1442017272,1742358192,1439398766
독산2동,한식음식점,2021,10989479329,417351,7220205002,3769274327,290048,127303,1104171114,45899,1346392658,1376024961,1404333175,1421418722,1672035486,2011364238,1757910089
독산2동,한식음식점,2022,13284979250,440965,8725960764,4559018486,306400,134565,1072483915,41198,1586782398,1697214685,1672483951,1750389566,2019090164,2497940958,2061077528
독산2동,한식음식점,2023,14249984539,452039,9449344910,4800639629,316644,135395,905462851,31835,1722238641,1915475099,1907230769,1807382813,2097017588,2553292123,2247347506
독산2동,한식음식점,2024,15489284481,444859,10130289307,5358995174,310372,134487,1073255585,32287,1868247012,1957224451,2095925917,1981903742,2226988185,2843678239,2515316935
독산2동,한의원,2020,2149063472,116302,1744855827,404207645,97263,19039,89942393,5734,512469795,358471361,319510426,295225022,259179223,404207645,0
독산2동,한의원,2021,2260309377,132956,1794982335,465327042,110901,22055,68862119,4009,479948680,291930411,267249577,370733623,385120044,462682635,2644407
독산2동,한의원,2022,2012456085,122695,1654924122,357531963,100495,22200,78727993,5133,277191828,285508798,343276819,298903914,450042763,351031129,6500834
독산2동,한의원,2023,2116048568,119789,1864867456,251181112,101003,18786,75456586,4550,277759428,382281930,372923790,404592175,427310133,251181112,0
독산2동,한의원,2024,1999305604,130031,1640847949,358457655,108577,21454,45027895,3773,245151478,425309254,281536002,330268045,358583170,356253982,2203673
독산2동,핸드폰,2020,88067362,5356,68569394,19497968,3846,1510,4374440,603,14669467,4125175,2967789,4003467,42803496,11351539,8146429
독산2동,핸드폰,2021,135969355,10802,113432452,22536903,8458,2344,15438094,1816,19646355,18622520,13621847,2225841,59315889,14984033,7552870
독산2동,핸드폰,2022,102367508,8071,95185610,7181898,7543,528,5282563,528,26675418,9066494,26308893,16129729,17005076,6810924,370974
독산2동,핸드폰,2023,62645761,4762,58105145,4540616,4308,454,4540616,454,20266595,21786063,9081232,3632493,3338762,4540616,0
독산2동,호프-간이주점,2020,1324180414,26404,905318307,418862107,17614,8790,156029600,4069,138941439,211936908,183388335,151238072,219813553,239826205,179035902
독산2동,호프-간이주점,2021,2064851629,41253,1380839995,684011634,27107,14146,213675866,4424,250131821,261210224,268740093,234481748,366276109,422352682,261658952
독산2동,호프-간이주점,2022,2552383797,50207,1643687894,908695903,32713,17494,345542740,6960,264103638,348652581,314670095,311237680,405023900,589524040,319171863
독산2동,호프-간이주점,2023,2366975891,51868,1618288825,748687066,36096,15772,241943823,5019,241935020,308060143,333578090,349986958,384728614,445646468,303040598
독산2동,호프-간이주점,2024,3027777071,65573,2122305052,905472019,44937,20636,149910035,5350,338529156,371167615,556797972,418342562,437467747,562397508,343074511
독산2동,화장품,2020,235018337,6553,212407076,22611261,5422,1131,11898590,350,39358188,50275071,56628022,25270512,40875283,22611261,0
독산2동,화장품,2021,472426618,17209,397522449,74904169,14100,3109,30307346,961,98949496,59050281,97542748,67125406,74854518,74723272,180897
독산2동,화장품,2022,523460804,16656,469590884,53869920,14005,2651,7625473,401,116007715,74319251,123146068,95871991,60245859,53869920,0
독산2동,화장품,2023,499545189,18003,427853588,71691601,14895,3108,7787077,349,111716174,96088852,86706998,73591677,59749887,71691601,0
독산2동,화장품,2024,522096167,16954,426807238,95288929,14284,2670,3947849,256,75739113,107284936,90145170,73360339,80277680,93871956,1416973
독산2동,화초,2022,73014088,2847,56028999,16985089,2121,726,6845273,468,7787860,7046850,10010886,8586987,22596416,14660355,2324734
독산2동,화초,2023,338200728,12583,254853196,83347532,9299,3284,35306505,2041,73192657,36892080,39080234,61939634,43748591,65941085,17406447
독산2동,화초,2024,511304936,19614,385141615,126163321,14369,5245,60114720,2731,68921103,84469217,77390400,70068941,84291954,83577098,42586223
독산3동,PC방,2021,491018945,130277,316184748,174834197,84636,45641,244575759,63606,61444074,62296814,57934181,59108252,75401427,85793550,89040647
독산3동,PC방,2022,697245140,173511,433651849,263593291,109280,64231,335284261,77579,86890456,72527384,83618437,87772155,102843417,131818252,131775039
독산3동,PC방,2023,544729062,148558,351466051,193263011,100058,48500,278479828,78269,72585592,74803713,67071236,64859630,72145880,94066501,99196510
독산3동,PC방,2024,383858411,93968,243582722,140275689,60877,33091,170251236,49217,51684459,45297188,44193013,42603526,59804536,70670388,69605301
독산3동,가구,2020,747460293,2908,527415109,220045184,1923,985,30494316,143,119759329,95889537,146695608,116457423,48613212,107153169,112892015
독산3동,가구,2021,683762158,2369,426280219,257481939,1411,958,64302299,94,95799269,73556625,89333253,81175503,86415569,150527130,106954809
독산3동,가구,2022,624526530,2078,387071238,237455292,1376,702,28978080,102,74706457,103523352,67542286,71746647,69552496,126390434,111064858
독산3동,가구,2023,607166769,1767,365716412,241450357,1105,662,12542533,44,75571016,109507229,64983237,56901467,58753463,116483071,124967286
독산3동,가구,2024,499641057,1775,344190417,155450640,1133,642,18223954,40,91534519,52883850,74165510,72981365,52625173,87685446,67765194
독산3동,가전제품,2020,7865545197,35365,4652037003,3213508194,23046,12319,315431817,1890,1201302243,805555300,942279172,793133423,909766865,1467576858,1745931336
독산3동,가전제품,2021,6744034061,30953,4110207111,2633826950,20633,10320,331924219,1725,802298274,903967522,977924718,674478890,751537707,1199859651,1433967299
독산3동,가전제품,2022,4327134864,22695,2746832488,1580302376,15252,7443,129851431,797,500851386,577275080,470927536,554222033,643556453,796770857,783531519
독산3동,가전제품,2023,1329900084,12524,908554879,421345205,8417,4107,50553821,278,165287538,229323686,208620086,165536193,139787376,227238149,194107056
독산3동,가전제품,2024,1330179028,12452,963055897,367123131,8504,3948,12165205,170,210537424,144921251,206727379,163671431,237198412,206638332,160484799
독산3동,가전제품수리,2021,61412,61,61412,0,61,0,0,0,0,61412,0,0,0,0,0
독산3동,가전제품수리,2023,32425355,122,6755282,25670073,61,61,0,0,0,6755282,0,0,0,25670073,0
독산3동,가전제품수리,2024,11146216,61,11146216,0,61,0,0,0,0,0,0,11146216,0,0,0
독산3동,골프연습장,2020,15070118,74,12765626,2304492,58,16,4193361,22,3785158,2597656,1521484,3748047,1113281,2304492,0
독산3동,골프연습장,2021,2894531,19,2894531,0,19,0,1113281,8,1039062,1113281,742188,0,0,0,0
독산3동,골프연습장,2022,13544923,63,11021486,2523437,51,12,1410156,8,4638672,2003906,2968751,1113282,296875,0,2523437
독산3동,골프연습장,2023,16958985,56,16958985,0,56,0,1113281,4,2634765,1855469,2412109,7458986,2597656,0,0
독산3동,골프연습장,2024,6939453,44,6271484,667969,36,8,0,0,0,3859374,667969,1076172,667969,371094,296875
독산3동,네일숍,2021,48451308,380,41490631,6960677,290,90,9348837,60,3773540,15672379,10082099,4774714,7187899,6960677,0
독산3동,네일숍,2022,72234090,492,48006390,24227700,353,139,5899209,50,5212995,1189620,12377773,19931836,9294166,21577037,2650663
독산3동,네일숍,2023,22457539,257,19388238,3069301,209,48,410425,13,3605838,2443980,4160302,2161901,7016217,2214249,855052
독산3동,네일숍,2024,14092027,104,11537607,2554420,77,27,46988,8,1110618,854321,901309,5296791,3374568,2554420,0
독산3동,노래방,2020,1030280187,10949,681192807,349087380,6765,4184,39983419,1460,92208387,119245537,140127954,155705416,173905513,204507632,144579748
독산3동,노래방,2021,936313280,9969,541796379,394516901,5838,4131,30383210,794,120631139,107942476,118950093,92062607,102210064,192202623,202314278
독산3동,노래방,2022,1723314667,17239,967693325,755621342,9201,8038,45077488,1445,164395343,196527342,177751796,209599155,219419689,379834094,375787248
독산3동,노래방,2023,2145653712,20434,1207915440,937738272,11473,8961,58088214,1319,176153786,228886906,235781985,275801303,291291460,485477633,452260639
독산3동,노래방,2024,1680861037,15196,962463802,718397235,8780,6416,20758347,528,177125460,191919449,182491154,175654471,235273268,349545842,368851393
독산3동,당구장,2020,175845614,11378,119118403,56727211,7497,3881,10667573,922,25134392,24975514,22592778,17829938,28585781,29548860,27178351
독산3동,당구장,2021,274298631,20062,171507513,102791118,12389,7673,18401317,1372,31495327,34674094,28835424,40071448,36431220,54765572,48025546
독산3동,당구장,2022,442695664,25814,266676098,176019566,15821,9993,14413930,1155,49797117,56893878,49503090,52072845,58409168,88266690,87752876
독산3동,당구장,2023,752588322,29322,546129283,206459039,18553,10769,119326205,1483,124621062,111696071,104870031,93652490,111289629,111491342,94967697
독산3동,당구장,2024,763088384,31614,560042047,203046337,20083,11531,100095146,1504,123712156,115130839,114408845,96534658,110255549,117958222,85088115
독산3동,문구,2020,22397265,2631,17319102,5078163,2131,500,439396,93,3593633,2881185,3207850,5408066,2228368,3273501,1804662
독산3동,문구,2021,178626270,23627,144813843,33812427,19769,3858,16645159,3077,28451492,24662511,35153850,25919015,30626975,19131298,14681129
독산3동,문구,2022,64511955,6822,42722561,21789394,5367,1455,4117129,662,7529006,10440155,6620598,11260873,6871929,11722146,10067248
독산3동,문구,2023,87354251,9954,62470082,24884169,7476,2478,3004697,474,11855418,8638356,14117059,13461759,14397490,11836721,13047448
독산3동,문구,2024,90153046,11999,70805678,19347368,9545,2454,3742999,971,16171471,17290191,13211324,9801476,14331216,11696027,7651341
독산3동,미곡판매,2020,110153371,7358,56942453,53210918,4526,2832,973747,105,6837398,10330187,8848397,11790807,19135664,33021184,20189734
독산3동,미곡판매,2021,138469615,8919,91898069,46571546,6025,2894,940905,128,21936129,18666868,19443188,10711217,21140667,24111854,22459692
독산3동,미곡판매,2022,98363274,8743,60427355,37935919,5377,3366,0,0,15241260,8657882,11399190,11748468,13380555,12436445,25499474
독산3동,미곡판매,2023,277024064,15326,187934884,89089180,10309,5017,868531,84,29002849,48994297,26524025,44971874,38441839,45461077,43628103
독산3동,미곡판매,2024,410934039,21920,274094852,136839187,14515,7405,892769,84,42928665,57801213,48304977,61914388,63145609,83220955,53618232
독산3동,미용실,2020,1144196605,40912,711133902,433062703,26202,14710,101303974,3948,165171600,114507732,135751329,140387512,155315729,287763816,145298887
독산3동,미용실,2021,2288405221,73748,1449483398,838921823,46110,27638,170294009,6954,281195762,205354626,347596855,277603327,337732828,485015570,353906253
독산3동,미용실,2022,2231931303,70690,1403717447,828213856,44923,25767,153831652,6431,267522699,178097947,343772837,275891769,338432195,495335532,332878324
독산3동,미용실,2023,2101453846,67594,1311974840,789479006,42997,24597,91460408,4417,251180212,204471276,281954015,284823033,289546304,449503543,339975463
독산3동,미용실,2024,1809762755,62340,1178540446,631222309,40904,21436,59647287,2974,205303717,161906704,250521688,275877598,284930739,382144596,249077713
독산3동,반찬가게,2020,6151715614,29694,6068521798,83193816,23248,6446,120041827,2019,1100805595,1727918662,681372886,1995203449,563221206,42973897,40219919
독산3동,반찬가게,2021,7042134521,158320,5760813912,1281320609,106933,51387,181078225,8865,1834462711,526059502,902522291,597615234,1900154174,541864640,739455969
독산3동,반찬가게,2022,6002816198,192296,4904161687,1098654511,134947,57349,56650230,3588,790099471,865402759,885104609,897053405,1466501443,498882454,599772057
독산3동,반찬가게,2023,5334929913,223084,4001090621,1333839292,155625,67459,56857246,4355,644973837,825662245,1176999437,797169058,556286044,690605267,643234025
독산3동,반찬가게,2024,4251529053,223058,3055181426,1196347627,146853,76205,45157115,4263,717661521,559382039,437171031,654893767,686073068,609968258,586379369
독산3동,부동산중개업,2021,24838710,678,24838710,0,678,0,0,0,12419355,6209677,6209678,0,0,0,0
독산3동,부동산중개업,2022,58167742,1582,57546774,620968,1469,113,620968,113,26249999,5216129,9935484,4346774,11798388,620968,0
독산3동,부동산중개업,2023,82758065,1242,79032258,3725807,1129,113,9483871,452,14451613,7451613,3725806,0,53403226,3725807,0
독산3동,부동산중개업,2024,5701613,339,5701613,0,339,0,0,0,0,903226,0,1693548,3104839,0,0
독산3동,분식전문점,2020,769284910,91783,566857377,202427533,67256,24527,230179306,31483,104982632,115191296,98819941,133340606,114522902,125996236,76431297
독산3동,분식전문점,2021,1791455280,174554,1348161263,443294017,131073,43481,272087751,36791,283176723,276205884,286413795,244425126,257939735,271657508,171636509
독산3동,분식전문점,2022,2215321173,194613,1631986577,583334596,143436,51177,337654072,40364,344071461,281231562,313407054,341595756,351680744,335242117,248092479
독산3동,분식전문점,2023,2113046215,180789,1539362201,573684014,132219,48570,252759088,27215,320172208,262235388,315176856,330501355,311276394,344384279,229299735
독산3동,분식전문점,2024,2171722223,186502,1563753244,607968979,135687,50815,291031978,25922,301384384,298707894,313172718,322735842,327752406,338442383,269526596
독산3동,서적,2020,80749899,3383,63647450,17102449,2744,639,4355647,369,17407257,18551628,9480519,12086694,6121352,10713265,6389184
독산3동,서적,2021,76340470,2704,67771661,8568809,2200,504,3260426,316,7426243,11978480,23272823,19372256,5721859,4652335,3916474
독산3동,서적,2022,73601409,2479,63490535,10110874,1928,551,2914124,235,18634592,9951256,7800482,6362131,20742074,7131359,2979515
독산3동,서적,2023,65649965,1989,51218888,14431077,1539,450,1374510,153,16872497,4724478,4575232,7904191,17142490,11301865,3129212
독산3동,서적,2024,68237668,1827,55879536,12358132,1449,378,2982219,153,11447323,10786312,6402711,20138778,7104412,9013393,3344739
독산3동,섬유제품,2021,378124140,8547,233083265,145040875,5365,3182,12742849,322,45081941,31113429,44477079,57160289,55250527,79165380,65875495
독산3동,섬유제품,2022,357608535,8606,235712251,121896284,5768,2838,7508017,218,60428129,37267050,32407817,58353703,47255552,47964276,73932008
독산3동,섬유제품,2023,362268386,7762,267456105,94812281,5271,2491,5636299,83,51205487,39973468,61644016,56234770,58398364,45421418,49390863
독산3동,섬유제품,2024,266679049,6224,180453860,86225189,4208,2016,1303265,49,32126965,37303072,36603120,42584197,31836506,30260260,55964929
독산3동,세탁소,2020,25504902,1448,20724314,4780588,1194,254,2420883,162,4217101,5132504,3929268,2608696,4836745,4780588,0
독산3동,세탁소,2021,39262474,2186,25354007,13908467,1666,520,2981487,216,4058782,2713478,4018865,7555765,7007117,13908467,0
독산3동,세탁소,2022,20750575,1167,16004217,4746358,941,226,1856688,235,1858838,1606964,6884317,2010693,3643405,4746358,0
독산3동,세탁소,2023,13529234,684,11172413,2356821,540,144,125937,18,1619191,2968515,1673163,1817091,3094453,2356821,0
독산3동,세탁소,2024,46830584,1440,41235383,5595201,1224,216,1493253,108,3058470,12953524,7682158,7160421,10380810,5595201,0
독산3동,수산물판매,2020,1423499905,73409,929459757,494040148,48518,24891,36251916,2313,179714301,171502906,193738735,193493715,191010100,250783960,243256188
독산3동,수산물판매,2021,1265470308,70113,835860038,429610270,46714,23399,22957725,1559,163424336,133028454,183926457,165925122,189555669,217722350,211887920
독산3동,수산물판매,2022,1291819831,66843,829340883,462478948,43680,23163,19411976,1127,159167336,149124818,162318233,150657441,208073055,246842307,215636641
독산3동,수산물판매,2023,1407437324,68480,906202396,501234928,45358,23122,8616300,466,177719904,142171111,194081355,187528258,204701768,293086370,208148558
독산3동,수산물판매,2024,1316207583,65445,875607263,440600320,44459,20986,8127341,376,178395092,132518181,175654809,176014459,213024722,248262709,192337611
독산3동,슈퍼마켓,2020,16193671881,1484227,11234614902,4959056979,1031500,452727,1623362221,213377,2056170827,2120647885,2290894967,2291379010,2475522213,2560636831,2398420148
독산3동,슈퍼마켓,2021,23311233148,2053222,16089934042,7221299106,1437705,615517,2192768504,288208,3170069415,3022262703,3127572590,3244915912,3525113422,3784404249,3436894857
독산3동,슈퍼마켓,2022,23536720662,1994508,16254811595,7281909067,1384268,610240,1804238813,233053,3267158275,3158585637,3169050645,3195122590,3464894448,3819476475,3462432592
독산3동,슈퍼마켓,2023,21337250816,1880754,14602184446,6735066370,1299756,580998,1418837803,188609,2922072016,2825994743,2868804497,2935226957,3050086233,3425814364,3309252006
독산3동,슈퍼마켓,2024,22684703276,2093488,15825012498,6859690778,1466449,627039,1822927404,237207,3202339054,3122671084,3033618394,3023180318,3443203648,3527901270,3331789508
독산3동,스포츠 강습,2020,42528224,252,40408413,2119811,216,36,9956724,37,5829657,12598935,10429454,5058949,6491418,1294452,825359
독산3동,스포츠 강습,2021,103152540,744,98472597,4679943,714,30,1499136,10,19235885,11419749,15287702,19981525,32547736,4679943,0
독산3동,스포츠 강습,2022,158904861,1143,156415530,2489331,1133,10,18158211,241,44366033,17569852,35889895,18353642,40236108,2489331,0
독산3동,스포츠 강습,2023,244857491,1751,237577916,7279575,1678,73,17614816,126,58280554,44091649,30405948,53471302,51328463,0,7279575
독산3동,스포츠 강습,2024,248942751,1665,248172416,770335,1659,6,0,0,54637128,55490457,35933694,51997358,50113779,770335,0
독산3동,스포츠클럽,2020,1188896882,3372,1054024186,134872696,2807,565,497129261,1416,231815889,211940434,255877063,177297513,177093287,71883767,62988929
독산3동,스포츠클럽,2021,1090296467,5424,958749934,131546533,4394,1030,484191994,3103,202312606,221065615,201525237,183383080,150463396,62168867,69377666
독산3동,스포츠클럽,2022,1000257879,4410,903649524,96608355,3867,543,416681755,2330,204842455,197273496,147987376,179013631,174532566,47438599,49169756
독산3동,스포츠클럽,2023,1266503755,3720,1136077290,130426465,3266,454,357669272,1255,256395618,268947494,214141782,231059941,165532455,79037947,51388518
독산3동,스포츠클럽,2024,961085611,2879,781019989,180065622,2276,603,262986497,965,193089270,160331859,174072672,99246648,154279540,120072771,59992851
독산3동,시계및귀금속,2020,266267566,3654,160736881,105530685,2628,1026,1340170,198,12322091,39164398,39494004,39315552,30440836,68544191,36986494
독산3동,시계및귀금속,2021,315535149,3547,208969345,106565804,2538,1009,4440591,146,54551287,31401947,38752987,56933282,27329842,87966665,18599139
독산3동,시계및귀금속,2022,303215462,2837,187209629,116005833,1982,855,2070487,117,14566796,42144824,46201622,22544050,61752337,84720484,31285349
독산3동,시계및귀금속,2023,316631975,4569,226786343,89845632,3189,1380,764722,152,40882582,41188761,48781743,43255831,52677426,62825149,27020483
독산3동,시계및귀금속,2024,192322633,3745,143340470,48982163,2876,869,1140209,143,22277060,14675492,38564607,36885946,30937365,35512942,13469221
독산3동,신발,2020,208101310,7763,134364146,73737164,5026,2737,8698573,309,28827084,28678651,26515919,29835048,20507444,34438481,39298683
독산3동,신발,2021,257322626,8871,166811272,90511354,5609,3262,4875759,162,35311776,38478812,27270572,34247725,31502387,41196686,49314668
